rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,TANIAMOWO Rasaq,NGR,"Born: Sep 09, 1992",B.weight: 55.08,Group: A,1: 95,2: 97,3: - 99,Total: 97,56kgMen,Snatch,179
Rank: 2,BRECHTEFELD Elson Edward,NRU,"Born: Mar 02, 1994",B.weight: 55.50,Group: A,1: 93,2: 97,3: - 99,Total: 97,56kgMen,Snatch,179
Rank: 3,PHILLIPS Anrich Morico,RSA,"Born: Oct 17, 1992",B.weight: 54.32,Group: A,1: - 95,2: 95,3: - 98,Total: 95,56kgMen,Snatch,179
Rank: 4,PALANGASINGHE D. K. T. W. K.,SRI,"Born: Oct 26, 1993",B.weight: 55.88,Group: A,1: - 86,2: - 86,3: 86,Total: 86,56kgMen,Snatch,179
Rank: 5,MABUYA Mohloki Katleho,RSA,"Born: Jul 19, 1993",B.weight: 55.48,Group: A,1: 76,2: - 80,3: - 80,Total: 76,56kgMen,Snatch,179
Rank: 6,CONFIANCE Rick Yves,SEY,"Born: May 24, 1994",B.weight: 55.34,Group: A,1: 70,2: 75,3: - 77,Total: 75,56kgMen,Snatch,179
Rank: 1,TANIAMOWO Rasaq,NGR,"Born: Sep 09, 1992",B.weight: 55.08,Group: A,1: 120,2: 125,3: -130,Total: 125,56kgMen,CleanJerk,179
Rank: 2,BRECHTEFELD Elson Edward,NRU,"Born: Mar 02, 1994",B.weight: 55.50,Group: A,1: 115,2: 121,3: -126,Total: 121,56kgMen,CleanJerk,179
Rank: 3,PHILLIPS Anrich Morico,RSA,"Born: Oct 17, 1992",B.weight: 54.32,Group: A,1: -115,2: -115,3: 115,Total: 115,56kgMen,CleanJerk,179
Rank: 4,PALANGASINGHE D. K. T. W. K.,SRI,"Born: Oct 26, 1993",B.weight: 55.88,Group: A,1: 106,2: -112,3: -115,Total: 106,56kgMen,CleanJerk,179
Rank: 5,MABUYA Mohloki Katleho,RSA,"Born: Jul 19, 1993",B.weight: 55.48,Group: A,1: -101,2: 101,3: -104,Total: 101,56kgMen,CleanJerk,179
Rank: 6,CONFIANCE Rick Yves,SEY,"Born: May 24, 1994",B.weight: 55.34,Group: A,1: 87,2: 90,3: - 95,Total: 90,56kgMen,CleanJerk,179
Rank: 1,TANIAMOWO Rasaq,NGR,"Born: Sep 09, 1992",B.weight: 55.08,Group: A,Snatch: 97,CI&Jerk: 125,Total: 222,,56kgMen,Total,179
Rank: 2,BRECHTEFELD Elson Edward,NRU,"Born: Mar 02, 1994",B.weight: 55.50,Group: A,Snatch: 97,CI&Jerk: 121,Total: 218,,56kgMen,Total,179
Rank: 3,PHILLIPS Anrich Morico,RSA,"Born: Oct 17, 1992",B.weight: 54.32,Group: A,Snatch: 95,CI&Jerk: 115,Total: 210,,56kgMen,Total,179
Rank: 4,PALANGASINGHE D. K. T. W. K.,SRI,"Born: Oct 26, 1993",B.weight: 55.88,Group: A,Snatch: 86,CI&Jerk: 106,Total: 192,,56kgMen,Total,179
Rank: 5,MABUYA Mohloki Katleho,RSA,"Born: Jul 19, 1993",B.weight: 55.48,Group: A,Snatch: 76,CI&Jerk: 101,Total: 177,,56kgMen,Total,179
Rank: 6,CONFIANCE Rick Yves,SEY,"Born: May 24, 1994",B.weight: 55.34,Group: A,Snatch: 75,CI&Jerk: 90,Total: 165,,56kgMen,Total,179
Rank: 1,YUKAR Sibi,IND,"Born: May 07, 1992",B.weight: 61.54,Group: A,1: 108,2: 113,3: 116,Total: 116,62kgMen,Snatch,179
Rank: 2,RAMELA Phehello John,RSA,"Born: Jul 25, 1993",B.weight: 61.76,Group: A,1: 90,2: 95,3: 98,Total: 98,62kgMen,Snatch,179
Rank: 3,LOUBSER Albert,RSA,"Born: Jan 16, 1992",B.weight: 61.22,Group: A,1: - 93,2: 93,3: 96,Total: 96,62kgMen,Snatch,179
Rank: 4,APPLEWHAITE Altmark Sir Henry,BAR,"Born: Jun 12, 1994",B.weight: 61.04,Group: A,1: 80,2: - 85,3: 85,Total: 85,62kgMen,Snatch,179
Rank: 1,YUKAR Sibi,IND,"Born: May 07, 1992",B.weight: 61.54,Group: A,1: 140,2: 148,3: -152,Total: 148,62kgMen,CleanJerk,179
Rank: 2,APPLEWHAITE Altmark Sir Henry,BAR,"Born: Jun 12, 1994",B.weight: 61.04,Group: A,1: 112,2: 117,3: 120,Total: 120,62kgMen,CleanJerk,179
Rank: 3,LOUBSER Albert,RSA,"Born: Jan 16, 1992",B.weight: 61.22,Group: A,1: -111,2: 112,3: 117,Total: 117,62kgMen,CleanJerk,179
