rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: ---,KAWOOYA Huzaif,UGA,"Born: Jan 07, 1995",B.weight: 44.13,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 45,50kgMen,Snatch,45
Rank: ---,SARIAK Nafaa,ALG,"Born: Nov 29, 1994",B.weight: 46.93,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 65,50kgMen,Snatch,45
Rank: ---,KAWOOYA Huzaif,UGA,"Born: Jan 07, 1995",B.weight: 44.13,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 55,50kgMen,CleanJerk,45
Rank: ---,SARIAK Nafaa,ALG,"Born: Nov 29, 1994",B.weight: 46.93,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 80,50kgMen,CleanJerk,45
Rank: 1,SARIAK Nafaa,ALG,"Born: Nov 29, 1994",B.weight: 46.93,Group: A,Snatch: 65,CI&Jerk: 80,Total: 145,,50kgMen,Total,45
Rank: 2,KAWOOYA Huzaif,UGA,"Born: Jan 07, 1995",B.weight: 44.13,Group: A,Snatch: 45,CI&Jerk: 55,Total: 100,,50kgMen,Total,45
Rank: ---,BELHOUT Adel,ALG,"Born: Nov 10, 1993",B.weight: 55.35,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 75,56kgMen,Snatch,45
Rank: ---,RAMELA Phehello John,RSA,"Born: Jul 25, 1993",B.weight: 55.48,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 79,56kgMen,Snatch,45
Rank: ---,MOAAD Faraj,LBA,"Born: Jan 01, 1994",B.weight: 54.52,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 75,56kgMen,Snatch,45
Rank: ---,PHILLIPS Anrich Morico,RSA,"Born: Oct 17, 1992",B.weight: 53.16,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 83,56kgMen,Snatch,45
Rank: ---,MOUSSA Abdella Khalifa Mohamed,LBA,"Born: Jan 12, 1992",B.weight: 55.36,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 85,56kgMen,Snatch,45
Rank: ---,KASUMBA Semei,UGA,"Born: Oct 02, 1996",B.weight: 53.60,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 60,56kgMen,Snatch,45
Rank: ---,AHMED YAHIA Fouad Abdel Azim,EGY,"Born: Sep 01, 1992",B.weight: 55.98,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 93,56kgMen,Snatch,45
Rank: ---,BAKAR M. Ramadhan,ZAN,"Born: Jan 01, 1993",B.weight: 53.35,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 50,56kgMen,Snatch,45
Rank: ---,IBRAHIM Mostafa Atef Ahmed,EGY,"Born: Jul 12, 1993",B.weight: 54.73,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 90,56kgMen,Snatch,45
Rank: ---,BENLOUNES M Hamed,ALG,"Born: Jan 01, 1993",B.weight: 53.55,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 68,56kgMen,Snatch,45
Rank: ---,BELHOUT Adel,ALG,"Born: Nov 10, 1993",B.weight: 55.35,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 90,56kgMen,CleanJerk,45
Rank: ---,RAMELA Phehello John,RSA,"Born: Jul 25, 1993",B.weight: 55.48,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 87,56kgMen,CleanJerk,45
