rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,VIVEROS SANCHEZ Hector Andres,COL,"Born: Nov 14, 2000",B.weight: 54.80,Group: A,1: 100,2: 110,3: -115,Total: 110,55kgMen,Snatch,494
Rank: 2,ZURITA VALLEJO Benjamin Jose,ECU,"Born: Jun 27, 2002",B.weight: 54.80,Group: A,1: - 92,2: 92,3: 95,Total: 95,55kgMen,Snatch,494
Rank: 3,FLORES MENDEZ Bruce Angel,PER,"Born: Jan 20, 2004",B.weight: 53.50,Group: A,1: - 65,2: 65,3: 68,Total: 68,55kgMen,Snatch,494
Rank: 1,VIVEROS SANCHEZ Hector Andres,COL,"Born: Nov 14, 2000",B.weight: 54.80,Group: A,1: 126,2: 132,3: -137,Total: 132,55kgMen,CleanJerk,494
Rank: 2,ZURITA VALLEJO Benjamin Jose,ECU,"Born: Jun 27, 2002",B.weight: 54.80,Group: A,1: 116,2: 121,3: 125,Total: 125,55kgMen,CleanJerk,494
Rank: 3,FLORES MENDEZ Bruce Angel,PER,"Born: Jan 20, 2004",B.weight: 53.50,Group: A,1: 90,2: 96,3: -100,Total: 96,55kgMen,CleanJerk,494
Rank: 1,VIVEROS SANCHEZ Hector Andres,COL,"Born: Nov 14, 2000",B.weight: 54.80,Group: A,Snatch: 110,CI&Jerk: 132,Total: 242,,55kgMen,Total,494
Rank: 2,ZURITA VALLEJO Benjamin Jose,ECU,"Born: Jun 27, 2002",B.weight: 54.80,Group: A,Snatch: 95,CI&Jerk: 125,Total: 220,,55kgMen,Total,494
Rank: 3,FLORES MENDEZ Bruce Angel,PER,"Born: Jan 20, 2004",B.weight: 53.50,Group: A,Snatch: 68,CI&Jerk: 96,Total: 164,,55kgMen,Total,494
Rank: 1,REYES VIDAL Jair,ECU,"Born: Jul 11, 2000",B.weight: 60.90,Group: A,1: 113,2: 117,3: 119,Total: 119,61kgMen,Snatch,494
Rank: 2,VILLAR MANJARRES Estiven Jose,COL,"Born: Mar 12, 2001",B.weight: 60.60,Group: A,1: -115,2: 115,3: 118,Total: 118,61kgMen,Snatch,494
Rank: 3,FELIX DA SILVA Thiago,BRA,"Born: Dec 26, 2000",B.weight: 60.50,Group: A,1: -106,2: 107,3: -110,Total: 107,61kgMen,Snatch,494
Rank: 4,LEYES Jonatan Martin,ARG,"Born: May 12, 2001",B.weight: 60.40,Group: A,1: 101,2: -105,3: -106,Total: 101,61kgMen,Snatch,494
Rank: 5,CHAVEZ RODRIGUEZ Andy Rafael,ECU,"Born: Apr 06, 2002",B.weight: 59.10,Group: A,1: 95,2: 100,3: -106,Total: 100,61kgMen,Snatch,494
Rank: 6,MAZZA Fernando David,ARG,"Born: Apr 03, 2001",B.weight: 60.20,Group: A,1: 93,2: 97,3: 100,Total: 100,61kgMen,Snatch,494
Rank: 7,VALENCIA SOLIS Matias,CHI,"Born: Dec 25, 2003",B.weight: 59.40,Group: A,1: 80,2: 85,3: 90,Total: 90,61kgMen,Snatch,494
Rank: 8,VALENZUELA Jeremias,CHI,"Born: Aug 01, 2003",B.weight: 60.30,Group: A,1: - 78,2: 78,3: 81,Total: 81,61kgMen,Snatch,494
Rank: 9,ELIZALDE CASTRO Franchesco Joel,PER,"Born: Jun 13, 2005",B.weight: 60.40,Group: A,1: 75,2: 80,3: - 85,Total: 80,61kgMen,Snatch,494
Rank: 1,REYES VIDAL Jair,ECU,"Born: Jul 11, 2000",B.weight: 60.90,Group: A,1: 140,2: 145,3: 148,Total: 148,61kgMen,CleanJerk,494
Rank: 2,VILLAR MANJARRES Estiven Jose,COL,"Born: Mar 12, 2001",B.weight: 60.60,Group: A,1: -138,2: 140,3: 147,Total: 147,61kgMen,CleanJerk,494
Rank: 3,FELIX DA SILVA Thiago,BRA,"Born: Dec 26, 2000",B.weight: 60.50,Group: A,1: 130,2: 139,3: -141,Total: 139,61kgMen,CleanJerk,494
Rank: 4,LEYES Jonatan Martin,ARG,"Born: May 12, 2001",B.weight: 60.40,Group: A,1: -125,2: -125,3: 130,Total: 130,61kgMen,CleanJerk,494
Rank: 5,CHAVEZ RODRIGUEZ Andy Rafael,ECU,"Born: Apr 06, 2002",B.weight: 59.10,Group: A,1: 120,2: 125,3: -130,Total: 125,61kgMen,CleanJerk,494
Rank: 6,MAZZA Fernando David,ARG,"Born: Apr 03, 2001",B.weight: 60.20,Group: A,1: 118,2: 123,3: -128,Total: 123,61kgMen,CleanJerk,494
Rank: 7,VALENCIA SOLIS Matias,CHI,"Born: Dec 25, 2003",B.weight: 59.40,Group: A,1: 100,2: 105,3: 108,Total: 108,61kgMen,CleanJerk,494
Rank: 8,VALENZUELA Jeremias,CHI,"Born: Aug 01, 2003",B.weight: 60.30,Group: A,1: -100,2: 100,3: 106,Total: 106,61kgMen,CleanJerk,494
Rank: 9,ELIZALDE CASTRO Franchesco Joel,PER,"Born: Jun 13, 2005",B.weight: 60.40,Group: A,1: 95,2: 100,3: -105,Total: 100,61kgMen,CleanJerk,494
