rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,YAHIAOUI Mohammed Amir,ALG,"Born: Jun 25, 2000",B.weight: 49.59,Group: A,1: 58,2: 60,3: 63,Total: 63,50kgMen,Snatch,403
Rank: 2,LUTAAYA Hamdan Sserwanga,UGA,"Born: Jan 07, 2002",B.weight: 50.00,Group: A,1: 45,2: -55,3: 55,Total: 55,50kgMen,Snatch,403
Rank: 1,YAHIAOUI Mohammed Amir,ALG,"Born: Jun 25, 2000",B.weight: 49.59,Group: A,1: 75,2: -80,3: -81,Total: 75,50kgMen,CleanJerk,403
Rank: 2,LUTAAYA Hamdan Sserwanga,UGA,"Born: Jan 07, 2002",B.weight: 50.00,Group: A,1: 60,2: -65,3: 65,Total: 65,50kgMen,CleanJerk,403
Rank: 1,YAHIAOUI Mohammed Amir,ALG,"Born: Jun 25, 2000",B.weight: 49.59,Group: A,Snatch: 63,CI&Jerk: 75,Total: 138,,50kgMen,Total,403
Rank: 2,LUTAAYA Hamdan Sserwanga,UGA,"Born: Jan 07, 2002",B.weight: 50.00,Group: A,Snatch: 55,CI&Jerk: 65,Total: 120,,50kgMen,Total,403
Rank: 1,ABDELMALEK Abdelhak,ALG,"Born: Jun 30, 2000",B.weight: 55.95,Group: A,1: 75,2: 82,3: 86,Total: 86,56kgMen,Snatch,403
Rank: 2,BUKENYA Muzamir,UGA,"Born: Sep 06, 2001",B.weight: 56.00,Group: A,1: 60,2: -65,3: 65,Total: 65,56kgMen,Snatch,403
Rank: 3,SSEKITOLEKO Julius,UGA,"Born: Aug 07, 2000",B.weight: 55.40,Group: A,1: 50,2: 55,3: 60,Total: 60,56kgMen,Snatch,403
Rank: 4,KGASWANE Kgotla Alphius N,BOT,"Born: Jul 07, 2000",B.weight: 53.93,Group: A,1: -58,2: -58,3: 58,Total: 58,56kgMen,Snatch,403
Rank: 1,ABDELMALEK Abdelhak,ALG,"Born: Jun 30, 2000",B.weight: 55.95,Group: A,1: 95,2: 102,3: 108,Total: 108,56kgMen,CleanJerk,403
Rank: 2,BUKENYA Muzamir,UGA,"Born: Sep 06, 2001",B.weight: 56.00,Group: A,1: 80,2: -85,3: -85,Total: 80,56kgMen,CleanJerk,403
Rank: 3,SSEKITOLEKO Julius,UGA,"Born: Aug 07, 2000",B.weight: 55.40,Group: A,1: 70,2: 75,3: 80,Total: 80,56kgMen,CleanJerk,403
Rank: 4,KGASWANE Kgotla Alphius N,BOT,"Born: Jul 07, 2000",B.weight: 53.93,Group: A,1: 70,2: -75,3: 76,Total: 76,56kgMen,CleanJerk,403
Rank: 1,ABDELMALEK Abdelhak,ALG,"Born: Jun 30, 2000",B.weight: 55.95,Group: A,Snatch: 86,CI&Jerk: 108,Total: 194,,56kgMen,Total,403
Rank: 2,BUKENYA Muzamir,UGA,"Born: Sep 06, 2001",B.weight: 56.00,Group: A,Snatch: 65,CI&Jerk: 80,Total: 145,,56kgMen,Total,403
Rank: 3,SSEKITOLEKO Julius,UGA,"Born: Aug 07, 2000",B.weight: 55.40,Group: A,Snatch: 60,CI&Jerk: 80,Total: 140,,56kgMen,Total,403
Rank: 4,KGASWANE Kgotla Alphius N,BOT,"Born: Jul 07, 2000",B.weight: 53.93,Group: A,Snatch: 58,CI&Jerk: 76,Total: 134,,56kgMen,Total,403
Rank: 1,UMOAFIA Edidiong Joseph,NGR,"Born: Sep 24, 2002",B.weight: 61.59,Group: A,1: 95,2: 102,3: 110,Total: 110,62kgMen,Snatch,403
Rank: 2,CHEKHCHOUKH Ahmed,ALG,"Born: Feb 18, 2001",B.weight: 61.42,Group: A,1: 95,2: -101,3: -102,Total: 95,62kgMen,Snatch,403
Rank: 3,ZAHANI Toufik,ALG,"Born: Nov 22, 2000",B.weight: 61.12,Group: A,1: 87,2: 92,3: -95,Total: 92,62kgMen,Snatch,403
Rank: 4,BEN HADJ Mohamed Aziz,TUN,"Born: Jan 14, 2002",B.weight: 61.66,Group: A,1: 80,2: 86,3: 91,Total: 91,62kgMen,Snatch,403
Rank: 5,NKUUTU Lawrence,UGA,"Born: Feb 02, 2002",B.weight: 61.50,Group: A,1: 65,2: 70,3: 78,Total: 78,62kgMen,Snatch,403
Rank: 1,CHEKHCHOUKH Ahmed,ALG,"Born: Feb 18, 2001",B.weight: 61.42,Group: A,1: 120,2: -127,3: 128,Total: 128,62kgMen,CleanJerk,403
Rank: 2,UMOAFIA Edidiong Joseph,NGR,"Born: Sep 24, 2002",B.weight: 61.59,Group: A,1: 122,2: -127,3: -127,Total: 122,62kgMen,CleanJerk,403
Rank: 3,BEN HADJ Mohamed Aziz,TUN,"Born: Jan 14, 2002",B.weight: 61.66,Group: A,1: 104,2: 111,3: 115,Total: 115,62kgMen,CleanJerk,403
Rank: 4,ZAHANI Toufik,ALG,"Born: Nov 22, 2000",B.weight: 61.12,Group: A,1: 105,2: -112,3: -112,Total: 105,62kgMen,CleanJerk,403
Rank: 5,NKUUTU Lawrence,UGA,"Born: Feb 02, 2002",B.weight: 61.50,Group: A,1: 90,2: -95,3: -95,Total: 90,62kgMen,CleanJerk,403
Rank: 1,UMOAFIA Edidiong Joseph,NGR,"Born: Sep 24, 2002",B.weight: 61.59,Group: A,Snatch: 110,CI&Jerk: 122,Total: 232,,62kgMen,Total,403
Rank: 2,CHEKHCHOUKH Ahmed,ALG,"Born: Feb 18, 2001",B.weight: 61.42,Group: A,Snatch: 95,CI&Jerk: 128,Total: 223,,62kgMen,Total,403
Rank: 3,BEN HADJ Mohamed Aziz,TUN,"Born: Jan 14, 2002",B.weight: 61.66,Group: A,Snatch: 91,CI&Jerk: 115,Total: 206,,62kgMen,Total,403
