rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,POLHENGODA MOHOTTALALAGE Y. Y.B.P.,SRI,"Born: Nov 10, 1999",B.weight: 49.85,Group: A,1: 65,2: 68,3: 70,Total: 70,50kgMen,Snatch,338
Rank: 2,GAMLATH G.R.C.V.,SRI,"Born: Dec 11, 1999",B.weight: 48.92,Group: A,1: 60,2: 65,3: 69,Total: 69,50kgMen,Snatch,338
Rank: 3,CHRISTIANS Enrique Nicolai,RSA,"Born: Jan 29, 1999",B.weight: 49.50,Group: A,1: -62,2: 62,3: 66,Total: 66,50kgMen,Snatch,338
Rank: 1,CHRISTIANS Enrique Nicolai,RSA,"Born: Jan 29, 1999",B.weight: 49.50,Group: A,1: 85,2: 90,3: 93,Total: 93,50kgMen,CleanJerk,338
Rank: 2,POLHENGODA MOHOTTALALAGE Y. Y.B.P.,SRI,"Born: Nov 10, 1999",B.weight: 49.85,Group: A,1: 85,2: 89,3: 93,Total: 93,50kgMen,CleanJerk,338
Rank: 3,GAMLATH G.R.C.V.,SRI,"Born: Dec 11, 1999",B.weight: 48.92,Group: A,1: 75,2: -83,3: 83,Total: 83,50kgMen,CleanJerk,338
Rank: 1,POLHENGODA MOHOTTALALAGE Y. Y.B.P.,SRI,"Born: Nov 10, 1999",B.weight: 49.85,Group: A,Snatch: 70,CI&Jerk: 93,Total: 163,,50kgMen,Total,338
Rank: 2,CHRISTIANS Enrique Nicolai,RSA,"Born: Jan 29, 1999",B.weight: 49.50,Group: A,Snatch: 66,CI&Jerk: 93,Total: 159,,50kgMen,Total,338
Rank: 3,GAMLATH G.R.C.V.,SRI,"Born: Dec 11, 1999",B.weight: 48.92,Group: A,Snatch: 69,CI&Jerk: 83,Total: 152,,50kgMen,Total,338
Rank: 1,DERU Jimjang,IND,"Born: Oct 01, 1998",B.weight: 55.68,Group: A,1: 100,2: 104,3: 107,Total: 107,56kgMen,Snatch,338
Rank: 2,SHEULI Achinta,IND,"Born: Nov 24, 2001",B.weight: 55.40,Group: A,1: -88,2: 88,3: 92,Total: 92,56kgMen,Snatch,338
Rank: 1,DERU Jimjang,IND,"Born: Oct 01, 1998",B.weight: 55.68,Group: A,1: 135,2: -140,3: -140,Total: 135,56kgMen,CleanJerk,338
Rank: 2,SHEULI Achinta,IND,"Born: Nov 24, 2001",B.weight: 55.40,Group: A,1: 112,2: 116,3: 120,Total: 120,56kgMen,CleanJerk,338
Rank: 1,DERU Jimjang,IND,"Born: Oct 01, 1998",B.weight: 55.68,Group: A,Snatch: 107,CI&Jerk: 135,Total: 242,,56kgMen,Total,338
Rank: 2,SHEULI Achinta,IND,"Born: Nov 24, 2001",B.weight: 55.40,Group: A,Snatch: 92,CI&Jerk: 120,Total: 212,,56kgMen,Total,338
Rank: 1,DEEPAK Lather,IND,"Born: Mar 25, 2000",B.weight: 61.99,Group: A,1: -115,2: 115,3: 120,Total: 120,62kgMen,Snatch,338
Rank: 2,BELLA Mostain,BAN,"Born: Mar 04, 1999",B.weight: 61.78,Group: A,1: 90,2: -95,3: -95,Total: 90,62kgMen,Snatch,338
Rank: ---,NAVI Gulam,IND,"Born: Jun 15, 2000",B.weight: 61.64,Group: A,1: -96,2: -96,3: -96,Total: ---,62kgMen,Snatch,338
Rank: 1,DEEPAK Lather,IND,"Born: Mar 25, 2000",B.weight: 61.99,Group: A,1: 137,2: -141,3: 141,Total: 141,62kgMen,CleanJerk,338
Rank: 2,BELLA Mostain,BAN,"Born: Mar 04, 1999",B.weight: 61.78,Group: A,1: 115,2: 120,3: -124,Total: 120,62kgMen,CleanJerk,338
Rank: ---,NAVI Gulam,IND,"Born: Jun 15, 2000",B.weight: 61.64,Group: A,1: ---,2: ---,3: ---,Total: ---,62kgMen,CleanJerk,338
Rank: 1,DEEPAK Lather,IND,"Born: Mar 25, 2000",B.weight: 61.99,Group: A,Snatch: 120,CI&Jerk: 141,Total: 261,,62kgMen,Total,338
Rank: 2,BELLA Mostain,BAN,"Born: Mar 04, 1999",B.weight: 61.78,Group: A,Snatch: 90,CI&Jerk: 120,Total: 210,,62kgMen,Total,338
Rank: ---,NAVI Gulam,IND,"Born: Jun 15, 2000",B.weight: 61.64,Group: A,Snatch: ---,CI&Jerk: ---,Total: ---,,62kgMen,Total,338
Rank: 1,TAKU Lalu,IND,"Born: Dec 08, 1998",B.weight: 68.74,Group: A,1: 120,2: 125,3: -128,Total: 125,69kgMen,Snatch,338
Rank: 2,BELLEMARRE Alex,CAN,"Born: Jun 22, 1998",B.weight: 68.50,Group: A,1: 117,2: -122,3: -125,Total: 117,69kgMen,Snatch,338
Rank: 1,TAKU Lalu,IND,"Born: Dec 08, 1998",B.weight: 68.74,Group: A,1: 151,2: 157,3: -161,Total: 157,69kgMen,CleanJerk,338
Rank: 2,BELLEMARRE Alex,CAN,"Born: Jun 22, 1998",B.weight: 68.50,Group: A,1: 130,2: 140,3: -150,Total: 140,69kgMen,CleanJerk,338
Rank: 1,TAKU Lalu,IND,"Born: Dec 08, 1998",B.weight: 68.74,Group: A,Snatch: 125,CI&Jerk: 157,Total: 282,,69kgMen,Total,338
Rank: 2,BELLEMARRE Alex,CAN,"Born: Jun 22, 1998",B.weight: 68.50,Group: A,Snatch: 117,CI&Jerk: 140,Total: 257,,69kgMen,Total,338
Rank: 1,SAQIB Muhammad,PAK,"Born: Jan 05, 1999",B.weight: 74.02,Group: A,1: 92,2: 95,3: 98,Total: 98,77kgMen,Snatch,338
Rank: 2,ABEYWARNA Shenal,SRI,"Born: Aug 19, 1998",B.weight: 69.30,Group: B,1: -85,2: 85,3: 93,Total: 93,77kgMen,Snatch,338
Rank: 3,SENAVIRATHANA D.R.D.M.,SRI,"Born: Jan 21, 1998",B.weight: 75.59,Group: B,1: 75,2: 83,3: -87,Total: 83,77kgMen,Snatch,338
Rank: 1,SAQIB Muhammad,PAK,"Born: Jan 05, 1999",B.weight: 74.02,Group: A,1: 113,2: 118,3: -120,Total: 118,77kgMen,CleanJerk,338
Rank: 2,ABEYWARNA Shenal,SRI,"Born: Aug 19, 1998",B.weight: 69.30,Group: B,1: 110,2: 117,3: -122,Total: 117,77kgMen,CleanJerk,338
Rank: 3,SENAVIRATHANA D.R.D.M.,SRI,"Born: Jan 21, 1998",B.weight: 75.59,Group: B,1: 105,2: 112,3: -117,Total: 112,77kgMen,CleanJerk,338
