rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,QAQA Poama,FIJ,"Born: Mar 12, 1997",B.weight: 55.81,Group: A,1: 85,2: 92,3: -96,Total: 92,56kgMen,Snatch,324
Rank: 2,BIOLO David Nickson,SOL,"Born: Mar 03, 1998",B.weight: 54.90,Group: A,1: 70,2: 73,3: 76,Total: 76,56kgMen,Snatch,324
Rank: 3,DOGUAPE Larko,NRU,"Born: Jul 05, 2000",B.weight: 55.24,Group: A,1: 70,2: -75,3: 75,Total: 75,56kgMen,Snatch,324
Rank: 4,EGI Momoru,PNG,"Born: Mar 03, 1996",B.weight: 54.78,Group: A,1: 65,2: 70,3: -75,Total: 70,56kgMen,Snatch,324
Rank: 5,RAOBU Manuila,TUV,"Born: Sep 18, 2000",B.weight: 52.37,Group: A,1: 65,2: -70,3: -70,Total: 65,56kgMen,Snatch,324
Rank: 6,KUAABA Tibwere,KIR,"Born: Apr 11, 1999",B.weight: 55.68,Group: A,1: 60,2: -70,3: -70,Total: 60,56kgMen,Snatch,324
Rank: 1,QAQA Poama,FIJ,"Born: Mar 12, 1997",B.weight: 55.81,Group: A,1: 110,2: 115,3: 121,Total: 121,56kgMen,CleanJerk,324
Rank: 2,DOGUAPE Larko,NRU,"Born: Jul 05, 2000",B.weight: 55.24,Group: A,1: 95,2: 98,3: 100,Total: 100,56kgMen,CleanJerk,324
Rank: 3,EGI Momoru,PNG,"Born: Mar 03, 1996",B.weight: 54.78,Group: A,1: 85,2: 90,3: -95,Total: 90,56kgMen,CleanJerk,324
Rank: 4,BIOLO David Nickson,SOL,"Born: Mar 03, 1998",B.weight: 54.90,Group: A,1: 90,2: -95,3: -95,Total: 90,56kgMen,CleanJerk,324
Rank: 5,KUAABA Tibwere,KIR,"Born: Apr 11, 1999",B.weight: 55.68,Group: A,1: 80,2: 85,3: 90,Total: 90,56kgMen,CleanJerk,324
Rank: 6,RAOBU Manuila,TUV,"Born: Sep 18, 2000",B.weight: 52.37,Group: A,1: 77,2: -80,3: -80,Total: 77,56kgMen,CleanJerk,324
Rank: 1,QAQA Poama,FIJ,"Born: Mar 12, 1997",B.weight: 55.81,Group: A,Snatch: 92,CI&Jerk: 121,Total: 213,,56kgMen,Total,324
Rank: 2,DOGUAPE Larko,NRU,"Born: Jul 05, 2000",B.weight: 55.24,Group: A,Snatch: 75,CI&Jerk: 100,Total: 175,,56kgMen,Total,324
Rank: 3,BIOLO David Nickson,SOL,"Born: Mar 03, 1998",B.weight: 54.90,Group: A,Snatch: 76,CI&Jerk: 90,Total: 166,,56kgMen,Total,324
Rank: 4,EGI Momoru,PNG,"Born: Mar 03, 1996",B.weight: 54.78,Group: A,Snatch: 70,CI&Jerk: 90,Total: 160,,56kgMen,Total,324
Rank: 5,KUAABA Tibwere,KIR,"Born: Apr 11, 1999",B.weight: 55.68,Group: A,Snatch: 60,CI&Jerk: 90,Total: 150,,56kgMen,Total,324
Rank: 6,RAOBU Manuila,TUV,"Born: Sep 18, 2000",B.weight: 52.37,Group: A,Snatch: 65,CI&Jerk: 77,Total: 142,,56kgMen,Total,324
Rank: 1,KEVAU Isi Scophil,PNG,"Born: Mar 10, 1996",B.weight: 61.07,Group: A,1: 76,2: 80,3: 85,Total: 85,62kgMen,Snatch,324
Rank: 2,BETERO Takirua,KIR,"Born: Jan 10, 1999",B.weight: 59.77,Group: A,1: 75,2: 80,3: -85,Total: 80,62kgMen,Snatch,324
Rank: 3,LAPUA Munua Tuau,TUV,"Born: Dec 26, 1997",B.weight: 61.74,Group: A,1: 75,2: -80,3: -80,Total: 75,62kgMen,Snatch,324
Rank: 4,MAVARA Rarua Tolana,PNG,"Born: Mar 06, 1997",B.weight: 61.75,Group: A,1: -65,2: 65,3: 70,Total: 70,62kgMen,Snatch,324
