rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,COLONIA Nestor,PHI,"Born: Feb 16, 1992",B.weight: 55.75,Group: A,1: 110,2: 115,3: -117,Total: 115,56kgMen,Snatch,175
Rank: 2,LIM Changyoon,KOR,"Born: May 30, 1992",B.weight: 55.95,Group: A,1: 97,2: 103,3: -109,Total: 103,56kgMen,Snatch,175
Rank: 3,MATKERIMOV Ihtiyor,TKM,"Born: Apr 18, 1994",B.weight: 55.95,Group: A,1: 96,2: -102,3: -102,Total: 96,56kgMen,Snatch,175
Rank: 4,RUZIMATOV Muhammadjon,UZB,"Born: Oct 26, 1992",B.weight: 55.95,Group: A,1: -95,2: -95,3: 96,Total: 96,56kgMen,Snatch,175
Rank: 5,RAHOMAN Mizanur,BAN,"Born: Nov 03, 1992",B.weight: 55.95,Group: A,1: 90,2: -95,3: 95,Total: 95,56kgMen,Snatch,175
Rank: 6,HARA Ryota,JPN,"Born: Jan 07, 1993",B.weight: 55.75,Group: A,1: -93,2: -93,3: 93,Total: 93,56kgMen,Snatch,175
Rank: 7,TSAI Ming-Chun,TPE,"Born: Oct 01, 1993",B.weight: 54.95,Group: A,1: 87,2: 90,3: -93,Total: 90,56kgMen,Snatch,175
Rank: 8,MIRZAYEV Seyitjan,TKM,"Born: Apr 30, 1994",B.weight: 50.05,Group: A,1: 80,2: 86,3: -88,Total: 86,56kgMen,Snatch,175
Rank: 1,COLONIA Nestor,PHI,"Born: Feb 16, 1992",B.weight: 55.75,Group: A,1: 137,2: -142,3: -142,Total: 137,56kgMen,CleanJerk,175
Rank: 2,LIM Changyoon,KOR,"Born: May 30, 1992",B.weight: 55.95,Group: A,1: 125,2: -130,3: 130,Total: 130,56kgMen,CleanJerk,175
Rank: 3,MATKERIMOV Ihtiyor,TKM,"Born: Apr 18, 1994",B.weight: 55.95,Group: A,1: 125,2: 129,3: -131,Total: 129,56kgMen,CleanJerk,175
Rank: 4,RUZIMATOV Muhammadjon,UZB,"Born: Oct 26, 1992",B.weight: 55.95,Group: A,1: 123,2: 126,3: -130,Total: 126,56kgMen,CleanJerk,175
Rank: 5,HARA Ryota,JPN,"Born: Jan 07, 1993",B.weight: 55.75,Group: A,1: 120,2: -123,3: -123,Total: 120,56kgMen,CleanJerk,175
Rank: 6,TSAI Ming-Chun,TPE,"Born: Oct 01, 1993",B.weight: 54.95,Group: A,1: 111,2: -114,3: -114,Total: 111,56kgMen,CleanJerk,175
Rank: 7,RAHOMAN Mizanur,BAN,"Born: Nov 03, 1992",B.weight: 55.95,Group: A,1: -110,2: 110,3: -118,Total: 110,56kgMen,CleanJerk,175
Rank: 8,MIRZAYEV Seyitjan,TKM,"Born: Apr 30, 1994",B.weight: 50.05,Group: A,1: 98,2: 103,3: -107,Total: 103,56kgMen,CleanJerk,175
Rank: 1,COLONIA Nestor,PHI,"Born: Feb 16, 1992",B.weight: 55.75,Group: A,Snatch: 115,CI&Jerk: 137,Total: 252,,56kgMen,Total,175
Rank: 2,LIM Changyoon,KOR,"Born: May 30, 1992",B.weight: 55.95,Group: A,Snatch: 103,CI&Jerk: 130,Total: 233,,56kgMen,Total,175
Rank: 3,MATKERIMOV Ihtiyor,TKM,"Born: Apr 18, 1994",B.weight: 55.95,Group: A,Snatch: 96,CI&Jerk: 129,Total: 225,,56kgMen,Total,175
Rank: 4,RUZIMATOV Muhammadjon,UZB,"Born: Oct 26, 1992",B.weight: 55.95,Group: A,Snatch: 96,CI&Jerk: 126,Total: 222,,56kgMen,Total,175
Rank: 5,HARA Ryota,JPN,"Born: Jan 07, 1993",B.weight: 55.75,Group: A,Snatch: 93,CI&Jerk: 120,Total: 213,,56kgMen,Total,175
Rank: 6,RAHOMAN Mizanur,BAN,"Born: Nov 03, 1992",B.weight: 55.95,Group: A,Snatch: 95,CI&Jerk: 110,Total: 205,,56kgMen,Total,175
Rank: 7,TSAI Ming-Chun,TPE,"Born: Oct 01, 1993",B.weight: 54.95,Group: A,Snatch: 90,CI&Jerk: 111,Total: 201,,56kgMen,Total,175
Rank: 8,MIRZAYEV Seyitjan,TKM,"Born: Apr 30, 1994",B.weight: 50.05,Group: A,Snatch: 86,CI&Jerk: 103,Total: 189,,56kgMen,Total,175
Rank: 1,HUANG Minhao,CHN,"Born: Aug 21, 1992",B.weight: 62.00,Group: A,1: 126,2: -135,3: 135,Total: 135,62kgMen,Snatch,175
Rank: 3,CHAOWANYEN Anuwat,THA,"Born: Mar 28, 1993",B.weight: 61.30,Group: A,1: 115,2: -120,3: -122,Total: 115,62kgMen,Snatch,175
Rank: 4,YUKAR Sibi,IND,"Born: May 07, 1992",B.weight: 61.85,Group: A,1: 105,2: 110,3: 113,Total: 113,62kgMen,Snatch,175
Rank: 5,ZHAKISHOV Ulan,KGZ,"Born: Feb 22, 1994",B.weight: 61.85,Group: A,1: 110,2: -116,3: -117,Total: 110,62kgMen,Snatch,175
