rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,MINASYAN Marzpet,ARM,"Born: Mar 11, 1997",B.weight: 49.91,Group: A,1: 85,2: 90,3: - 94,Total: 90,50kgMen,Snatch,282
Rank: 2,ATANASOV Yordan Georgiev,BUL,"Born: Oct 17, 1999",B.weight: 49.76,Group: A,1: - 82,2: 82,3: 85,Total: 85,50kgMen,Snatch,282
Rank: 3,PAMPORDZHIEV Dian Angelov,BUL,"Born: Dec 14, 1999",B.weight: 49.61,Group: A,1: 78,2: 81,3: 83,Total: 83,50kgMen,Snatch,282
Rank: 4,OLESKIEWICZ Kamil Tomasz,POL,"Born: Mar 13, 1998",B.weight: 49.91,Group: A,1: 77,2: 79,3: 81,Total: 81,50kgMen,Snatch,282
Rank: 5,YIGIT Berkant,TUR,"Born: Dec 07, 1998",B.weight: 49.80,Group: A,1: 76,2: 80,3: - 82,Total: 80,50kgMen,Snatch,282
Rank: 6,KOMOROWSKI Marek,POL,"Born: Mar 23, 1999",B.weight: 49.69,Group: A,1: - 70,2: 70,3: 74,Total: 74,50kgMen,Snatch,282
Rank: 7,KOLEDA Elmars,LAT,"Born: Jun 03, 1997",B.weight: 49.72,Group: B,1: 68,2: 71,3: 73,Total: 73,50kgMen,Snatch,282
Rank: 8,CONIGLIARO Antonino,ITA,"Born: Jul 28, 1999",B.weight: 49.59,Group: B,1: 65,2: 69,3: 72,Total: 72,50kgMen,Snatch,282
Rank: 9,POHOSOV Arsen,UKR,"Born: Oct 11, 1999",B.weight: 49.41,Group: B,1: 68,2: - 71,3: 71,Total: 71,50kgMen,Snatch,282
Rank: 10,MIRON Bogdan Cosmin,ROU,"Born: Sep 03, 1999",B.weight: 49.35,Group: A,1: 70,2: - 75,3: - 75,Total: 70,50kgMen,Snatch,282
Rank: 11,MARI Edouard Victor,FRA,"Born: Sep 18, 1997",B.weight: 49.82,Group: A,1: 67,2: 70,3: - 72,Total: 70,50kgMen,Snatch,282
Rank: 12,MANNIRONI Manuel,ITA,"Born: Sep 10, 1999",B.weight: 49.32,Group: B,1: - 68,2: 68,3: - 71,Total: 68,50kgMen,Snatch,282
Rank: 13,SCHEDLER Leon,GER,"Born: Jun 01, 1998",B.weight: 48.90,Group: B,1: - 66,2: - 66,3: 66,Total: 66,50kgMen,Snatch,282
Rank: 14,KEREKES Balazs,HUN,"Born: Sep 07, 1999",B.weight: 48.45,Group: B,1: 50,2: 55,3: 60,Total: 60,50kgMen,Snatch,282
