rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,YANG Chin-Yi,TPE,"Born: May 15, 1981",B.weight: 55.33,Group: A,1: 120,2: 125,3: -130,Total: 125,56kgMen,Snatch,319
Rank: 2,LU Linbi,CHN,"Born: Aug 20, 1981",B.weight: 55.89,Group: A,1: -115,2: 115,3: -122.5,Total: 115,56kgMen,Snatch,319
Rank: 3,RODIONOV Andrey,KAZ,"Born: Mar 27, 1982",B.weight: 55.43,Group: A,1: 95,2: 97.5,3: 100,Total: 100,56kgMen,Snatch,319
Rank: 4,TRASTOGIANNOS Chronis,GRE,"Born: Jul 30, 1981",B.weight: 55.50,Group: A,1: 85,2: 90,3: -92.5,Total: 90,56kgMen,Snatch,319
Rank: 5,SINDONI Giovanni,ITA,"Born: Dec 06, 1980",B.weight: 54.03,Group: A,1: -75,2: 75,3: 80,Total: 80,56kgMen,Snatch,319
Rank: 6,LASKER Felix,ISR,"Born: Mar 19, 1984",B.weight: 54.93,Group: A,1: 75,2: 80,3: -82.5,Total: 80,56kgMen,Snatch,319
Rank: 1,LU Linbi,CHN,"Born: Aug 20, 1981",B.weight: 55.89,Group: A,1: 145,2: 152.5,3: -160,Total: 152.5,56kgMen,CleanJerk,319
Rank: 2,RODIONOV Andrey,KAZ,"Born: Mar 27, 1982",B.weight: 55.43,Group: A,1: 115,2: -120,3: -120,Total: 115,56kgMen,CleanJerk,319
Rank: 3,TRASTOGIANNOS Chronis,GRE,"Born: Jul 30, 1981",B.weight: 55.50,Group: A,1: 100,2: 105,3: -110,Total: 105,56kgMen,CleanJerk,319
Rank: 4,LASKER Felix,ISR,"Born: Mar 19, 1984",B.weight: 54.93,Group: A,1: 95,2: 100,3: -105,Total: 100,56kgMen,CleanJerk,319
Rank: 5,SINDONI Giovanni,ITA,"Born: Dec 06, 1980",B.weight: 54.03,Group: A,1: 90,2: 95,3: -100,Total: 95,56kgMen,CleanJerk,319
Rank: ---,YANG Chin-Yi,TPE,"Born: May 15, 1981",B.weight: 55.33,Group: A,1: -150,2: -150,3: -150,Total: ---,56kgMen,CleanJerk,319
Rank: 1,LU Linbi,CHN,"Born: Aug 20, 1981",B.weight: 55.89,Group: A,Snatch: 115,CI&Jerk: 152.5,Total: 267.5,,56kgMen,Total,319
Rank: 2,RODIONOV Andrey,KAZ,"Born: Mar 27, 1982",B.weight: 55.43,Group: A,Snatch: 100,CI&Jerk: 115,Total: 215,,56kgMen,Total,319
Rank: 3,TRASTOGIANNOS Chronis,GRE,"Born: Jul 30, 1981",B.weight: 55.50,Group: A,Snatch: 90,CI&Jerk: 105,Total: 195,,56kgMen,Total,319
Rank: 4,LASKER Felix,ISR,"Born: Mar 19, 1984",B.weight: 54.93,Group: A,Snatch: 80,CI&Jerk: 100,Total: 180,,56kgMen,Total,319
Rank: 5,SINDONI Giovanni,ITA,"Born: Dec 06, 1980",B.weight: 54.03,Group: A,Snatch: 80,CI&Jerk: 95,Total: 175,,56kgMen,Total,319
Rank: ---,YANG Chin-Yi,TPE,"Born: May 15, 1981",B.weight: 55.33,Group: A,Snatch: 125,CI&Jerk: ---,Total: ---,,56kgMen,Total,319
Rank: 1,SU Feixiang,CHN,"Born: Jan 08, 1980",B.weight: 61.76,Group: A,1: 130,2: -137.5,3: -137.5,Total: 130,62kgMen,Snatch,319
Rank: 2,PANJAVI Kamran,GBR,"Born: Feb 06, 1975",B.weight: 61.74,Group: A,1: 110,2: 115,3: -117.5,Total: 115,62kgMen,Snatch,319
Rank: 3,MEDRANO Toj Luis Enrique,GUA,"Born: Sep 09, 1976",B.weight: 59.71,Group: A,1: 107.5,2: -112.5,3: 112.5,Total: 112.5,62kgMen,Snatch,319
Rank: 4,DIAMANTIS Efstathios,GRE,"Born: May 26, 1984",B.weight: 61.18,Group: A,1: 90,2: 92.5,3: -95,Total: 92.5,62kgMen,Snatch,319
Rank: 5,DIONNE Daniel,CAN,"Born: Jun 17, 1979",B.weight: 61.50,Group: A,1: 85,2: 90,3: -92.5,Total: 90,62kgMen,Snatch,319
Rank: 1,SU Feixiang,CHN,"Born: Jan 08, 1980",B.weight: 61.76,Group: A,1: 155,2: 165,3: -170,Total: 165,62kgMen,CleanJerk,319
Rank: 2,MEDRANO Toj Luis Enrique,GUA,"Born: Sep 09, 1976",B.weight: 59.71,Group: A,1: 135,2: 137.5,3: -140,Total: 137.5,62kgMen,CleanJerk,319
Rank: 3,PANJAVI Kamran,GBR,"Born: Feb 06, 1975",B.weight: 61.74,Group: A,1: 130,2: -135,3: 135,Total: 135,62kgMen,CleanJerk,319
Rank: 4,DIAMANTIS Efstathios,GRE,"Born: May 26, 1984",B.weight: 61.18,Group: A,1: 115,2: -122.5,3: 122.5,Total: 122.5,62kgMen,CleanJerk,319
Rank: 5,DIONNE Daniel,CAN,"Born: Jun 17, 1979",B.weight: 61.50,Group: A,1: 115,2: -120,3: -120,Total: 115,62kgMen,CleanJerk,319
Rank: 1,SU Feixiang,CHN,"Born: Jan 08, 1980",B.weight: 61.76,Group: A,Snatch: 130,CI&Jerk: 165,Total: 295,,62kgMen,Total,319
Rank: 2,MEDRANO Toj Luis Enrique,GUA,"Born: Sep 09, 1976",B.weight: 59.71,Group: A,Snatch: 112.5,CI&Jerk: 137.5,Total: 250,,62kgMen,Total,319
Rank: 3,PANJAVI Kamran,GBR,"Born: Feb 06, 1975",B.weight: 61.74,Group: A,Snatch: 115,CI&Jerk: 135,Total: 250,,62kgMen,Total,319
Rank: 4,DIAMANTIS Efstathios,GRE,"Born: May 26, 1984",B.weight: 61.18,Group: A,Snatch: 92.5,CI&Jerk: 122.5,Total: 215,,62kgMen,Total,319
Rank: 5,DIONNE Daniel,CAN,"Born: Jun 17, 1979",B.weight: 61.50,Group: A,Snatch: 90,CI&Jerk: 115,Total: 205,,62kgMen,Total,319
Rank: 1,IDROVO SUAREZ Julio Cesar,ECU,"Born: Mar 15, 1981",B.weight: 68.66,Group: A,1: 132.5,2: 135,3: -137.5,Total: 135,69kgMen,Snatch,319
Rank: 2,ARSLAN Emrah,TUR,"Born: Oct 23, 1982",B.weight: 68.68,Group: A,1: 135,2: -140,3: -140,Total: 135,69kgMen,Snatch,319
Rank: 3,ZHOU Dongnan,CHN,"Born: Nov 19, 1983",B.weight: 68.74,Group: A,1: -135,2: 135,3: -140,Total: 135,69kgMen,Snatch,319
Rank: 4,BOMBACI Maurizio,ITA,"Born: Feb 16, 1975",B.weight: 68.26,Group: A,1: 125,2: 130,3: -132.5,Total: 130,69kgMen,Snatch,319
Rank: 5,SUYWENS Samuel,FRA,"Born: Jan 21, 1980",B.weight: 68.61,Group: A,1: -130,2: 130,3: -135,Total: 130,69kgMen,Snatch,319
Rank: 6,ADILGAZIN Daulet,KAZ,"Born: Mar 30, 1981",B.weight: 68.64,Group: A,1: 120,2: -125,3: -125,Total: 120,69kgMen,Snatch,319
Rank: 7,MORITA Yuko,JPN,"Born: Aug 27, 1981",B.weight: 67.50,Group: A,1: 115,2: -120,3: -120,Total: 115,69kgMen,Snatch,319
Rank: 8,DIVILEK Pavol,SVK,"Born: Jan 06, 1976",B.weight: 67.95,Group: A,1: 110,2: 115,3: -117.5,Total: 115,69kgMen,Snatch,319
Rank: 9,MARTINEZ Wilfredo,PUR,"Born: Apr 19, 1981",B.weight: 68.60,Group: A,1: -115,2: -115,3: 115,Total: 115,69kgMen,Snatch,319
Rank: ---,MARTIN RUBIO Manuel Dario,ESP,"Born: May 11, 1977",B.weight: 68.40,Group: A,1: -122.5,2: -122.5,3: -122.5,Total: ---,69kgMen,Snatch,319
Rank: 1,ZHOU Dongnan,CHN,"Born: Nov 19, 1983",B.weight: 68.74,Group: A,1: 167.5,2: 172.5,3: -175,Total: 172.5,69kgMen,CleanJerk,319
Rank: 2,ARSLAN Emrah,TUR,"Born: Oct 23, 1982",B.weight: 68.68,Group: A,1: -170,2: 170,3: -172.5,Total: 170,69kgMen,CleanJerk,319
