rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,HOANG Anh Tuan,VIE,"Born: Feb 12, 1985",B.weight: 55.95,Group: A,1: 118,2: -123,3: 123,Total: 123,56kgMen,Snatch,5
Rank: 2,SETIADI Jadi,INA,"Born: Feb 02, 1985",B.weight: 54.65,Group: A,1: 117,2: 122,3: -125,Total: 122,56kgMen,Snatch,5
Rank: 3,LEE Jong-hoon,KOR,"Born: Feb 19, 1986",B.weight: 55.85,Group: A,1: -116,2: 116,3: 121,Total: 121,56kgMen,Snatch,5
Rank: 4,CEN Biao,CHN,"Born: Jan 05, 1985",B.weight: 55.65,Group: A,1: 110,2: 115,3: 120,Total: 120,56kgMen,Snatch,5
Rank: 5,YANG Yu Xiang,CHN,"Born: Jan 09, 1986",B.weight: 56.00,Group: A,1: 115,2: -119,3: 119,Total: 119,56kgMen,Snatch,5
Rank: 6,BILGIN Erol,TUR,"Born: Feb 20, 1987",B.weight: 55.90,Group: A,1: 115,2: -118,3: -120,Total: 115,56kgMen,Snatch,5
Rank: 7,EL MAOUI Khalil,TUN,"Born: Sep 12, 1988",B.weight: 55.55,Group: A,1: -108,2: 108,3: -111,Total: 108,56kgMen,Snatch,5
Rank: 8,PAN-EM Tanasak,THA,"Born: Aug 19, 1985",B.weight: 55.60,Group: A,1: 102,2: 107,3: -110,Total: 107,56kgMen,Snatch,5
Rank: 9,SAMUKASHVILI Zviadi,GEO,"Born: Nov 22, 1987",B.weight: 55.65,Group: A,1: 100,2: 104,3: -107,Total: 104,56kgMen,Snatch,5
Rank: 10,MARCHAN Olivier,VEN,"Born: Apr 18, 1986",B.weight: 56.00,Group: B,1: 100,2: 103,3: 104,Total: 104,56kgMen,Snatch,5
Rank: 11,GUIRADO GARCIA Francisco Javier,ESP,"Born: Nov 24, 1985",B.weight: 55.75,Group: B,1: 100,2: -103,3: 103,Total: 103,56kgMen,Snatch,5
Rank: 12,SUKHANOV Pavel,RUS,"Born: Apr 29, 1988",B.weight: 55.75,Group: A,1: 102,2: -108,3: -108,Total: 102,56kgMen,Snatch,5
Rank: 13,CHATZIDIS Theocharis,GRE,"Born: Feb 25, 1985",B.weight: 56.00,Group: A,1: -102,2: -102,3: 102,Total: 102,56kgMen,Snatch,5
Rank: 14,MURADYAN Davit,ARM,"Born: Mar 23, 1988",B.weight: 55.85,Group: B,1: - 97,2: 97,3: 101,Total: 101,56kgMen,Snatch,5
Rank: 15,SIRGHI Oleg,MDA,"Born: Jul 09, 1987",B.weight: 55.85,Group: A,1: 97,2: -101,3: 101,Total: 101,56kgMen,Snatch,5
Rank: 16,FUENTES John,VEN,"Born: May 07, 1985",B.weight: 55.50,Group: B,1: -100,2: 100,3: -103,Total: 100,56kgMen,Snatch,5
Rank: 17,BAL Sukru,TUR,"Born: Aug 19, 1987",B.weight: 55.85,Group: B,1: 95,2: 100,3: -104,Total: 100,56kgMen,Snatch,5
Rank: 18,KOCHI Satoshi,JPN,"Born: Dec 23, 1986",B.weight: 55.95,Group: B,1: 95,2: 100,3: -103,Total: 100,56kgMen,Snatch,5
Rank: 19,YAMAUCHI Bryce,USA,"Born: Mar 26, 1985",B.weight: 55.85,Group: B,1: 92,2: - 98,3: 98,Total: 98,56kgMen,Snatch,5
Rank: 20,SANDOVAL Jose,MEX,"Born: Jul 12, 1985",B.weight: 54.95,Group: B,1: 85,2: - 90,3: 90,Total: 90,56kgMen,Snatch,5
Rank: 21,PEC Tunche Wellinton,GUA,"Born: Dec 01, 1987",B.weight: 55.00,Group: B,1: 85,2: 90,3: - 95,Total: 90,56kgMen,Snatch,5
Rank: 22,BUSTAMANTE Yetzari,CHI,"Born: Dec 03, 1987",B.weight: 55.75,Group: B,1: 85,2: - 90,3: 90,Total: 90,56kgMen,Snatch,5
Rank: 23,CHATELAIN Adrian,CAN,"Born: Jun 02, 1988",B.weight: 55.90,Group: B,1: - 75,2: 75,3: 80,Total: 80,56kgMen,Snatch,5
Rank: 1,CEN Biao,CHN,"Born: Jan 05, 1985",B.weight: 55.65,Group: A,1: 150,2: 156,3: -160,Total: 156,56kgMen,CleanJerk,5
Rank: 2,HOANG Anh Tuan,VIE,"Born: Feb 12, 1985",B.weight: 55.95,Group: A,1: 145,2: -150,3: 153,Total: 153,56kgMen,CleanJerk,5
Rank: 3,LEE Jong-hoon,KOR,"Born: Feb 19, 1986",B.weight: 55.85,Group: A,1: 145,2: -150,3: 151,Total: 151,56kgMen,CleanJerk,5
Rank: 4,SETIADI Jadi,INA,"Born: Feb 02, 1985",B.weight: 54.65,Group: A,1: 147,2: -152,3: -152,Total: 147,56kgMen,CleanJerk,5
Rank: 5,YANG Yu Xiang,CHN,"Born: Jan 09, 1986",B.weight: 56.00,Group: A,1: -142,2: 142,3: -148,Total: 142,56kgMen,CleanJerk,5
Rank: 6,PAN-EM Tanasak,THA,"Born: Aug 19, 1985",B.weight: 55.60,Group: A,1: 132,2: -137,3: 137,Total: 137,56kgMen,CleanJerk,5
Rank: 7,SIRGHI Oleg,MDA,"Born: Jul 09, 1987",B.weight: 55.85,Group: A,1: 127,2: 132,3: 137,Total: 137,56kgMen,CleanJerk,5
Rank: 8,SAMUKASHVILI Zviadi,GEO,"Born: Nov 22, 1987",B.weight: 55.65,Group: A,1: -132,2: 132,3: 136,Total: 136,56kgMen,CleanJerk,5
Rank: 9,BILGIN Erol,TUR,"Born: Feb 20, 1987",B.weight: 55.90,Group: A,1: -135,2: -135,3: 135,Total: 135,56kgMen,CleanJerk,5
Rank: 10,SUKHANOV Pavel,RUS,"Born: Apr 29, 1988",B.weight: 55.75,Group: A,1: -130,2: 131,3: -136,Total: 131,56kgMen,CleanJerk,5
Rank: 11,FUENTES John,VEN,"Born: May 07, 1985",B.weight: 55.50,Group: B,1: 125,2: 128,3: 130,Total: 130,56kgMen,CleanJerk,5
Rank: 12,MURADYAN Davit,ARM,"Born: Mar 23, 1988",B.weight: 55.85,Group: B,1: 120,2: 126,3: 128,Total: 128,56kgMen,CleanJerk,5
Rank: 13,EL MAOUI Khalil,TUN,"Born: Sep 12, 1988",B.weight: 55.55,Group: A,1: 120,2: 126,3: -131,Total: 126,56kgMen,CleanJerk,5
Rank: 14,CHATZIDIS Theocharis,GRE,"Born: Feb 25, 1985",B.weight: 56.00,Group: A,1: -125,2: -125,3: 126,Total: 126,56kgMen,CleanJerk,5
Rank: 15,KOCHI Satoshi,JPN,"Born: Dec 23, 1986",B.weight: 55.95,Group: B,1: 120,2: 125,3: -128,Total: 125,56kgMen,CleanJerk,5
Rank: 16,MARCHAN Olivier,VEN,"Born: Apr 18, 1986",B.weight: 56.00,Group: B,1: 123,2: -126,3: -126,Total: 123,56kgMen,CleanJerk,5
Rank: 17,BUSTAMANTE Yetzari,CHI,"Born: Dec 03, 1987",B.weight: 55.75,Group: B,1: 115,2: 117,3: 120,Total: 120,56kgMen,CleanJerk,5
Rank: 18,BAL Sukru,TUR,"Born: Aug 19, 1987",B.weight: 55.85,Group: B,1: 120,2: -127,3: -127,Total: 120,56kgMen,CleanJerk,5
Rank: 19,YAMAUCHI Bryce,USA,"Born: Mar 26, 1985",B.weight: 55.85,Group: B,1: -112,2: 112,3: 120,Total: 120,56kgMen,CleanJerk,5
Rank: 20,PEC Tunche Wellinton,GUA,"Born: Dec 01, 1987",B.weight: 55.00,Group: B,1: 117,2: -122,3: -122,Total: 117,56kgMen,CleanJerk,5
Rank: 21,SANDOVAL Jose,MEX,"Born: Jul 12, 1985",B.weight: 54.95,Group: B,1: 105,2: -110,3: 110,Total: 110,56kgMen,CleanJerk,5
Rank: 22,CHATELAIN Adrian,CAN,"Born: Jun 02, 1988",B.weight: 55.90,Group: B,1: 93,2: - 98,3: 98,Total: 98,56kgMen,CleanJerk,5
Rank: ---,GUIRADO GARCIA Francisco Javier,ESP,"Born: Nov 24, 1985",B.weight: 55.75,Group: B,1: -115,2: -115,3: -115,Total: ---,56kgMen,CleanJerk,5
Rank: 1,CEN Biao,CHN,"Born: Jan 05, 1985",B.weight: 55.65,Group: A,Snatch: 120,CI&Jerk: 156,Total: 276.0,,56kgMen,Total,5
Rank: 2,HOANG Anh Tuan,VIE,"Born: Feb 12, 1985",B.weight: 55.95,Group: A,Snatch: 123,CI&Jerk: 153,Total: 276.0,,56kgMen,Total,5
Rank: 3,LEE Jong-hoon,KOR,"Born: Feb 19, 1986",B.weight: 55.85,Group: A,Snatch: 121,CI&Jerk: 151,Total: 272.0,,56kgMen,Total,5
Rank: 4,SETIADI Jadi,INA,"Born: Feb 02, 1985",B.weight: 54.65,Group: A,Snatch: 122,CI&Jerk: 147,Total: 269.0,,56kgMen,Total,5
Rank: 5,YANG Yu Xiang,CHN,"Born: Jan 09, 1986",B.weight: 56.00,Group: A,Snatch: 119,CI&Jerk: 142,Total: 261.0,,56kgMen,Total,5
Rank: 6,BILGIN Erol,TUR,"Born: Feb 20, 1987",B.weight: 55.90,Group: A,Snatch: 115,CI&Jerk: 135,Total: 250.0,,56kgMen,Total,5
Rank: 7,PAN-EM Tanasak,THA,"Born: Aug 19, 1985",B.weight: 55.60,Group: A,Snatch: 107,CI&Jerk: 137,Total: 244.0,,56kgMen,Total,5
Rank: 8,SAMUKASHVILI Zviadi,GEO,"Born: Nov 22, 1987",B.weight: 55.65,Group: A,Snatch: 104,CI&Jerk: 136,Total: 240.0,,56kgMen,Total,5
Rank: 9,SIRGHI Oleg,MDA,"Born: Jul 09, 1987",B.weight: 55.85,Group: A,Snatch: 101,CI&Jerk: 137,Total: 238.0,,56kgMen,Total,5
Rank: 10,EL MAOUI Khalil,TUN,"Born: Sep 12, 1988",B.weight: 55.55,Group: A,Snatch: 108,CI&Jerk: 126,Total: 234.0,,56kgMen,Total,5
Rank: 11,SUKHANOV Pavel,RUS,"Born: Apr 29, 1988",B.weight: 55.75,Group: A,Snatch: 102,CI&Jerk: 131,Total: 233.0,,56kgMen,Total,5
Rank: 12,FUENTES John,VEN,"Born: May 07, 1985",B.weight: 55.50,Group: B,Snatch: 100,CI&Jerk: 130,Total: 230.0,,56kgMen,Total,5
Rank: 13,MURADYAN Davit,ARM,"Born: Mar 23, 1988",B.weight: 55.85,Group: B,Snatch: 101,CI&Jerk: 128,Total: 229.0,,56kgMen,Total,5
Rank: 14,CHATZIDIS Theocharis,GRE,"Born: Feb 25, 1985",B.weight: 56.00,Group: A,Snatch: 102,CI&Jerk: 126,Total: 228.0,,56kgMen,Total,5
Rank: 15,MARCHAN Olivier,VEN,"Born: Apr 18, 1986",B.weight: 56.00,Group: B,Snatch: 104,CI&Jerk: 123,Total: 227.0,,56kgMen,Total,5
Rank: 16,KOCHI Satoshi,JPN,"Born: Dec 23, 1986",B.weight: 55.95,Group: B,Snatch: 100,CI&Jerk: 125,Total: 225.0,,56kgMen,Total,5
Rank: 17,BAL Sukru,TUR,"Born: Aug 19, 1987",B.weight: 55.85,Group: B,Snatch: 100,CI&Jerk: 120,Total: 220.0,,56kgMen,Total,5
Rank: 18,YAMAUCHI Bryce,USA,"Born: Mar 26, 1985",B.weight: 55.85,Group: B,Snatch: 98,CI&Jerk: 120,Total: 218.0,,56kgMen,Total,5
Rank: 19,BUSTAMANTE Yetzari,CHI,"Born: Dec 03, 1987",B.weight: 55.75,Group: B,Snatch: 90,CI&Jerk: 120,Total: 210.0,,56kgMen,Total,5
Rank: 20,PEC Tunche Wellinton,GUA,"Born: Dec 01, 1987",B.weight: 55.00,Group: B,Snatch: 90,CI&Jerk: 117,Total: 207.0,,56kgMen,Total,5
Rank: 21,SANDOVAL Jose,MEX,"Born: Jul 12, 1985",B.weight: 54.95,Group: B,Snatch: 90,CI&Jerk: 110,Total: 200.0,,56kgMen,Total,5
Rank: 22,CHATELAIN Adrian,CAN,"Born: Jun 02, 1988",B.weight: 55.90,Group: B,Snatch: 80,CI&Jerk: 98,Total: 178.0,,56kgMen,Total,5
Rank: ---,GUIRADO GARCIA Francisco Javier,ESP,"Born: Nov 24, 1985",B.weight: 55.75,Group: B,Snatch: 103,CI&Jerk: ---,Total: ---,,56kgMen,Total,5
Rank: 1,JIN Jiangtao,CHN,"Born: May 15, 1987",B.weight: 61.50,Group: A,1: -128,2: -128,3: 128,Total: 128,62kgMen,Snatch,5
Rank: 2,VELICIU Ioan Forin,ROU,"Born: Aug 25, 1985",B.weight: 61.50,Group: A,1: 115,2: 120,3: 123,Total: 123,62kgMen,Snatch,5
Rank: 3,DUDOGLO Alexandru,MDA,"Born: Mar 20, 1989",B.weight: 61.60,Group: B,1: 117,2: 122,3: -126,Total: 122,62kgMen,Snatch,5
Rank: 4,TRASHA Gert,ALB,"Born: Jan 31, 1988",B.weight: 61.30,Group: A,1: -115,2: 115,3: 120,Total: 120,62kgMen,Snatch,5
Rank: 5,SANCHEZ RIVERO Raul Alexander,VEN,"Born: Sep 29, 1986",B.weight: 61.50,Group: A,1: 115,2: 120,3: -124,Total: 120,62kgMen,Snatch,5
Rank: 6,IBRAHIM Mohamed,EGY,"Born: Jul 18, 1987",B.weight: 61.70,Group: A,1: 116,2: 120,3: -122,Total: 120,62kgMen,Snatch,5
Rank: 7,SEO Ho-Cheol,KOR,"Born: Jan 23, 1986",B.weight: 61.70,Group: A,1: -120,2: 120,3: -124,Total: 120,62kgMen,Snatch,5
Rank: 8,KAKOYAN Gevorg,ARM,"Born: Sep 12, 1985",B.weight: 61.75,Group: A,1: 116,2: -121,3: -121,Total: 116,62kgMen,Snatch,5
Rank: 9,UECHI Katsuhiko,JPN,"Born: Jan 18, 1986",B.weight: 61.75,Group: A,1: 110,2: -115,3: 115,Total: 115,62kgMen,Snatch,5
Rank: 10,JOHNSON Derrick Rshone,USA,"Born: Jan 06, 1985",B.weight: 61.55,Group: B,1: 111,2: -116,3: -116,Total: 111,62kgMen,Snatch,5
Rank: 11,JOHNSON Phillip Jacob,USA,"Born: Feb 19, 1988",B.weight: 61.75,Group: B,1: 106,2: -111,3: 111,Total: 111,62kgMen,Snatch,5
Rank: 12,KYRILLIDIS Dimitrios,GRE,"Born: Mar 21, 1985",B.weight: 61.75,Group: A,1: -110,2: 110,3: -116,Total: 110,62kgMen,Snatch,5
Rank: 13,AGILLI Ekrem,TUR,"Born: Aug 20, 1987",B.weight: 61.85,Group: B,1: -110,2: -110,3: 110,Total: 110,62kgMen,Snatch,5
Rank: 14,LUNA-GRENIER Francis,CAN,"Born: May 24, 1987",B.weight: 61.90,Group: B,1: 105,2: 110,3: -113,Total: 110,62kgMen,Snatch,5
Rank: 15,TOLOSA Aaron,MEX,"Born: Apr 22, 1986",B.weight: 61.45,Group: B,1: 100,2: 105,3: -108,Total: 105,62kgMen,Snatch,5
Rank: 1,SEO Ho-Cheol,KOR,"Born: Jan 23, 1986",B.weight: 61.70,Group: A,1: 150,2: 157,3: -159,Total: 157,62kgMen,CleanJerk,5
Rank: 2,UECHI Katsuhiko,JPN,"Born: Jan 18, 1986",B.weight: 61.75,Group: A,1: 150,2: -157,3: 157,Total: 157,62kgMen,CleanJerk,5
Rank: 3,JIN Jiangtao,CHN,"Born: May 15, 1987",B.weight: 61.50,Group: A,1: -147,2: 147,3: 150,Total: 150,62kgMen,CleanJerk,5
Rank: 4,VELICIU Ioan Forin,ROU,"Born: Aug 25, 1985",B.weight: 61.50,Group: A,1: 135,2: 145,3: 148,Total: 148,62kgMen,CleanJerk,5
Rank: 5,SANCHEZ RIVERO Raul Alexander,VEN,"Born: Sep 29, 1986",B.weight: 61.50,Group: A,1: 143,2: -146,3: -146,Total: 143,62kgMen,CleanJerk,5
Rank: 6,IBRAHIM Mohamed,EGY,"Born: Jul 18, 1987",B.weight: 61.70,Group: A,1: -141,2: 143,3: -146,Total: 143,62kgMen,CleanJerk,5
Rank: 7,DUDOGLO Alexandru,MDA,"Born: Mar 20, 1989",B.weight: 61.60,Group: B,1: -138,2: 138,3: 142,Total: 142,62kgMen,CleanJerk,5
Rank: 8,KAKOYAN Gevorg,ARM,"Born: Sep 12, 1985",B.weight: 61.75,Group: A,1: 141,2: -149,3: -149,Total: 141,62kgMen,CleanJerk,5
Rank: 9,TRASHA Gert,ALB,"Born: Jan 31, 1988",B.weight: 61.30,Group: A,1: -140,2: 140,3: -145,Total: 140,62kgMen,CleanJerk,5
