rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: ---,AL-HUBAIL Sadiq Ali,KSA,"Born: Sep 30, 1991",B.weight: 54.80,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 100,56kgMen,Snatch,66
Rank: ---,ALRUJAIB Mohammed,KUW,"Born: Jan 01, 1991",B.weight: 56.00,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 78,56kgMen,Snatch,66
Rank: ---,ALTAMIMI Turki,OMA,"Born: Mar 02, 1990",B.weight: 55.80,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 77,56kgMen,Snatch,66
Rank: ---,SABT Soud,QAT,"Born: Jun 27, 1993",B.weight: 50.60,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 50,56kgMen,Snatch,66
Rank: ---,AL-HUBAIL Sadiq Ali,KSA,"Born: Sep 30, 1991",B.weight: 54.80,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 110,56kgMen,CleanJerk,66
Rank: ---,ALRUJAIB Mohammed,KUW,"Born: Jan 01, 1991",B.weight: 56.00,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 105,56kgMen,CleanJerk,66
Rank: ---,ALTAMIMI Turki,OMA,"Born: Mar 02, 1990",B.weight: 55.80,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 97,56kgMen,CleanJerk,66
Rank: ---,SABT Soud,QAT,"Born: Jun 27, 1993",B.weight: 50.60,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 70,56kgMen,CleanJerk,66
Rank: 1,AL-HUBAIL Sadiq Ali,KSA,"Born: Sep 30, 1991",B.weight: 54.80,Group: A,Snatch: 100,CI&Jerk: 110,Total: 210,,56kgMen,Total,66
Rank: 2,ALRUJAIB Mohammed,KUW,"Born: Jan 01, 1991",B.weight: 56.00,Group: A,Snatch: 78,CI&Jerk: 105,Total: 183,,56kgMen,Total,66
Rank: 3,ALTAMIMI Turki,OMA,"Born: Mar 02, 1990",B.weight: 55.80,Group: A,Snatch: 77,CI&Jerk: 97,Total: 174,,56kgMen,Total,66
Rank: 4,SABT Soud,QAT,"Born: Jun 27, 1993",B.weight: 50.60,Group: A,Snatch: 50,CI&Jerk: 70,Total: 120,,56kgMen,Total,66
Rank: ---,RUSTOM Ahmad Hassan,UAE,"Born: Jan 01, 1990",B.weight: 60.70,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 60,62kgMen,Snatch,66
Rank: ---,ALI Hasan Abdulla,BRN,"Born: Jan 01, 1990",B.weight: 61.00,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 75,62kgMen,Snatch,66
Rank: ---,MAHER Jassim,UAE,"Born: Apr 09, 1991",B.weight: 59.70,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 76,62kgMen,Snatch,66
Rank: ---,ALMUTAIRI Bedah,KUW,"Born: Jan 01, 1992",B.weight: 61.40,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 85,62kgMen,Snatch,66
Rank: ---,AL-SAWLAN Idris Hussain,KSA,"Born: Oct 01, 1991",B.weight: 61.30,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 100,62kgMen,Snatch,66
Rank: ---,AL ISMAILI Ahmed,OMA,"Born: Dec 26, 1989",B.weight: 61.50,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 96,62kgMen,Snatch,66
Rank: ---,RUSTOM Ahmad Hassan,UAE,"Born: Jan 01, 1990",B.weight: 60.70,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 67,62kgMen,CleanJerk,66
Rank: ---,ALI Hasan Abdulla,BRN,"Born: Jan 01, 1990",B.weight: 61.00,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 85,62kgMen,CleanJerk,66
Rank: ---,MAHER Jassim,UAE,"Born: Apr 09, 1991",B.weight: 59.70,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 88,62kgMen,CleanJerk,66
Rank: ---,ALMUTAIRI Bedah,KUW,"Born: Jan 01, 1992",B.weight: 61.40,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 113,62kgMen,CleanJerk,66
Rank: ---,AL-SAWLAN Idris Hussain,KSA,"Born: Oct 01, 1991",B.weight: 61.30,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 112,62kgMen,CleanJerk,66
Rank: ---,AL ISMAILI Ahmed,OMA,"Born: Dec 26, 1989",B.weight: 61.50,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 120,62kgMen,CleanJerk,66
Rank: 1,AL ISMAILI Ahmed,OMA,"Born: Dec 26, 1989",B.weight: 61.50,Group: A,Snatch: 96,CI&Jerk: 120,Total: 216,,62kgMen,Total,66
Rank: 2,AL-SAWLAN Idris Hussain,KSA,"Born: Oct 01, 1991",B.weight: 61.30,Group: A,Snatch: 100,CI&Jerk: 112,Total: 212,,62kgMen,Total,66
Rank: 3,ALMUTAIRI Bedah,KUW,"Born: Jan 01, 1992",B.weight: 61.40,Group: A,Snatch: 85,CI&Jerk: 113,Total: 198,,62kgMen,Total,66
Rank: 4,MAHER Jassim,UAE,"Born: Apr 09, 1991",B.weight: 59.70,Group: A,Snatch: 76,CI&Jerk: 88,Total: 164,,62kgMen,Total,66
