rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,BERNA GONZALEZ Carlos Andres,COL,"Born: Jan 21, 1990",B.weight: 55.80,Group: A,1: 105,2: 109,3: 111,Total: 111,56kgMen,Snatch,76
Rank: 2,GIL GALBAN Adiel,CUB,"Born: Mar 07, 1990",B.weight: 55.80,Group: A,1: 100,2: 106,3: 110,Total: 110,56kgMen,Snatch,76
Rank: 3,MOSQUERA VALENCIA Francisco Antonio,COL,"Born: Apr 01, 1992",B.weight: 55.80,Group: A,1: 102,2: -106,3: 106,Total: 106,56kgMen,Snatch,76
Rank: 4,DZUL CUY Jose Alfredo,MEX,"Born: Sep 17, 1992",B.weight: 54.00,Group: A,1: -90,2: 90,3: 94,Total: 94,56kgMen,Snatch,76
Rank: 5,ROCAFUERTE BUENAIRE Enmanuel Enrique,ECU,"Born: Aug 17, 1992",B.weight: 54.40,Group: A,1: 87,2: 90,3: 94,Total: 94,56kgMen,Snatch,76
Rank: 1,GIL GALBAN Adiel,CUB,"Born: Mar 07, 1990",B.weight: 55.80,Group: A,1: 136,2: 141,3: 146,Total: 146,56kgMen,CleanJerk,76
Rank: 2,BERNA GONZALEZ Carlos Andres,COL,"Born: Jan 21, 1990",B.weight: 55.80,Group: A,1: 140,2: 145,3: -147,Total: 145,56kgMen,CleanJerk,76
Rank: 3,MOSQUERA VALENCIA Francisco Antonio,COL,"Born: Apr 01, 1992",B.weight: 55.80,Group: A,1: 132,2: 136,3: -139,Total: 136,56kgMen,CleanJerk,76
Rank: 4,ROCAFUERTE BUENAIRE Enmanuel Enrique,ECU,"Born: Aug 17, 1992",B.weight: 54.40,Group: A,1: 118,2: 122,3: -125,Total: 122,56kgMen,CleanJerk,76
Rank: 5,DZUL CUY Jose Alfredo,MEX,"Born: Sep 17, 1992",B.weight: 54.00,Group: A,1: -117,2: 117,3: 121,Total: 121,56kgMen,CleanJerk,76
Rank: 1,BERNA GONZALEZ Carlos Andres,COL,"Born: Jan 21, 1990",B.weight: 55.80,Group: A,Snatch: 111,CI&Jerk: 145,Total: 256,,56kgMen,Total,76
Rank: 2,GIL GALBAN Adiel,CUB,"Born: Mar 07, 1990",B.weight: 55.80,Group: A,Snatch: 110,CI&Jerk: 146,Total: 256,,56kgMen,Total,76
Rank: 3,MOSQUERA VALENCIA Francisco Antonio,COL,"Born: Apr 01, 1992",B.weight: 55.80,Group: A,Snatch: 106,CI&Jerk: 136,Total: 242,,56kgMen,Total,76
Rank: 4,ROCAFUERTE BUENAIRE Enmanuel Enrique,ECU,"Born: Aug 17, 1992",B.weight: 54.40,Group: A,Snatch: 94,CI&Jerk: 122,Total: 216,,56kgMen,Total,76
Rank: 5,DZUL CUY Jose Alfredo,MEX,"Born: Sep 17, 1992",B.weight: 54.00,Group: A,Snatch: 94,CI&Jerk: 121,Total: 215,,56kgMen,Total,76
Rank: 1,HERNANDEZ Gerzon,COL,"Born: Jun 03, 1992",B.weight: 60.60,Group: A,1: 110,2: -115,3: 115,Total: 115,62kgMen,Snatch,76
