rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,KRAYDI Faouzi,TUN,"Born: Apr 06, 1997",B.weight: 54.79,Group: A,1: 80,2: 85,3: 90,Total: 90,56kgMen,Snatch,268
Rank: 1,KRAYDI Faouzi,TUN,"Born: Apr 06, 1997",B.weight: 54.79,Group: A,1: 100,2: 105,3: -110,Total: 105,56kgMen,CleanJerk,268
Rank: 1,KRAYDI Faouzi,TUN,"Born: Apr 06, 1997",B.weight: 54.79,Group: A,Snatch: 90,CI&Jerk: 105,Total: 195,,56kgMen,Total,268
Rank: 1,OUERTANI Marouan,TUN,"Born: Apr 28, 1995",B.weight: 61.07,Group: A,1: 95,2: 103,3: 110,Total: 110,62kgMen,Snatch,268
Rank: 1,OUERTANI Marouan,TUN,"Born: Apr 28, 1995",B.weight: 61.07,Group: A,1: 130,2: 135,3: -140,Total: 135,62kgMen,CleanJerk,268
Rank: 1,OUERTANI Marouan,TUN,"Born: Apr 28, 1995",B.weight: 61.07,Group: A,Snatch: 110,CI&Jerk: 135,Total: 245,,62kgMen,Total,268
Rank: 1,SANCHEZ LOPEZ David,ESP,"Born: Jul 20, 1994",B.weight: 67.76,Group: A,1: 105,2: 110,3: 113,Total: 113,69kgMen,Snatch,268
Rank: 2,SOFTA Fatih,TUR,"Born: May 14, 1986",B.weight: 65.35,Group: A,1: 105,2: -108,3: -108,Total: 105,69kgMen,Snatch,268
Rank: 3,DRUSKIC Benjamin,BIH,"Born: Nov 08, 1992",B.weight: 68.21,Group: A,1: 95,2: -100,3: -100,Total: 95,69kgMen,Snatch,268
Rank: 4,TOCCACELI Rossano,SMR,"Born: Feb 15, 1977",B.weight: 65.30,Group: A,1: 65,2: -70,3: -70,Total: 65,69kgMen,Snatch,268
Rank: DSQ,KHEZEIQ Adham S A,PLE,"Born: Mar 03, 1993",B.weight: 64.45,Group: A,1: 80,2: 87,3: -95,Total: ---,69kgMen,Snatch,268
Rank: 1,SANCHEZ LOPEZ David,ESP,"Born: Jul 20, 1994",B.weight: 67.76,Group: A,1: 135,2: 140,3: -143,Total: 140,69kgMen,CleanJerk,268
Rank: 2,SOFTA Fatih,TUR,"Born: May 14, 1986",B.weight: 65.35,Group: A,1: 125,2: -130,3: 130,Total: 130,69kgMen,CleanJerk,268
Rank: 3,DRUSKIC Benjamin,BIH,"Born: Nov 08, 1992",B.weight: 68.21,Group: A,1: 115,2: -120,3: -120,Total: 115,69kgMen,CleanJerk,268
Rank: 4,TOCCACELI Rossano,SMR,"Born: Feb 15, 1977",B.weight: 65.30,Group: A,1: 85,2: 90,3: -95,Total: 90,69kgMen,CleanJerk,268
Rank: DSQ,KHEZEIQ Adham S A,PLE,"Born: Mar 03, 1993",B.weight: 64.45,Group: A,1: 105,2: -112,3: 114,Total: ---,69kgMen,CleanJerk,268
Rank: 1,SANCHEZ LOPEZ David,ESP,"Born: Jul 20, 1994",B.weight: 67.76,Group: A,Snatch: 113,CI&Jerk: 140,Total: 253,,69kgMen,Total,268
