rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,SHADRACK Walter,SOL,"Born: Oct 06, 2000",B.weight: 54.75,Group: A,1: 80,2: - 85,3: - 85,Total: 80,55kgMen,Snatch,465
Rank: 2,NAUARI Gahuna Ian,PNG,"Born: Aug 05, 2002",B.weight: 54.65,Group: A,1: - 80,2: 80,3: - 85,Total: 80,55kgMen,Snatch,465
Rank: 3,RIKLON Mike Enricel,MHL,"Born: Nov 11, 2000",B.weight: 50.30,Group: A,1: - 68,2: 72,3: 75,Total: 75,55kgMen,Snatch,465
Rank: ---,ERATI Kaimauri,KIR,"Born: Jun 13, 2004",B.weight: 53.80,Group: A,1: - 60,2: - 60,3: - 60,Total: ---,55kgMen,Snatch,465
Rank: 1,NAUARI Gahuna Ian,PNG,"Born: Aug 05, 2002",B.weight: 54.65,Group: A,1: -101,2: 101,3: 108,Total: 108,55kgMen,CleanJerk,465
Rank: 2,SHADRACK Walter,SOL,"Born: Oct 06, 2000",B.weight: 54.75,Group: A,1: 100,2: 105,3: -109,Total: 105,55kgMen,CleanJerk,465
Rank: 3,RIKLON Mike Enricel,MHL,"Born: Nov 11, 2000",B.weight: 50.30,Group: A,1: - 90,2: 93,3: -100,Total: 93,55kgMen,CleanJerk,465
Rank: 4,ERATI Kaimauri,KIR,"Born: Jun 13, 2004",B.weight: 53.80,Group: A,1: 70,2: 75,3: - 83,Total: 75,55kgMen,CleanJerk,465
Rank: 1,NAUARI Gahuna Ian,PNG,"Born: Aug 05, 2002",B.weight: 54.65,Group: A,Snatch: 80,CI&Jerk: 108,Total: 188,,55kgMen,Total,465
Rank: 2,SHADRACK Walter,SOL,"Born: Oct 06, 2000",B.weight: 54.75,Group: A,Snatch: 80,CI&Jerk: 105,Total: 185,,55kgMen,Total,465
Rank: 3,RIKLON Mike Enricel,MHL,"Born: Nov 11, 2000",B.weight: 50.30,Group: A,Snatch: 75,CI&Jerk: 93,Total: 168,,55kgMen,Total,465
Rank: ---,ERATI Kaimauri,KIR,"Born: Jun 13, 2004",B.weight: 53.80,Group: A,Snatch: ---,CI&Jerk: 75,Total: ---,,55kgMen,Total,465
Rank: 1,TAFI John Lautafi,SAM,"Born: Mar 10, 2002",B.weight: 60.55,Group: A,1: 85,2: 90,3: 95,Total: 95,61kgMen,Snatch,465
Rank: 2,IETE Tatake,KIR,"Born: Sep 11, 2000",B.weight: 59.50,Group: A,1: 75,2: 80,3: 85,Total: 85,61kgMen,Snatch,465
Rank: 3,UDU Heni Ju.,PNG,"Born: Sep 21, 2002",B.weight: 60.45,Group: A,1: 68,2: 73,3: 76,Total: 76,61kgMen,Snatch,465
Rank: 4,TEYSSIER Kilian Ananke,NCL,"Born: Oct 11, 2001",B.weight: 59.90,Group: A,1: 67,2: 70,3: 74,Total: 74,61kgMen,Snatch,465
