rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,SANKET MAHADEV Sargar,IND,"Born: Oct 16, 2000",B.weight: 54.60,Group: A,1: 107,2: 111,3: 113,Total: 113,55kgMen,Snatch,527
Rank: 2,BIN KASDAN Mohamad Aniq,MAS,"Born: Jun 16, 2002",B.weight: 54.70,Group: A,1: 103,2: 107,3: -112,Total: 107,55kgMen,Snatch,527
Rank: 3,YODAGE Dilanka Isuru Kumara,SRI,"Born: Apr 21, 1996",B.weight: 54.90,Group: B,1: 105,2: -110,3: -110,Total: 105,55kgMen,Snatch,527
Rank: 4,NIYOYITA Davis,UGA,"Born: Jan 01, 2004",B.weight: 54.60,Group: B,1: 90,2: 95,3: -100,Total: 95,55kgMen,Snatch,527
Rank: 5,OCHOMA Benjamin Osiemo,KEN,"Born: Oct 18, 1999",B.weight: 54.10,Group: B,1: 55,2: - 60,3: - 60,Total: 55,55kgMen,Snatch,527
Rank: 1,BIN KASDAN Mohamad Aniq,MAS,"Born: Jun 16, 2002",B.weight: 54.70,Group: A,1: 135,2: -140,3: 142,Total: 142,55kgMen,CleanJerk,527
Rank: 2,NIYOYITA Davis,UGA,"Born: Jan 01, 2004",B.weight: 54.60,Group: B,1: 120,2: -125,3: 125,Total: 125,55kgMen,CleanJerk,527
Rank: 3,OCHOMA Benjamin Osiemo,KEN,"Born: Oct 18, 1999",B.weight: 54.10,Group: B,1: 75,2: 80,3: - 85,Total: 80,55kgMen,CleanJerk,527
Rank: ---,SANKET MAHADEV Sargar,IND,"Born: Oct 16, 2000",B.weight: 54.60,Group: A,1: -139,2: -139,3: -140,Total: ---,55kgMen,CleanJerk,527
Rank: ---,YODAGE Dilanka Isuru Kumara,SRI,"Born: Apr 21, 1996",B.weight: 54.90,Group: B,1: -135,2: -135,3: -135,Total: ---,55kgMen,CleanJerk,527
Rank: 1,BIN KASDAN Mohamad Aniq,MAS,"Born: Jun 16, 2002",B.weight: 54.70,Group: A,Snatch: 107,CI&Jerk: 142,Total: 249,,55kgMen,Total,527
Rank: 2,NIYOYITA Davis,UGA,"Born: Jan 01, 2004",B.weight: 54.60,Group: B,Snatch: 95,CI&Jerk: 125,Total: 220,,55kgMen,Total,527
Rank: 3,OCHOMA Benjamin Osiemo,KEN,"Born: Oct 18, 1999",B.weight: 54.10,Group: B,Snatch: 55,CI&Jerk: 80,Total: 135,,55kgMen,Total,527
Rank: ---,SANKET MAHADEV Sargar,IND,"Born: Oct 16, 2000",B.weight: 54.60,Group: A,Snatch: 113,CI&Jerk: ---,Total: ---,,55kgMen,Total,527
Rank: ---,YODAGE Dilanka Isuru Kumara,SRI,"Born: Apr 21, 1996",B.weight: 54.90,Group: B,Snatch: 105,CI&Jerk: ---,Total: ---,,55kgMen,Total,527
Rank: 1,MUHAMAD Aznil Bin Bidin,MAS,"Born: Jun 04, 1994",B.weight: 61.00,Group: A,1: -120,2: 120,3: -125,Total: 120,61kgMen,Snatch,527
Rank: 2,GURURAJA,IND,"Born: Aug 15, 1992",B.weight: 60.90,Group: A,1: 117,2: -120,3: -120,Total: 117,61kgMen,Snatch,527
Rank: 3,JAYASOORIYA Arachchilage Chathurange Lak,SRI,"Born: Oct 07, 1988",B.weight: 60.50,Group: B,1: 110,2: 113,3: 116,Total: 116,61kgMen,Snatch,527
Rank: 4,GHANI Abubakar,PAK,"Born: Feb 11, 2004",B.weight: 60.80,Group: B,1: 111,2: -116,3: 116,Total: 116,61kgMen,Snatch,527
Rank: 5,DON Karolislage Thilanka Kumara Palangas,SRI,"Born: Oct 26, 1993",B.weight: 60.80,Group: A,1: 112,2: 116,3: -118,Total: 116,61kgMen,Snatch,527
Rank: ---,EMMANUEL Inemo Appah,NGR,"Born: Nov 05, 1999",B.weight: 60.30,Group: B,1: -115,2: -115,3: -115,Total: ---,61kgMen,Snatch,527
Rank: 1,MUHAMAD Aznil Bin Bidin,MAS,"Born: Jun 04, 1994",B.weight: 61.00,Group: A,1: -149,2: 149,3: 153,Total: 153,61kgMen,CleanJerk,527
Rank: 2,GURURAJA,IND,"Born: Aug 15, 1992",B.weight: 60.90,Group: A,1: 148,2: -153,3: -153,Total: 148,61kgMen,CleanJerk,527
Rank: 3,DON Karolislage Thilanka Kumara Palangas,SRI,"Born: Oct 26, 1993",B.weight: 60.80,Group: A,1: -145,2: 145,3: -148,Total: 145,61kgMen,CleanJerk,527
Rank: 4,EMMANUEL Inemo Appah,NGR,"Born: Nov 05, 1999",B.weight: 60.30,Group: B,1: 139,2: 142,3: -145,Total: 142,61kgMen,CleanJerk,527
Rank: 5,JAYASOORIYA Arachchilage Chathurange Lak,SRI,"Born: Oct 07, 1988",B.weight: 60.50,Group: B,1: 140,2: 142,3: -144,Total: 142,61kgMen,CleanJerk,527
Rank: 6,GHANI Abubakar,PAK,"Born: Feb 11, 2004",B.weight: 60.80,Group: B,1: 138,2: -142,3: -143,Total: 138,61kgMen,CleanJerk,527
Rank: 1,MUHAMAD Aznil Bin Bidin,MAS,"Born: Jun 04, 1994",B.weight: 61.00,Group: A,Snatch: 120,CI&Jerk: 153,Total: 273,,61kgMen,Total,527
Rank: 2,GURURAJA,IND,"Born: Aug 15, 1992",B.weight: 60.90,Group: A,Snatch: 117,CI&Jerk: 148,Total: 265,,61kgMen,Total,527
Rank: 3,DON Karolislage Thilanka Kumara Palangas,SRI,"Born: Oct 26, 1993",B.weight: 60.80,Group: A,Snatch: 116,CI&Jerk: 145,Total: 261,,61kgMen,Total,527
Rank: 4,JAYASOORIYA Arachchilage Chathurange Lak,SRI,"Born: Oct 07, 1988",B.weight: 60.50,Group: B,Snatch: 116,CI&Jerk: 142,Total: 258,,61kgMen,Total,527
Rank: 5,GHANI Abubakar,PAK,"Born: Feb 11, 2004",B.weight: 60.80,Group: B,Snatch: 116,CI&Jerk: 138,Total: 254,,61kgMen,Total,527
Rank: ---,EMMANUEL Inemo Appah,NGR,"Born: Nov 05, 1999",B.weight: 60.30,Group: B,Snatch: ---,CI&Jerk: 142,Total: ---,,61kgMen,Total,527
Rank: 1,TALIB Talha,PAK,"Born: Oct 03, 1999",B.weight: 67.00,Group: A,1: 143,2: -146,3: -147,Total: 143,67kgMen,Snatch,527
Rank: 2,JEREMY Lalrinnunga,IND,"Born: Oct 26, 2002",B.weight: 66.80,Group: B,1: -136,2: 136,3: 141,Total: 141,67kgMen,Snatch,527
Rank: 3,EDIDIONG Joseph Umoafia,NGR,"Born: Sep 24, 2002",B.weight: 66.80,Group: C,1: 125,2: 130,3: 135,Total: 135,67kgMen,Snatch,527
Rank: 4,EGODAWATTA Arachchige Asitha Kamal Desap,SRI,"Born: Jul 12, 1988",B.weight: 65.60,Group: C,1: 112,2: 115,3: -117,Total: 115,67kgMen,Snatch,527
Rank: 5,APPUWA Upasakalage Manoj Maduwantha Wije,SRI,"Born: Mar 10, 1992",B.weight: 63.40,Group: C,1: -110,2: 110,3: 113,Total: 113,67kgMen,Snatch,527
Rank: 6,NSUBUGA Ibrahim,UGA,"Born: Dec 26, 1983",B.weight: 65.50,Group: C,1: - 85,2: 85,3: - 93,Total: 85,67kgMen,Snatch,527
Rank: 1,JEREMY Lalrinnunga,IND,"Born: Oct 26, 2002",B.weight: 66.80,Group: B,1: 164,2: -168,3: -168,Total: 164,67kgMen,CleanJerk,527
Rank: 2,EDIDIONG Joseph Umoafia,NGR,"Born: Sep 24, 2002",B.weight: 66.80,Group: C,1: 155,2: -160,3: 160,Total: 160,67kgMen,CleanJerk,527
Rank: 3,APPUWA Upasakalage Manoj Maduwantha Wije,SRI,"Born: Mar 10, 1992",B.weight: 63.40,Group: C,1: 138,2: 141,3: -145,Total: 141,67kgMen,CleanJerk,527
Rank: 4,EGODAWATTA Arachchige Asitha Kamal Desap,SRI,"Born: Jul 12, 1988",B.weight: 65.60,Group: C,1: -138,2: 138,3: -140,Total: 138,67kgMen,CleanJerk,527
Rank: 5,NSUBUGA Ibrahim,UGA,"Born: Dec 26, 1983",B.weight: 65.50,Group: C,1: -110,2: 110,3: 115,Total: 115,67kgMen,CleanJerk,527
Rank: ---,TALIB Talha,PAK,"Born: Oct 03, 1999",B.weight: 67.00,Group: A,1: -165,2: -165,3: -165,Total: ---,67kgMen,CleanJerk,527
Rank: 1,JEREMY Lalrinnunga,IND,"Born: Oct 26, 2002",B.weight: 66.80,Group: B,Snatch: 141,CI&Jerk: 164,Total: 305,,67kgMen,Total,527
Rank: 2,EDIDIONG Joseph Umoafia,NGR,"Born: Sep 24, 2002",B.weight: 66.80,Group: C,Snatch: 135,CI&Jerk: 160,Total: 295,,67kgMen,Total,527
Rank: 3,APPUWA Upasakalage Manoj Maduwantha Wije,SRI,"Born: Mar 10, 1992",B.weight: 63.40,Group: C,Snatch: 113,CI&Jerk: 141,Total: 254,,67kgMen,Total,527
Rank: 4,EGODAWATTA Arachchige Asitha Kamal Desap,SRI,"Born: Jul 12, 1988",B.weight: 65.60,Group: C,Snatch: 115,CI&Jerk: 138,Total: 253,,67kgMen,Total,527
Rank: 5,NSUBUGA Ibrahim,UGA,"Born: Dec 26, 1983",B.weight: 65.50,Group: C,Snatch: 85,CI&Jerk: 115,Total: 200,,67kgMen,Total,527
Rank: ---,TALIB Talha,PAK,"Born: Oct 03, 1999",B.weight: 67.00,Group: A,Snatch: 143,CI&Jerk: ---,Total: ---,,67kgMen,Total,527
Rank: 1,SHEULI Achinta,IND,"Born: Nov 24, 2001",B.weight: 72.80,Group: A,1: 139,2: -143,3: 143,Total: 143,73kgMen,Snatch,527
Rank: 2,MUHAMMAD Erry Hidayat,MAS,"Born: Nov 24, 1999",B.weight: 72.80,Group: A,1: -136,2: 136,3: -143,Total: 136,73kgMen,Snatch,527
Rank: 3,DISSANAYAKE Mudiyanselage Indika Chathur,SRI,"Born: Aug 06, 1989",B.weight: 72.70,Group: B,1: -130,2: 130,3: -135,Total: 130,73kgMen,Snatch,527
Rank: 4,KURUKULASOORIYAAGE Anton Sudesh Peiris,SRI,"Born: Feb 03, 1985",B.weight: 72.90,Group: B,1: -127,2: -127,3: 127,Total: 127,73kgMen,Snatch,527
Rank: 5,MASINDE Anthony Libasia,KEN,"Born: Aug 30, 1989",B.weight: 72.40,Group: B,1: 113,2: 118,3: 121,Total: 121,73kgMen,Snatch,527
Rank: 6,SSEMPEREZA Hakim Musoke,UGA,"Born: Apr 10, 1995",B.weight: 73.00,Group: B,1: 100,2: 105,3: 110,Total: 110,73kgMen,Snatch,527
Rank: 1,SHEULI Achinta,IND,"Born: Nov 24, 2001",B.weight: 72.80,Group: A,1: 169,2: 173,3: -176,Total: 173,73kgMen,CleanJerk,527
Rank: 2,MUHAMMAD Erry Hidayat,MAS,"Born: Nov 24, 1999",B.weight: 72.80,Group: A,1: 165,2: -176,3: -176,Total: 165,73kgMen,CleanJerk,527
Rank: 3,DISSANAYAKE Mudiyanselage Indika Chathur,SRI,"Born: Aug 06, 1989",B.weight: 72.70,Group: B,1: 150,2: 156,3: -160,Total: 156,73kgMen,CleanJerk,527
Rank: 4,MASINDE Anthony Libasia,KEN,"Born: Aug 30, 1989",B.weight: 72.40,Group: B,1: 140,2: -146,3: -147,Total: 140,73kgMen,CleanJerk,527
Rank: 5,SSEMPEREZA Hakim Musoke,UGA,"Born: Apr 10, 1995",B.weight: 73.00,Group: B,1: -132,2: 132,3: 138,Total: 138,73kgMen,CleanJerk,527
Rank: ---,KURUKULASOORIYAAGE Anton Sudesh Peiris,SRI,"Born: Feb 03, 1985",B.weight: 72.90,Group: B,1: ---,2: ---,3: ---,Total: ---,73kgMen,CleanJerk,527
Rank: 1,SHEULI Achinta,IND,"Born: Nov 24, 2001",B.weight: 72.80,Group: A,Snatch: 143,CI&Jerk: 173,Total: 316,,73kgMen,Total,527
Rank: 2,MUHAMMAD Erry Hidayat,MAS,"Born: Nov 24, 1999",B.weight: 72.80,Group: A,Snatch: 136,CI&Jerk: 165,Total: 301,,73kgMen,Total,527
Rank: 3,DISSANAYAKE Mudiyanselage Indika Chathur,SRI,"Born: Aug 06, 1989",B.weight: 72.70,Group: B,Snatch: 130,CI&Jerk: 156,Total: 286,,73kgMen,Total,527
Rank: 4,MASINDE Anthony Libasia,KEN,"Born: Aug 30, 1989",B.weight: 72.40,Group: B,Snatch: 121,CI&Jerk: 140,Total: 261,,73kgMen,Total,527
Rank: 5,SSEMPEREZA Hakim Musoke,UGA,"Born: Apr 10, 1995",B.weight: 73.00,Group: B,Snatch: 110,CI&Jerk: 138,Total: 248,,73kgMen,Total,527
Rank: ---,KURUKULASOORIYAAGE Anton Sudesh Peiris,SRI,"Born: Feb 03, 1985",B.weight: 72.90,Group: B,Snatch: 127,CI&Jerk: ---,Total: ---,,73kgMen,Total,527
Rank: 1,SINGH Ajay,IND,"Born: Apr 17, 1997",B.weight: 80.90,Group: C,1: 138,2: 143,3: 147,Total: 147,81kgMen,Snatch,527
Rank: 2,BRUCE Kyle John Ryan Christopher Park,AUS,"Born: Jul 12, 1999",B.weight: 80.80,Group: B,1: -140,2: 140,3: -145,Total: 140,81kgMen,Snatch,527
