rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,GARCIA PEREZ Jairo Luis,COL,"Born: Aug 02, 2000",B.weight: 55.00,Group: A,1: 105,2: 110,3: 112,Total: 112,55kgMen,Snatch,443
Rank: 2,SANCHEZ GUTIERREZ Winder Alejandro,VEN,"Born: Sep 14, 2001",B.weight: 54.00,Group: A,1: - 97,2: 97,3: -101,Total: 97,55kgMen,Snatch,443
Rank: DSQ,RIVERA BARROS Julian Javier,ECU,"Born: Jul 28, 1999",B.weight: 54.40,Group: A,1: -100,2: 100,3: 106,Total: ---,55kgMen,Snatch,443
Rank: 1,GARCIA PEREZ Jairo Luis,COL,"Born: Aug 02, 2000",B.weight: 55.00,Group: A,1: 126,2: 131,3: 135,Total: 135,55kgMen,CleanJerk,443
Rank: 2,SANCHEZ GUTIERREZ Winder Alejandro,VEN,"Born: Sep 14, 2001",B.weight: 54.00,Group: A,1: -123,2: 123,3: -127,Total: 123,55kgMen,CleanJerk,443
Rank: DSQ,RIVERA BARROS Julian Javier,ECU,"Born: Jul 28, 1999",B.weight: 54.40,Group: A,1: 125,2: 131,3: -134,Total: ---,55kgMen,CleanJerk,443
Rank: 1,GARCIA PEREZ Jairo Luis,COL,"Born: Aug 02, 2000",B.weight: 55.00,Group: A,Snatch: 112,CI&Jerk: 135,Total: 247,,55kgMen,Total,443
Rank: 2,SANCHEZ GUTIERREZ Winder Alejandro,VEN,"Born: Sep 14, 2001",B.weight: 54.00,Group: A,Snatch: 97,CI&Jerk: 123,Total: 220,,55kgMen,Total,443
Rank: DSQ,RIVERA BARROS Julian Javier,ECU,"Born: Jul 28, 1999",B.weight: 54.40,Group: A,Snatch: ---,CI&Jerk: ---,Total: ---,,55kgMen,Total,443
Rank: 1,ZURITA VALLEJO Cristhian David,ECU,"Born: Feb 10, 1998",B.weight: 60.20,Group: A,1: 121,2: 124,3: 127,Total: 127,61kgMen,Snatch,443
Rank: 2,MARTINEZ CASTILLO Ronnier Zaed,PAN,"Born: Dec 12, 2001",B.weight: 60.60,Group: A,1: 110,2: 113,3: 115,Total: 115,61kgMen,Snatch,443
Rank: 3,LEYES Jonatan Martin,ARG,"Born: May 12, 2001",B.weight: 59.60,Group: A,1: 93,2: 98,3: -100,Total: 98,61kgMen,Snatch,443
Rank: 4,VELA VALDEZ William Jhuniors,PER,"Born: May 08, 2001",B.weight: 60.40,Group: A,1: 97,2: -100,3: -100,Total: 97,61kgMen,Snatch,443
Rank: 5,ZAPATA NEIRA Mauricio Frank,PER,"Born: Apr 22, 2003",B.weight: 59.80,Group: A,1: 73,2: 76,3: 78,Total: 78,61kgMen,Snatch,443
Rank: 1,ZURITA VALLEJO Cristhian David,ECU,"Born: Feb 10, 1998",B.weight: 60.20,Group: A,1: 143,2: -147,3: 147,Total: 147,61kgMen,CleanJerk,443
Rank: 2,MARTINEZ CASTILLO Ronnier Zaed,PAN,"Born: Dec 12, 2001",B.weight: 60.60,Group: A,1: 138,2: 141,3: -146,Total: 141,61kgMen,CleanJerk,443
Rank: 3,VELA VALDEZ William Jhuniors,PER,"Born: May 08, 2001",B.weight: 60.40,Group: A,1: -125,2: 126,3: 127,Total: 127,61kgMen,CleanJerk,443
Rank: 4,LEYES Jonatan Martin,ARG,"Born: May 12, 2001",B.weight: 59.60,Group: A,1: 120,2: 125,3: -127,Total: 125,61kgMen,CleanJerk,443
Rank: 5,ZAPATA NEIRA Mauricio Frank,PER,"Born: Apr 22, 2003",B.weight: 59.80,Group: A,1: 94,2: 98,3: 100,Total: 100,61kgMen,CleanJerk,443
Rank: 1,ZURITA VALLEJO Cristhian David,ECU,"Born: Feb 10, 1998",B.weight: 60.20,Group: A,Snatch: 127,CI&Jerk: 147,Total: 274,,61kgMen,Total,443
Rank: 2,MARTINEZ CASTILLO Ronnier Zaed,PAN,"Born: Dec 12, 2001",B.weight: 60.60,Group: A,Snatch: 115,CI&Jerk: 141,Total: 256,,61kgMen,Total,443
Rank: 3,VELA VALDEZ William Jhuniors,PER,"Born: May 08, 2001",B.weight: 60.40,Group: A,Snatch: 97,CI&Jerk: 127,Total: 224,,61kgMen,Total,443
Rank: 4,LEYES Jonatan Martin,ARG,"Born: May 12, 2001",B.weight: 59.60,Group: A,Snatch: 98,CI&Jerk: 125,Total: 223,,61kgMen,Total,443
Rank: 5,ZAPATA NEIRA Mauricio Frank,PER,"Born: Apr 22, 2003",B.weight: 59.80,Group: A,Snatch: 78,CI&Jerk: 100,Total: 178,,61kgMen,Total,443
Rank: 1,OSORIO HERNANDEZ Jose Luis,COL,"Born: Mar 04, 2000",B.weight: 65.40,Group: A,1: 128,2: 132,3: -135,Total: 132,67kgMen,Snatch,443
Rank: 2,ESCALONA MORENO Kervis Eidy,VEN,"Born: Oct 15, 1998",B.weight: 66.80,Group: A,1: 125,2: -130,3: -130,Total: 125,67kgMen,Snatch,443
Rank: 3,RAMIREZ GALINDO Misael Jose,COL,"Born: May 26, 1999",B.weight: 66.40,Group: A,1: 115,2: 120,3: -123,Total: 120,67kgMen,Snatch,443
Rank: 4,VARGAS VIGORENA Ignacio Omar,CHI,"Born: Nov 14, 2000",B.weight: 66.20,Group: B,1: 95,2: 100,3: 103,Total: 103,67kgMen,Snatch,443
Rank: 5,MARMANILLO LAZO Frank Jose,PER,"Born: Jan 15, 2004",B.weight: 64.40,Group: B,1: 86,2: - 90,3: - 90,Total: 86,67kgMen,Snatch,443
