rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 1,DERU Jimjang,IND,"Born: Oct 01, 1998",B.weight: 49.13,Group: A,1: 69,2: 73,3: - 76,Total: 73,50kgMen,Snatch,211
Rank: 2,MCTAGGART Cameron David,NZL,"Born: Sep 30, 1997",B.weight: 49.47,Group: A,1: 64,2: 67,3: 70,Total: 70,50kgMen,Snatch,211
Rank: 3,MOSS Cameron,NZL,"Born: Apr 17, 1997",B.weight: 48.39,Group: A,1: 53,2: 56,3: 58,Total: 58,50kgMen,Snatch,211
Rank: 4,DELANEY James Joseph,AUS,"Born: Jul 29, 1996",B.weight: 49.34,Group: A,1: 51,2: 54,3: 56,Total: 56,50kgMen,Snatch,211
Rank: 5,KATOATAU Ruben,KIR,"Born: Feb 09, 1997",B.weight: 49.86,Group: A,1: 45,2: - 55,3: 55,Total: 55,50kgMen,Snatch,211
Rank: 1,DERU Jimjang,IND,"Born: Oct 01, 1998",B.weight: 49.13,Group: A,1: 85,2: 92,3: 97,Total: 97,50kgMen,CleanJerk,211
Rank: 2,MCTAGGART Cameron David,NZL,"Born: Sep 30, 1997",B.weight: 49.47,Group: A,1: 75,2: 78,3: 81,Total: 81,50kgMen,CleanJerk,211
Rank: 3,MOSS Cameron,NZL,"Born: Apr 17, 1997",B.weight: 48.39,Group: A,1: 69,2: 72,3: 75,Total: 75,50kgMen,CleanJerk,211
Rank: 4,DELANEY James Joseph,AUS,"Born: Jul 29, 1996",B.weight: 49.34,Group: A,1: 70,2: - 74,3: - 74,Total: 70,50kgMen,CleanJerk,211
Rank: 5,KATOATAU Ruben,KIR,"Born: Feb 09, 1997",B.weight: 49.86,Group: A,1: 65,2: - 71,3: - 71,Total: 65,50kgMen,CleanJerk,211
Rank: 1,DERU Jimjang,IND,"Born: Oct 01, 1998",B.weight: 49.13,Group: A,Snatch: 73,CI&Jerk: 97,Total: 170,,50kgMen,Total,211
Rank: 2,MCTAGGART Cameron David,NZL,"Born: Sep 30, 1997",B.weight: 49.47,Group: A,Snatch: 70,CI&Jerk: 81,Total: 151,,50kgMen,Total,211
Rank: 3,MOSS Cameron,NZL,"Born: Apr 17, 1997",B.weight: 48.39,Group: A,Snatch: 58,CI&Jerk: 75,Total: 133,,50kgMen,Total,211
Rank: 4,DELANEY James Joseph,AUS,"Born: Jul 29, 1996",B.weight: 49.34,Group: A,Snatch: 56,CI&Jerk: 70,Total: 126,,50kgMen,Total,211
Rank: 5,KATOATAU Ruben,KIR,"Born: Feb 09, 1997",B.weight: 49.86,Group: A,Snatch: 55,CI&Jerk: 65,Total: 120,,50kgMen,Total,211
Rank: 1,SANTA Aruna,IND,"Born: Mar 10, 1996",B.weight: 55.65,Group: A,1: 82,2: 90,3: 94,Total: 94,56kgMen,Snatch,211
Rank: 2,OALA Fred Karoho,PNG,"Born: Sep 12, 1996",B.weight: 55.31,Group: B,1: - 75,2: 75,3: 80,Total: 80,56kgMen,Snatch,211
Rank: 3,NORMAN James Sahutta,AUS,"Born: Jun 29, 1996",B.weight: 55.60,Group: B,1: 64,2: 68,3: 72,Total: 72,56kgMen,Snatch,211
Rank: 4,POURTOOSSI Martin,NZL,"Born: May 24, 1995",B.weight: 54.45,Group: B,1: 70,2: - 74,3: - 74,Total: 70,56kgMen,Snatch,211
Rank: 5,WU Joshua Luke James Vain Kyang,AUS,"Born: Nov 14, 1996",B.weight: 55.57,Group: B,1: 63,2: 67,3: 70,Total: 70,56kgMen,Snatch,211
Rank: 1,SANTA Aruna,IND,"Born: Mar 10, 1996",B.weight: 55.65,Group: A,1: 110,2: 120,3: -125,Total: 120,56kgMen,CleanJerk,211
Rank: 2,OALA Fred Karoho,PNG,"Born: Sep 12, 1996",B.weight: 55.31,Group: B,1: 102,2: 107,3: 108,Total: 108,56kgMen,CleanJerk,211
Rank: 3,NORMAN James Sahutta,AUS,"Born: Jun 29, 1996",B.weight: 55.60,Group: B,1: 90,2: 95,3: 100,Total: 100,56kgMen,CleanJerk,211
Rank: 4,POURTOOSSI Martin,NZL,"Born: May 24, 1995",B.weight: 54.45,Group: B,1: 88,2: - 92,3: 92,Total: 92,56kgMen,CleanJerk,211
Rank: 5,WU Joshua Luke James Vain Kyang,AUS,"Born: Nov 14, 1996",B.weight: 55.57,Group: B,1: 85,2: - 90,3: 90,Total: 90,56kgMen,CleanJerk,211
Rank: 1,SANTA Aruna,IND,"Born: Mar 10, 1996",B.weight: 55.65,Group: A,Snatch: 94,CI&Jerk: 120,Total: 214,,56kgMen,Total,211
Rank: 2,OALA Fred Karoho,PNG,"Born: Sep 12, 1996",B.weight: 55.31,Group: B,Snatch: 80,CI&Jerk: 108,Total: 188,,56kgMen,Total,211
Rank: 3,NORMAN James Sahutta,AUS,"Born: Jun 29, 1996",B.weight: 55.60,Group: B,Snatch: 72,CI&Jerk: 100,Total: 172,,56kgMen,Total,211
Rank: 4,POURTOOSSI Martin,NZL,"Born: May 24, 1995",B.weight: 54.45,Group: B,Snatch: 70,CI&Jerk: 92,Total: 162,,56kgMen,Total,211
Rank: 5,WU Joshua Luke James Vain Kyang,AUS,"Born: Nov 14, 1996",B.weight: 55.57,Group: B,Snatch: 70,CI&Jerk: 90,Total: 160,,56kgMen,Total,211
Rank: 1,TAGRU Sorom Hitlar,IND,"Born: Feb 07, 1996",B.weight: 60.84,Group: A,1: 95,2: 103,3: -106,Total: 103,62kgMen,Snatch,211
Rank: 2,RANGIDIMI Chris Akarba,NRU,"Born: Aug 07, 1995",B.weight: 61.47,Group: B,1: 65,2: 75,3: 81,Total: 81,62kgMen,Snatch,211
Rank: 3,FUKUYAMA Fusakichi Adam,KIR,"Born: Jun 23, 1996",B.weight: 61.43,Group: B,1: - 75,2: 75,3: 80,Total: 80,62kgMen,Snatch,211
Rank: 4,ELESIN Boris,AUS,"Born: Sep 02, 1995",B.weight: 60.57,Group: B,1: 70,2: 75,3: - 80,Total: 75,62kgMen,Snatch,211
Rank: 5,RANA Bassel Amjad,AUS,"Born: Aug 19, 1996",B.weight: 59.73,Group: B,1: 72,2: - 77,3: - 77,Total: 72,62kgMen,Snatch,211
Rank: 1,TAGRU Sorom Hitlar,IND,"Born: Feb 07, 1996",B.weight: 60.84,Group: A,1: 127,2: 132,3: -140,Total: 132,62kgMen,CleanJerk,211
Rank: 2,RANGIDIMI Chris Akarba,NRU,"Born: Aug 07, 1995",B.weight: 61.47,Group: B,1: -100,2: 100,3: 110,Total: 110,62kgMen,CleanJerk,211
Rank: 3,FUKUYAMA Fusakichi Adam,KIR,"Born: Jun 23, 1996",B.weight: 61.43,Group: B,1: -107,2: -107,3: 107,Total: 107,62kgMen,CleanJerk,211
Rank: 4,RANA Bassel Amjad,AUS,"Born: Aug 19, 1996",B.weight: 59.73,Group: B,1: 95,2: 98,3: -101,Total: 98,62kgMen,CleanJerk,211
Rank: 5,ELESIN Boris,AUS,"Born: Sep 02, 1995",B.weight: 60.57,Group: B,1: 85,2: 90,3: 95,Total: 95,62kgMen,CleanJerk,211
Rank: 1,TAGRU Sorom Hitlar,IND,"Born: Feb 07, 1996",B.weight: 60.84,Group: A,Snatch: 103,CI&Jerk: 132,Total: 235,,62kgMen,Total,211
