total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,SARAIVA REIS Fernando,NA,1990-03-10,NA,NA,A,+109 kg Men,0,0,510,190,-197,-200,190,225,235,-242,235,425
2,2,2,WILKES Caine Morgan,NA,1987-07-10,NA,NA,A,+109 kg Men,0,0,510,170,-175,176,176,205,212,-219,212,388
3,3,3,MANRIQUEZ COLLINS Raul Enrique,NA,1997-04-09,NA,NA,A,+109 kg Men,0,0,510,165,170,175,175,199,205,-212,205,380
4,4,4,LEMUS CALANCHE Gilberto Antonio,NA,1994-02-04,NA,NA,A,+109 kg Men,0,0,510,166,171,175,175,198,204,-207,204,379
5,5,5,MEDINA ANDUEZA Josue Said,NA,1998-06-15,NA,NA,A,+109 kg Men,0,0,510,155,161,-166,161,185,195,-200,195,356
6,6,6,CABANA Rolando,NA,1996-12-25,NA,NA,A,+109 kg Men,0,0,510,155,-160,160,160,180,186,190,190,350
7,7,7,CAMACHO Jose,NA,1999-05-05,NA,NA,A,+109 kg Men,0,0,510,116,122,-127,122,150,-157,-162,150,272
NA,8,NA,DIAZ Abraham,NA,2001-07-24,NA,NA,A,+109 kg Men,0,0,510,111,117,-124,117,-146,-146,-147,NA,NA
NA,9,NA,LEON Juan,NA,1992-08-07,NA,NA,A,+109 kg Men,0,0,510,110,-117,-120,110,-150,-150,-150,NA,NA
1,1,1,ROBLES Sarah Elizabeth,NA,1988-08-01,NA,NA,A,+87 kg Women,0,0,510,115,120,125,125,150,155,-158,155,280
2,2,2,ESPINOSA Yaniuska Isabel,3820,1986-12-05,W,VEN,A,+87 kg Women,0,0,510,111,116,-119,116,139,144,146,146,262
3,3,3,AYOVI CABEZAS Lisseth Betzaida,NA,1998-08-07,NA,NA,A,+87 kg Women,0,0,510,110,115,-117,115,138,143,145,145,260
4,4,4,SALADIN TOLENTINO Veronica Estela,NA,1992-05-21,NA,NA,A,+87 kg Women,0,0,510,100,112,NA,112,121,130,-131,130,242
5,5,5,DUVERGER PILETA Eyurkenia,NA,1999-10-04,NA,NA,A,+87 kg Women,0,0,510,95,99,102,102,121,126,129,129,231
6,6,6,CORREA MENA Dalia Beatriz,NA,1999-01-28,NA,NA,A,+87 kg Women,0,0,510,-94,94,97,97,124,-129,129,129,226
7,7,7,UCELO MARROQUIN Scarleth Vanessa,NA,2000-04-07,NA,NA,A,+87 kg Women,0,0,510,80,84,85,85,110,115,120,120,205
8,8,8,TORRES DE FUENTES Caren Alexandra,NA,1993-09-19,NA,NA,A,+87 kg Women,0,0,510,78,-81,81,81,105,-110,110,110,191
1,1,1,PAREDES MONTANO Lesman,NA,1996-03-05,NA,NA,A,102 kg Men,0,0,510,170,175,180,180,200,210,NA,210,390
2,2,2,ZALDIVAR MILIAN Juan Carlos,NA,1999-02-21,NA,NA,A,102 kg Men,0,0,510,150,155,159,159,190,195,198,198,357
3,3,5,BONNICK Jason Jermaine,NA,1981-11-08,NA,NA,A,102 kg Men,0,0,510,150,155,-160,155,180,188,192,192,347
4,6,3,AZCATL PANTOJA Javier,NA,1996-09-10,NA,NA,A,102 kg Men,0,0,510,138,146,-151,146,185,192,197,197,343
5,4,6,LAMENZA LOPEZ Luis Armando,NA,1998-05-06,NA,NA,A,102 kg Men,0,0,510,147,-151,151,151,180,191,-196,191,342
6,7,4,LOPEZ CARPIZO Jose Luis,NA,1997-06-28,NA,NA,A,102 kg Men,0,0,510,135,140,146,146,181,191,196,196,342
7,5,7,QUESADA JAIME Jesus Manuel,NA,1996-09-30,NA,NA,A,102 kg Men,0,0,510,145,-150,150,150,180,-187,-187,180,330
8,8,9,CAZA Gilles,NA,1997-06-25,NA,NA,A,102 kg Men,0,0,510,140,-146,146,146,-171,-171,175,175,321
9,9,8,MARTINEZ CASTILLO Mario Omar,NA,1990-02-06,NA,NA,A,102 kg Men,0,0,510,135,140,-145,140,170,175,-180,175,315
10,11,10,MORALES MARQUEZ Keven,NA,1991-12-04,NA,NA,A,102 kg Men,0,0,510,130,136,-141,136,171,-178,-178,171,307
11,10,11,PEREZ Junior,NA,1986-02-14,NA,NA,A,102 kg Men,0,0,510,130,137,-142,137,164,-170,-170,164,301
1,2,1,COLUMBIE SANAME Juan,NA,1995-01-24,NA,NA,A,109 kg Men,0,0,510,-163,163,166,166,195,202,209,209,375
