total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,2,1,WILKES Caine Morgan,NA,1987-07-10,NA,NA,A,+109 kg Men,0,0,455,175,-182,182,182,-212,213,219,219,401
2,1,2,LAURET RODRIGUEZ Luis Manuel,NA,1997-01-20,NA,NA,A,+109 kg Men,0,0,455,175,180,183,183,211,217,-220,217,400
3,3,3,WITTE Keiser Andrew,8868,1995-03-15,M,USA,A,+109 kg Men,0,0,455,-175,175,-181,175,200,-211,212,212,387
4,4,4,MANRIQUEZ COLLINS Raul Enrique,NA,1997-04-09,NA,NA,A,+109 kg Men,0,0,455,165,170,-176,170,200,210,-213,210,380
5,5,6,LEMUS CALANCHE Gilberto Antonio,NA,1994-02-04,NA,NA,A,+109 kg Men,0,0,455,155,-165,166,166,185,195,-200,195,361
6,6,5,EVERETT Quinn,NA,1992-11-22,NA,NA,A,+109 kg Men,0,0,455,145,150,-155,150,190,196,202,202,352
NA,NA,NA,SARAIVA REIS Fernando,NA,1990-03-10,NA,NA,A,+109 kg Men,0,0,455,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,COCA SIERRA Luis Alberto,NA,1993-11-04,NA,NA,A,+109 kg Men,1,0,455,160,-166,167,NA,203,211,213,NA,NA
1,1,1,ROBLES Sarah Elizabeth,NA,1988-08-01,NA,NA,A,+87 kg Women,0,0,455,118,122,124,124,-151,152,155,155,279
2,2,2,SALADIN TOLENTINO Veronica Estela,NA,1992-05-21,NA,NA,A,+87 kg Women,0,0,455,117,119,123,123,143,147,-150,147,270
3,3,3,AYOVI CABEZAS Lisseth Betzaida,NA,1998-08-07,NA,NA,A,+87 kg Women,0,0,455,110,115,118,118,141,-146,146,146,264
4,4,4,ESPINOSA Yaniuska Isabel,3820,1986-12-05,W,VEN,A,+87 kg Women,0,0,455,95,100,-105,100,120,125,130,130,230
5,5,5,DUVERGER PILETA Eyurkenia,NA,1999-10-04,NA,NA,A,+87 kg Women,0,0,455,93,-97,97,97,117,122,124,124,221
6,6,6,CORREA MENA Dalia Beatriz,NA,1999-01-28,NA,NA,A,+87 kg Women,0,0,455,89,93,95,95,118,123,-126,123,218
7,7,7,TORRES DE FUENTES Caren Alexandra,NA,1993-09-19,NA,NA,A,+87 kg Women,0,0,455,80,-85,-85,80,105,110,113,113,193
8,9,8,UCELO MARROQUIN Scarleth Vanessa,NA,2000-04-07,NA,NA,A,+87 kg Women,0,0,455,-75,-75,75,75,105,110,-113,110,185
9,8,9,GAVIDIA ROMERO Sara Raquel,NA,1996-11-01,NA,NA,A,+87 kg Women,0,0,455,75,80,-83,80,95,100,-103,100,180
NA,NA,NA,MASCORRO OSUNA Tania Guadalupe,NA,1988-11-24,NA,NA,A,+87 kg Women,1,0,455,-118,118,120,NA,144,-148,-151,NA,NA
1,1,1,OSORIO Dangelo Antoinne,NA,1993-10-13,NA,NA,A,102 kg Men,0,0,455,153,-158,159,159,193,200,205,205,364
2,2,2,FERRIN ARROYO Paul Alexander,NA,1995-10-20,NA,NA,A,102 kg Men,0,0,455,150,155,-159,155,190,196,NA,196,351
3,3,3,VIERA ESPINOZA Hernan Moises,NA,1993-01-16,NA,NA,A,102 kg Men,0,0,455,140,146,150,150,190,195,-201,195,345
4,4,4,MAQUIN Sender,NA,1996-03-17,NA,NA,A,102 kg Men,0,0,455,122,-126,127,127,-155,155,162,162,289
5,5,5,BRIZUELA CALLEJAS Gabriel Alejandro,NA,1991-11-11,NA,NA,A,102 kg Men,0,0,455,120,-125,-125,120,-145,145,-150,145,265
NA,NA,NA,PAVON FUNES Cristopher Joel,NA,1993-04-18,NA,NA,A,102 kg Men,1,0,455,145,147,151,NA,185,-191,-191,NA,NA
1,2,1,KITTS Wesley Brian,NA,1990-05-22,NA,NA,A,109 kg Men,0,0,455,167,-172,172,176,207,214,223,223,399
2,1,3,GONZALEZ BARRIOS Jesus Abrahan,NA,1991-04-22,NA,NA,A,109 kg Men,0,0,455,165,175,177,177,205,-212,-215,205,382
3,3,2,COLUMBIE SANAME Juan,NA,1995-01-24,NA,NA,A,109 kg Men,0,0,455,167,-173,174,174,-200,200,206,206,380
4,4,4,MEDINA ANDUEZA Josue Said,NA,1998-06-15,NA,NA,A,109 kg Men,0,0,455,160,165,-168,165,196,-201,201,201,366
5,5,5,DAVIDSON Richard Charles,8548,1994-10-22,M,CAN,A,109 kg Men,0,0,455,138,144,-148,144,185,-191,-195,185,329
6,6,6,QUEME OXOM Marlon Alejandro,NA,1998-01-24,NA,NA,A,109 kg Men,0,0,455,118,122,125,125,145,150,155,155,280
1,1,1,BERRIO ZULUAGA Manuela Andrea,NA,2000-06-18,NA,NA,A,45 kg Women,0,0,455,67,70,72,72,89,91,95,95,167
2,2,2,CUEVA URIBE Fiorella Francesca,NA,1998-02-04,NA,NA,A,45 kg Women,0,0,455,64,67,69,69,80,85,90,90,159
3,3,4,BENAVIDES ZAMBRANO Maria Del Cisne,NA,1996-04-06,NA,NA,A,45 kg Women,0,0,455,63,66,68,68,-75,-75,75,75,143
4,4,3,"NAVARRO MEJIA Maria Alejandra",NA,1998-07-03,NA,NA,A,45 kg Women,0,0,455,56,59,62,62,-75,-75,75,75,137
5,5,5,GONZALEZ SANCHEZ Silvana Maria,NA,1991-10-09,NA,NA,A,45 kg Women,0,0,455,55,58,60,60,72,-75,-75,72,132
6,7,6,YAT GONZALEZ Keily Michelle,NA,1998-11-04,NA,NA,A,45 kg Women,0,0,455,51,54,56,56,68,-72,-74,68,124
NA,6,NA,SALDARRIAGA YOVERA Anali Paola,NA,2003-10-21,NA,NA,A,45 kg Women,0,0,455,55,57,59,59,-72,-72,-72,NA,NA
1,1,1,RITCHEY Alyssa Lynn,NA,1989-04-14,NA,NA,A,49 kg Women,0,0,455,78,81,83,83,101,104,107,107,190
2,2,3,PIRON CANDELARIO Beatriz Elizabeth,NA,1995-02-27,NA,NA,A,49 kg Women,0,0,455,82,-85,-85,82,99,-102,102,102,184
3,6,2,KING Morghan Whitney,NA,1985-10-08,NA,NA,A,49 kg Women,0,0,455,75,78,-80,78,97,-100,102,102,180
4,3,5,SEGURA SEGURA Ana Iris,NA,1991-07-26,NA,NA,A,49 kg Women,0,0,455,-77,77,81,81,-98,-98,98,98,179
5,4,10,MONTERO RAMOS Ludia Marguiela,NA,1999-04-17,NA,NA,A,49 kg Women,0,0,455,77,80,-82,80,92,94,-96,94,174
6,5,8,ROSA FIGUEIREDO Nathasha,NA,1996-01-16,NA,NA,A,49 kg Women,0,0,455,73,76,79,79,91,95,-100,95,174
7,7,7,DE LA HERRAN MARTINEZ Andrea,9958,1996-09-12,W,MEX,A,49 kg Women,0,0,455,77,-80,-82,77,93,96,-98,96,173
8,10,4,HERNANDEZ VIEYRA Yesica Yadira,NA,2001-12-15,NA,NA,A,49 kg Women,0,0,455,74,-77,-77,74,94,97,99,99,173
9,9,9,CAMPOVERDE ALMEIDA Angelica Mercedes,NA,1996-05-31,NA,NA,A,49 kg Women,0,0,455,-70,72,75,75,92,95,-98,95,170
10,12,6,BRADDOCK Amanda Melissa,NA,1989-02-10,NA,NA,A,49 kg Women,0,0,455,70,-74,-74,70,90,94,97,97,167
11,8,12,OLIVEIRA MADEIRA Luana,NA,1998-01-31,NA,NA,A,49 kg Women,0,0,455,-75,75,-78,75,90,-95,-95,90,165
12,11,11,REYNOSO LOPEZ DE GALEANO Margoth Y.,NA,1989-02-25,NA,NA,A,49 kg Women,0,0,455,69,73,-74,73,89,90,91,91,164
13,13,13,BURGOS ORTIZ Lely Berlitt,NA,1985-06-06,NA,NA,B,49 kg Women,0,0,455,-62,68,-70,68,88,-91,-91,88,156
14,14,14,LANDEROS LOPEZ Katherine Ignacia,NA,1991-01-19,NA,NA,B,49 kg Women,0,0,455,65,67,-69,67,-85,85,-90,85,152
15,15,15,ORTEGA VASQUEZ Erika Johanna,NA,1988-03-19,NA,NA,B,49 kg Women,0,0,455,-65,65,-68,65,84,-87,-87,84,149
16,16,17,COLON Edithmari,NA,1992-08-27,NA,NA,B,49 kg Women,0,0,455,-63,-63,64,64,78,83,-87,83,147
17,17,16,BETANCOURT OSEJO Sonia Salvadora,NA,1988-09-08,NA,NA,B,49 kg Women,0,0,455,-63,63,-66,63,79,-84,84,84,147
1,1,1,GARCIA PEREZ Jairo Luis,NA,2000-08-02,NA,NA,A,55 kg Men,0,0,455,108,-113,-113,108,130,-135,135,135,243
2,3,2,ICAL SALAZAR Jose Fernando,NA,1999-05-16,NA,NA,A,55 kg Men,0,0,455,85,90,95,95,110,120,-125,120,215
NA,2,NA,JOSEPH Edouard,NA,1989-12-24,NA,NA,A,55 kg Men,0,0,455,-100,-104,NA,100,-127,-127,-127,NA,NA
1,3,1,DELACRUZ Jourdan Elizabeth,NA,1998-05-20,NA,NA,A,55 kg Women,0,0,455,87,-90,91,91,110,113,116,116,207
2,4,2,ESCOBAR GUERRERO Maria Alexandra,NA,1980-07-17,NA,NA,A,55 kg Women,0,0,455,-90,90,-93,90,110,113,-115,113,203
3,1,4,LOPEZ FERRER Ana Gabriela,NA,1994-09-22,NA,NA,A,55 kg Women,0,0,455,88,-90,92,92,105,110,-113,110,202
4,2,3,SINISTERRA TORRES Yenny,NA,2000-05-04,NA,NA,A,55 kg Women,0,0,455,85,89,91,91,110,-113,-114,110,201
5,5,7,LEBLANC-BAZINET Rachel,NA,1988-10-10,NA,NA,A,55 kg Women,0,0,455,82,86,88,88,105,-108,108,108,196
6,6,6,HOGAN Caitlin Leigh,NA,1988-05-22,NA,NA,A,55 kg Women,0,0,455,83,-86,87,87,105,-108,1019,109,196
7,8,5,QUINONEZ MARTINEZ Vanessa,NA,1993-01-16,NA,NA,A,55 kg Women,0,0,455,81,-85,85,85,105,-110,110,110,195
8,9,8,SANDI PIZANGO Tessy Karen,NA,1996-11-20,NA,NA,A,55 kg Women,0,0,455,78,81,83,83,103,107,-110,107,190
9,7,9,DOS REIS SANTOS Rosane,NA,1987-06-20,NA,NA,A,55 kg Women,0,0,455,85,-89,-90,85,100,-104,104,104,189
10,10,10,GUZMAN PEREZ Gilyeliz Saned,NA,1996-10-28,NA,NA,B,55 kg Women,0,0,455,75,80,-85,80,94,99,-103,99,179
11,11,12,KAMINSKI Hannah,NA,1994-02-13,NA,NA,B,55 kg Women,0,0,455,70,73,75,75,90,-93,-93,90,165
12,14,11,UCELO MARROQUIN Emelyn Gabriela,NA,1996-12-18,NA,NA,B,55 kg Women,0,0,455,65,68,69,69,90,93,94,94,163
13,13,13,RETAMALES CABRERA Mariana Paola,NA,1993-01-17,NA,NA,B,55 kg Women,0,0,455,65,70,-72,70,85,90,-93,90,160
14,12,14,RITO ENOCKSSON Sofia Julia,NA,1985-11-02,NA,NA,B,55 kg Women,0,0,455,69,-72,72,72,-85,85,-90,85,157
15,15,15,MURCIA VARGAS Genesis Nohemy,NA,1990-09-18,NA,NA,B,55 kg Women,0,0,455,65,-68,68,68,80,83,-85,83,151
1,2,1,SILGADO ATENCIO Rosive Andrea,NA,1995-06-30,NA,NA,A,59 kg Women,0,0,455,92,-95,95,95,-120,121,125,125,220
