total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,KOK Adam,NA,1990-07-04,NA,NA,A,+105 kg Men,0,1,84,130,137,140,140,160,167,170,170,310
1,1,1,SIMANU Iuniarra,NA,1993-06-25,NA,NA,A,+75 kg Women,0,1,84,75,80,83,83,96,-101,105,105,188
2,2,2,PETERS Luisa Fatiaki Taitapu,NA,1993-06-27,NA,NA,A,+75 kg Women,0,1,84,57,60,64,64,77,-80,80,80,144
3,3,3,HOLMES Jordan,NA,1995-01-25,NA,NA,A,+75 kg Women,0,1,84,45,48,51,51,60,-62,-66,60,111
4,4,4,MACDOUGALL Ashleigh Louise,NA,1994-11-15,NA,NA,A,+75 kg Women,0,1,84,41,44,-48,44,50,54,58,58,102
1,1,1,OPELOGE Tovia,NA,1990-03-27,NA,NA,A,105 kg Men,0,1,84,124,-129,131,131,170,-180,-180,170,301
2,2,2,GRGUREVIC Zac Adam,NA,1991-02-20,NA,NA,A,105 kg Men,0,1,84,122,-127,127,127,158,-165,-165,158,285
3,3,3,CORREOS David,NA,1992-12-08,NA,NA,A,105 kg Men,0,1,84,100,105,107,107,130,-136,-137,130,237
4,4,4,MUAVAKA Mikaele Palepaleafi,NA,1990-06-26,NA,NA,A,105 kg Men,0,1,84,90,95,100,100,115,120,-125,120,220
5,5,5,LAGIKULA Petelo Sanele Ireneo,NA,1995-06-07,NA,NA,A,105 kg Men,0,1,84,85,90,95,95,105,107,-110,107,202
5,5,5,LAGIKULA Petelo Sanele Ireneo,NA,1995-06-07,NA,NA,A,105 kg Men,0,1,84,85,90,95,95,105,107,-110,107,202
1,1,1,CHISHOLM Courtenay,NA,1995-06-27,NA,NA,A,48 kg Women,0,1,84,31,35,38,38,45,48,50,50,88
2,2,2,STUART Kara,NA,1994-12-09,NA,NA,A,48 kg Women,0,1,84,-32,32,35,35,45,-50,-54,45,80
3,3,3,RASARI Iowana,NA,1993-10-01,NA,NA,A,48 kg Women,0,1,84,25,30,-35,30,30,35,-40,35,65
1,1,1,DOGODO Hitolo,NA,1992-09-27,NA,NA,A,53 kg Women,0,1,84,55,60,-64,60,-70,70,75,75,135
2,2,2,WU Kirsten,NA,1993-04-08,NA,NA,A,53 kg Women,0,1,84,45,49,53,53,63,65,68,68,121
3,3,4,MANIULUA Maketalena,NA,1994-03-20,NA,NA,A,53 kg Women,0,1,84,45,50,52,52,60,65,-68,65,117
4,4,3,SAMUEL Ranuinu,NA,1993-02-14,NA,NA,A,53 kg Women,0,1,84,48,51,-53,51,60,65,-68,65,116
5,5,5,COWEN Sophie,NA,1997-05-16,NA,NA,A,53 kg Women,0,1,84,-31,31,36,36,47,50,53,53,89
6,7,6,LOLOHEA Luisa,NA,1994-12-09,NA,NA,A,53 kg Women,0,1,84,33,-36,-38,33,-47,47,-50,47,80
7,6,7,TAUWAI Teresia Ella Kula,NA,1995-10-20,NA,NA,A,53 kg Women,0,1,84,-35,35,-37,35,35,-40,40,40,75
1,1,1,TULO Manueli,NA,1990-03-25,NA,NA,A,56 kg Men,0,1,84,96,101,106,106,126,131,134,134,240
2,2,3,BRECHTEFELD Elson Edward,NA,1994-03-02,NA,NA,A,56 kg Men,0,1,84,-87,87,-95,87,110,115,-120,115,202
3,4,2,GUINARES Lou,NA,1990-03-18,NA,NA,A,56 kg Men,0,1,84,85,-90,-90,85,108,112,116,116,201
4,5,4,BARU Morea,NA,1990-04-15,NA,NA,A,56 kg Men,0,1,84,85,-90,-90,85,110,-115,115,115,200
5,3,5,LAPUA Lapua Tuau,NA,1991-04-15,NA,NA,A,56 kg Men,0,1,84,81,86,-91,86,102,106,-111,106,192
6,6,6,BUCKNELL William,NA,1995-11-12,NA,NA,A,56 kg Men,0,1,84,40,45,-50,45,53,60,-65,60,105
7,7,7,BOE Toua Vai,NA,1993-11-16,NA,NA,A,56 kg Men,0,1,84,30,35,-40,35,35,40,45,45,80
1,1,1,LIKU Maria,NA,1990-04-27,NA,NA,A,58 kg Women,0,1,84,68,-72,-72,68,87,-90,90,90,158
2,2,2,KASSMAN Monalisa Naime,NA,1992-11-05,NA,NA,A,58 kg Women,0,1,84,55,60,-62,60,70,75,-80,75,135
3,3,3,MULLINS Andrea,NA,1994-04-10,NA,NA,A,58 kg Women,0,1,84,47,-51,51,51,62,66,69,69,120
4,4,4,TIMI Julia Ana,NA,1996-10-03,NA,NA,A,58 kg Women,0,1,84,30,35,40,40,35,42,47,47,87
1,1,1,PATRIS Stevick,NA,1991-01-17,NA,NA,A,62 kg Men,0,1,84,90,-95,95,95,-115,115,-120,115,210
2,2,2,YOUNG Vester David,NA,1991-11-13,NA,NA,A,62 kg Men,0,1,84,83,-87,87,87,103,109,112,112,199
3,6,3,PESALELI Bob,NA,1993-02-05,NA,NA,A,62 kg Men,0,1,84,-80,80,-85,80,110,-115,-120,110,190
4,4,4,ANDREWS Bill,NA,1992-04-03,NA,NA,A,62 kg Men,0,1,84,80,-85,-85,80,105,-112,-112,105,185
5,5,5,TAUFA Michael Elborn,NA,1993-02-05,NA,NA,A,62 kg Men,0,1,84,75,80,-85,80,100,105,-110,105,185
6,3,6,RAU Jack,NA,1993-09-09,NA,NA,A,62 kg Men,0,1,84,77,82,-85,82,100,-104,-104,100,182
NA,NA,NA,VIRA Simioni,NA,1994-07-01,NA,NA,A,62 kg Men,0,1,84,-46,-46,-46,NA,NA,NA,NA,NA,NA
1,1,1,KAHI Michelle Helena,NA,1994-04-06,NA,NA,A,63 kg Women,0,1,84,-71,71,-76,71,83,90,93,93,164
2,2,2,TYRELL Urima,NA,1992-01-08,NA,NA,A,63 kg Women,0,1,84,56,60,-63,60,73,78,-80,78,138
NA,NA,NA,TIARE Ana Vatau,NA,1993-10-07,NA,NA,A,63 kg Women,0,1,84,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,KARI Steven Kukuna,NA,1993-05-13,NA,NA,A,69 kg Men,0,1,84,105,112,116,116,135,144,-150,144,260
2,2,2,TOROMON Takenibeia,NA,1992-01-29,NA,NA,A,69 kg Men,0,1,84,100,-105,105,105,126,131,-140,131,236
3,3,3,MADSEN Mathew Fraser,NA,1991-12-16,NA,NA,A,69 kg Men,0,1,84,98,-102,-102,98,125,130,-139,130,228
4,4,6,TOOKE Teaeki,NA,1994-07-25,NA,NA,A,69 kg Men,0,1,84,90,-95,95,95,-116,-116,116,116,211
5,5,5,WHARTON Langa,NA,1992-09-17,NA,NA,A,69 kg Men,0,1,84,85,-90,90,90,120,-130,-130,120,210
6,6,4,TAWAI Tevita Wanono,NA,1992-02-26,NA,NA,A,69 kg Men,0,1,84,85,-90,-90,85,115,-120,120,120,205
7,7,7,TAN Yung Nien,NA,1990-01-28,NA,NA,A,69 kg Men,0,1,84,80,-85,-85,80,110,-115,115,115,195
8,8,8,MUNNS Matthew Thomas,NA,1993-02-24,NA,NA,A,69 kg Men,0,1,84,68,73,-78,73,98,104,-108,104,177
9,10,9,VILLANUEVA Dimitri,NA,1994-07-14,NA,NA,A,69 kg Men,0,1,84,65,-70,70,70,85,90,-95,90,160
10,9,10,LOLOHEA Charlie,NA,1993-04-30,NA,NA,A,69 kg Men,0,1,84,65,-70,70,70,80,-90,-90,80,150
