total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,NA,NA,DETENAMO Itte,NA,1986-09-22,NA,NA,A,+105 kg Men,0,1,260,0,0,0,160,0,0,0,200,360
2,NA,NA,MHD Azim Najmi,NA,1986-01-01,NA,NA,A,+105 kg Men,0,1,260,0,0,0,157,0,0,0,191,348
3,NA,NA,SANDEEP Kumar,NA,1980-01-01,NA,NA,A,+105 kg Men,0,1,260,0,0,0,145,145,0,0,187,332
4,NA,NA,NEMANI Daniel,NA,1981-04-10,NA,NA,A,+105 kg Men,0,1,260,0,0,0,146,0,0,0,176,322
5,NA,NA,CHUA Lewis Yong Hwee,NA,1991-08-28,NA,NA,A,+105 kg Men,0,1,260,0,0,0,135,0,0,0,172,307
1,NA,NA,USMAN Maryam,NA,1990-11-09,NA,NA,A,+75 kg Women,0,1,260,0,0,0,120,0,0,0,152,272
2,NA,NA,JOSEPH Obehi,NA,1994-02-20,NA,NA,A,+75 kg Women,0,1,260,0,0,0,105,0,0,0,140,245
3,NA,NA,LAMBRECHS Tracey,NA,1985-08-27,NA,NA,A,+75 kg Women,0,1,260,0,0,0,102,0,0,0,134,236
4,NA,NA,ACASON Deborah Esther Ainslie,NA,1983-06-20,NA,NA,A,+75 kg Women,0,1,260,0,0,0,105,0,0,0,127,232
5,NA,NA,SIPAIA Iuniarra,NA,1993-06-25,NA,NA,A,+75 kg Women,0,1,260,0,0,0,100,0,0,0,126,226
6,NA,NA,ABDULLAH Nurjannah Batrisya,NA,1990-05-01,NA,NA,A,+75 kg Women,0,1,260,0,0,0,95,0,0,0,127,222
7,NA,NA,FASSINA Kaitlyn Jade Judges,NA,1990-07-17,NA,NA,A,+75 kg Women,0,1,260,0,0,0,95,0,0,0,120,215
