total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,AI Yunan,NA,1991-06-21,NA,NA,A,+109 kg Men,0,0,447,170,178,183,183,220,230,NA,230,413
2,2,2,HAM Sang Il,NA,1989-08-25,NA,NA,A,+109 kg Men,0,0,447,166,171,177,177,202,210,NA,210,387
3,3,4,HSIEH Yun-Ting,NA,1999-08-08,NA,NA,A,+109 kg Men,0,0,447,165,-175,175,175,191,201,-215,201,376
4,4,3,MANRIQUEZ COLLINS Raul Enrique,NA,1997-04-09,NA,NA,A,+109 kg Men,0,0,447,-155,155,-165,155,195,202,-215,202,357
1,3,1,MENG Suping,NA,1989-07-17,NA,NA,A,+87 kg Women,0,0,447,135,-140,140,140,176,185,-188,185,325
2,2,2,LI Wenwen,NA,2000-03-05,NA,NA,A,+87 kg Women,0,0,447,135,142,-146,142,-175,175,182,182,324
3,1,3,KASHIRINA Tatiana,NA,1991-01-24,NA,NA,A,+87 kg Women,0,0,447,135,140,145,145,-175,175,178,178,323
4,4,4,KIM Kuk Hyang,NA,1993-04-20,NA,NA,A,+87 kg Women,0,0,447,115,120,123,123,-155,155,163,163,286
5,5,5,AKMAL Nurul,NA,1993-02-12,NA,NA,A,+87 kg Women,0,0,447,105,109,112,112,-143,143,-149,143,255
6,6,6,SALADIN TOLENTINO Veronica Estela,NA,1992-05-21,NA,NA,A,+87 kg Women,0,0,447,-105,-105,105,105,130,135,140,140,245
1,1,1,YANG Zhe,NA,1991-07-14,NA,NA,A,109 kg Men,0,0,447,180,186,193,193,205,215,NA,215,408
2,2,3,BOCHKOV Rodion,NA,1993-09-27,NA,NA,A,109 kg Men,0,0,447,175,181,-185,181,200,NA,NA,200,381
3,3,2,MOCHIDA Ryunosuke,NA,1993-06-18,NA,NA,A,109 kg Men,0,0,447,155,-160,-163,155,190,200,210,210,365
1,2,1,VUONG Thi Huyen,NA,1992-06-22,NA,NA,A,45 kg Women,0,0,447,-72,72,-76,72,90,95,98,98,170
