total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,date_of_birth,age,gender,nation,group,bw,category,dq,old_classes,event_id,event,date,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,CALERO TORRES Anderson Jimmy,6772,1992-09-04,25.72876712328767,M,ECU,A,150.4,+105 kg Men,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,150,165,-175,165,190,-200,200,200,365
2,2,2,GUTIERREZ Juan,5261,1990-02-07,28.301369863013697,M,BOL,A,105.3,+105 kg Men,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,85,90,95,95,115,122,-130,122,217
1,1,1,MATAMALA ARAYA Nicol Valeska,4507,1988-08-07,29.805479452054794,W,CHI,A,92.5,+90 kg Women,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,85,93,98,98,105,114,118,118,216
1,1,1,ARROYO VALDEZ Jorge David,6110,1991-09-23,26.676712328767124,M,ECU,A,104.8,105 kg Men,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,177,-182,182,182,194,200,202,202,384
2,3,2,VIERA ESPINOZA Hernan Moises,7079,1993-01-16,25.361643835616437,M,PER,A,104,105 kg Men,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,150,155,-158,155,-200,201,-212,201,356
3,2,3,CONTRERAS CHAMORRO Wilmer Eduardo,5970,1991-06-13,26.956164383561642,M,ECU,A,94.45,105 kg Men,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,150,155,158,158,187,193,197,197,355
1,1,1,CAMPOVERDE ALMEIDA Angelica Mercedes,9645,1996-05-31,21.991780821917807,W,ECU,A,48,48 kg Women,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,71,73,-75,73,92,95,-97,95,168
2,2,2,LANDEROS LOPEZ Katherine Ignacia,5778,1991-01-19,27.353424657534248,W,CHI,A,47.75,48 kg Women,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,62,-65,65,65,81,85,-88,85,150
3,3,3,TORREZ Yessica,7665,1993-10-19,24.605479452054794,W,BOL,A,47.05,48 kg Women,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,-58,58,62,62,71,74,-77,74,136
4,4,4,HUANCA Aida,11143,1998-05-03,20.068493150684933,W,BOL,A,47.15,48 kg Women,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,40,-45,45,45,50,55,-60,55,100
1,1,1,SANDI PIZANGO Tessy Karen,9973,1996-11-20,21.517808219178082,W,PER,A,52.9,53 kg Women,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,78,-81,81,81,103,107,-109,107,188
2,2,2,SANMARTIN MATUTE Cinthya Elizabeth,10300,1997-04-04,21.147945205479452,W,ECU,A,52.2,53 kg Women,0,1,426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,-78,78,-80,78,95,99,-102,99,177
