total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,KUWORGE Enzo Kofi,NA,2001-08-31,NA,NA,A,+109 kg Men,0,0,524,162,170,175,175,200,205,210,210,385
2,2,3,BURBALA Yevhen,NA,2002-01-19,NA,NA,A,+109 kg Men,0,0,524,151,156,161,161,-192,192,197,197,358
3,4,2,OFLAZ Ali,NA,2003-10-01,NA,NA,A,+109 kg Men,0,0,524,-150,150,-155,150,190,193,198,198,348
4,3,5,PASIKOWSKI Olaf Jan,NA,2001-07-19,NA,NA,A,+109 kg Men,0,0,524,-150,150,-155,150,175,-180,180,180,330
5,7,4,ARENA Christian Antonio,NA,2001-01-11,NA,NA,A,+109 kg Men,0,0,524,140,-144,-145,140,180,-191,-191,180,320
6,6,6,STONKUS Karolis,NA,2001-04-12,NA,NA,A,+109 kg Men,0,0,524,133,137,141,141,171,178,-185,178,319
7,8,7,TUOVINEN Matias,NA,2001-01-01,NA,NA,A,+109 kg Men,0,0,524,135,140,-145,140,165,172,177,177,317
8,5,8,KESKITALO Hanno Matias,NA,2003-07-01,NA,NA,A,+109 kg Men,0,0,524,136,141,-145,141,170,-175,-175,170,311
1,1,1,ORLOVA Viktoriia,NA,2001-03-05,NA,NA,A,+87 kg Women,0,0,524,96,101,-106,101,125,132,137,137,238
2,2,3,BELOZEROVA Mariia,NA,2003-04-07,NA,NA,A,+87 kg Women,0,0,524,90,94,96,96,111,115,118,118,214
3,3,4,VLASENKO Anastasiia,NA,2001-05-02,NA,NA,A,+87 kg Women,0,0,524,89,91,95,95,113,117,-120,117,212
4,4,2,YALCIN Nuran,NA,2002-09-08,NA,NA,A,+87 kg Women,0,0,524,-89,90,-95,90,-118,118,-123,118,208
5,6,5,"NAREWSKA Martyna",NA,2003-10-09,NA,NA,A,+87 kg Women,0,0,524,-83,83,86,86,105,109,111,111,197
6,5,6,JANIAK Julia,NA,2002-10-21,NA,NA,A,+87 kg Women,0,0,524,83,86,89,89,103,-107,-107,103,192
7,7,7,MIKHEL Eszter,NA,2005-01-21,NA,NA,A,+87 kg Women,0,0,524,72,75,-77,75,90,95,-100,95,170
1,1,2,SHARANKOU Siarhei,NA,2002-06-15,NA,NA,A,102 kg Men,0,0,524,160,165,167,167,185,192,195,195,362
2,2,1,LOMTADZE Zaza,NA,2001-12-06,NA,NA,A,102 kg Men,0,0,524,151,155,-158,155,186,193,196,196,351
3,3,3,PETROSYAN Petros,NA,2002-11-28,NA,NA,A,102 kg Men,0,0,524,150,-155,155,155,188,-194,194,194,349
4,4,4,RUBANOVSKYI Mykyta,NA,2003-02-19,NA,NA,A,102 kg Men,0,0,524,143,147,150,150,175,180,-187,180,330
5,5,5,URBANOVICH Anton,NA,2001-01-10,NA,NA,A,102 kg Men,0,0,524,144,-148,148,148,-175,175,-183,175,323
6,7,7,KOLAR Jan,NA,2002-05-18,NA,NA,A,102 kg Men,0,0,524,132,136,141,141,160,165,-169,165,306
7,9,6,KAZUMASHVILI Vano,NA,2003-01-17,NA,NA,A,102 kg Men,0,0,524,130,-135,135,135,160,-168,168,168,303
8,6,8,PAMARNACKAS Kornelijus,NA,2002-01-20,NA,NA,A,102 kg Men,0,0,524,135,141,-146,141,155,161,-166,161,302
9,8,9,HAUSTOVS Jevgenijs,NA,2003-02-24,NA,NA,A,102 kg Men,0,0,524,128,134,136,136,152,156,-160,156,292
10,10,10,REHAK Michal,NA,2001-02-07,NA,NA,A,102 kg Men,0,0,524,128,-134,-134,128,-151,152,-160,152,280
1,1,1,HOZA Bohdan,NA,2002-01-12,NA,NA,A,109 kg Men,0,0,524,184,190,-192,190,-205,205,210,210,400
2,2,2,VAGAITSEV Daniil,NA,2001-11-13,NA,NA,A,109 kg Men,0,0,524,175,180,-183,180,-203,204,-211,204,384
3,3,3,TALAKHADZE Akaki,NA,2001-07-29,NA,NA,A,109 kg Men,0,0,524,151,155,-158,155,185,195,-205,195,350
4,4,4,GRITENCO Artiom,NA,2002-02-15,NA,NA,A,109 kg Men,0,0,524,145,150,-154,150,170,176,180,180,330
5,5,5,OSUCH Igor,NA,2003-03-16,NA,NA,A,109 kg Men,0,0,524,147,-151,-151,147,-174,174,-180,174,321
6,6,6,LUCZ Levente,NA,2002-03-12,NA,NA,A,109 kg Men,0,0,524,127,132,135,135,155,162,-170,162,297
NA,7,NA,YLISOINI Jukka,NA,2003-11-05,NA,NA,A,109 kg Men,0,0,524,-122,122,-126,122,-158,-158,-160,NA,NA
1,1,3,ZAGORAC Radmila,NA,2001-01-24,NA,NA,A,45 kg Women,0,0,524,62,65,-67,65,76,-79,80,80,145
2,2,1,AYHAN Asuman,NA,2002-03-29,NA,NA,A,45 kg Women,0,0,524,63,-66,-66,63,-80,80,-83,80,143
3,3,2,GUZIKOVA Alina,NA,2003-06-23,NA,NA,A,45 kg Women,0,0,524,58,60,62,62,73,76,80,80,142
4,4,4,GARCIA RINCON Marta,NA,2003-06-28,NA,NA,A,45 kg Women,0,0,524,-59,59,61,61,70,73,-75,73,134
5,5,5,NGUYEN Linda,NA,2003-10-25,NA,NA,A,45 kg Women,0,0,524,51,53,55,55,-66,-66,66,66,121
6,6,6,PAPOUTSAKI Athena Efremia,NA,2002-03-22,NA,NA,A,45 kg Women,0,0,524,-45,45,48,48,63,-66,-66,63,111
1,1,1,IMPERIO Giulia,NA,2001-12-07,NA,NA,A,49 kg Women,0,0,524,78,82,-87,82,95,101,-104,101,183
2,2,3,ANDREEVA Polina,NA,2002-02-20,NA,NA,A,49 kg Women,0,0,524,71,74,76,76,86,89,91,91,167
3,3,2,ZHATKINA Elizaveta,NA,2002-09-10,NA,NA,A,49 kg Women,0,0,524,68,70,-72,70,88,90,92,92,162
4,6,4,BERENZON Alina,NA,2003-06-10,NA,NA,A,49 kg Women,0,0,524,56,59,-61,59,73,76,79,79,138
5,5,5,CELINSKA-MYSLAW Klaudia,NA,2002-02-22,NA,NA,A,49 kg Women,0,0,524,58,60,62,62,71,-74,75,75,137
6,7,6,POSTILA Saara,NA,2006-10-12,NA,NA,A,49 kg Women,0,0,524,50,53,-54,53,60,-63,63,63,116
7,8,7,SAVOLAINEN Iiris,NA,2006-11-07,NA,NA,A,49 kg Women,0,0,524,50,-52,53,53,58,61,-63,61,114
NA,4,NA,BOMBEN Martina,NA,2002-12-07,NA,NA,A,49 kg Women,0,0,524,69,-71,-72,69,-90,-90,-90,NA,NA
1,3,1,CHOLAKYAN Garnik,NA,2002-12-21,NA,NA,A,55 kg Men,0,0,524,95,100,-104,100,125,130,NA,130,230
2,1,3,POLAK Frantisek,NA,2001-07-01,NA,NA,A,55 kg Men,0,0,524,95,99,103,103,118,121,-126,121,224
3,5,2,GUNAY Melihcan,NA,2001-04-20,NA,NA,A,55 kg Men,0,0,524,-93,93,96,96,118,121,-126,121,217
4,2,6,CELIK Sahin,NA,2002-07-01,NA,NA,A,55 kg Men,0,0,524,99,102,-105,102,-114,-114,114,114,216
5,7,5,DANEV Deniz,NA,2003-06-26,NA,NA,A,55 kg Men,0,0,524,-90,90,-92,90,110,-115,115,115,205
6,8,4,SHAMILISHVILI Bachuki,NA,2002-04-02,NA,NA,A,55 kg Men,0,0,524,-87,87,-91,87,110,115,-119,115,202
7,9,7,DZOBAK Alexandr,NA,2004-02-14,NA,NA,A,55 kg Men,0,0,524,75,79,82,82,98,-104,104,104,186
8,10,8,VIITASAARI Joona Juhani,NA,2004-10-29,NA,NA,A,55 kg Men,0,0,524,74,76,79,79,95,-101,-101,95,174
NA,4,NA,LA BARBERA Federico,NA,2002-11-23,NA,NA,A,55 kg Men,0,0,524,98,-101,-102,98,-125,-125,-126,NA,NA
NA,6,NA,MARCHANKA Aliaksandr,NA,2003-06-06,NA,NA,A,55 kg Men,0,0,524,-91,91,-94,91,-110,-110,-110,NA,NA
1,1,1,SAMULIAK Svitlana,NA,2003-07-19,NA,NA,A,55 kg Women,0,0,524,83,86,88,88,99,-103,103,103,191
2,2,2,IVZHENKO Olha,NA,2003-10-06,NA,NA,A,55 kg Women,0,0,524,77,80,82,82,95,98,-103,98,180
3,3,4,PILZ Annika,NA,2002-12-06,NA,NA,A,55 kg Women,0,0,524,75,78,80,80,92,95,98,98,178
4,4,5,YULIYA Hulina,NA,2002-05-06,NA,NA,A,55 kg Women,0,0,524,76,79,-81,79,92,97,-99,97,176
5,6,3,KHRYSTSINA Krachava,NA,2004-09-28,NA,NA,A,55 kg Women,0,0,524,68,72,75,75,90,94,98,98,173
6,5,6,TZATZOLLARI Elena,NA,2002-06-10,NA,NA,A,55 kg Women,0,0,524,73,75,-77,75,89,93,-96,93,168
7,8,7,REZZAK Amelle,NA,2002-09-06,NA,NA,A,55 kg Women,0,0,524,69,-71,-71,69,89,-92,-92,89,158
8,9,8,SHAHAM Roni,NA,2002-08-09,NA,NA,B,55 kg Women,0,0,524,-65,65,67,67,81,85,-88,85,152
9,10,10,VAISANEN Vilma,NA,2002-09-16,NA,NA,B,55 kg Women,0,0,524,62,65,-67,65,76,80,82,82,147
10,12,9,LADVENICOVA Nina,NA,2002-09-05,NA,NA,B,55 kg Women,0,0,524,-63,63,-66,63,-79,79,83,83,146
11,11,11,KORKKO Viivi,NA,2002-06-12,NA,NA,B,55 kg Women,0,0,524,60,62,64,64,-80,-80,80,80,144
NA,7,NA,POLKA Zuzanna,NA,2003-01-07,NA,NA,A,55 kg Women,0,0,524,70,-73,-74,70,-89,-89,-89,NA,NA
1,1,1,KONOTOP Kamila,NA,2001-03-23,NA,NA,A,59 kg Women,0,0,524,90,93,95,95,108,111,114,114,209
2,4,3,ZAKHARCHENKO Alina,NA,2002-03-02,NA,NA,A,59 kg Women,0,0,524,88,-91,91,91,106,108,112,112,203
3,2,4,OZKAN Cansel,NA,2002-02-26,NA,NA,A,59 kg Women,0,0,524,88,90,92,92,105,108,110,110,202
4,3,6,PICCINNO Chiara,NA,2001-07-05,NA,NA,A,59 kg Women,0,0,524,85,89,91,91,105,-107,-110,105,196
5,7,2,SZYMANEK Monika Malgorzata,NA,2002-01-06,NA,NA,A,59 kg Women,0,0,524,80,-83,-83,80,106,110,113,113,193
6,6,5,VALOGGIA Viola,NA,2002-01-05,NA,NA,A,59 kg Women,0,0,524,78,81,84,84,100,-104,106,106,190
7,5,9,KARDARA Maria,NA,2001-08-27,NA,NA,A,59 kg Women,0,0,524,85,87,-90,87,95,-100,-100,95,182
8,8,7,POLKA Maria,NA,2003-01-07,NA,NA,A,59 kg Women,0,0,524,73,76,79,79,94,-98,98,98,177
9,12,8,ARVA Cintia Andrea,NA,2002-12-31,NA,NA,A,59 kg Women,0,0,524,-71,71,74,74,93,96,-98,96,170
10,10,11,SAFRATOVA Vendula,NA,2004-11-08,NA,NA,B,59 kg Women,0,0,524,73,76,-78,76,87,91,-95,91,167
11,11,10,PAYET Loane Marie Aurelia,NA,2003-05-21,NA,NA,B,59 kg Women,0,0,524,72,75,-77,75,92,-95,-95,92,167
12,13,13,WIBLING Siff,NA,2003-04-30,NA,NA,B,59 kg Women,0,0,524,68,-71,-71,68,-78,78,-81,78,146
13,14,12,LALUJA Eden,NA,2001-01-15,NA,NA,B,59 kg Women,0,0,524,-65,-65,65,65,-80,-80,80,80,145
14,15,14,RATTYA Vilma,NA,2006-11-15,NA,NA,B,59 kg Women,0,0,524,-60,-60,61,61,-73,73,-75,73,134
NA,9,NA,SCHLITTIG Vicky,NA,2003-04-10,NA,NA,A,59 kg Women,0,0,524,73,75,77,77,-93,-95,-95,NA,NA
1,1,1,MASSIDDA Sergio,NA,2002-01-26,NA,NA,A,61 kg Men,0,0,524,121,126,-130,126,148,150,154,154,280
2,2,4,MKHITARIAN Vanik,NA,2003-01-23,NA,NA,A,61 kg Men,0,0,524,-120,120,-125,120,143,149,-153,149,269
3,5,3,MARINOV Gabriel,NA,2003-12-25,NA,NA,A,61 kg Men,0,0,524,110,115,-118,115,141,145,152,152,267
4,3,5,DZHABIROV Aindi,NA,2001-07-21,NA,NA,A,61 kg Men,0,0,524,113,117,-120,117,138,142,-146,142,259
5,6,2,RUSEV Angel Hriskov,NA,2001-07-13,NA,NA,A,61 kg Men,0,0,524,-105,105,NA,105,145,-150,153,153,258
6,4,6,PAPOU Yahor,NA,2003-09-15,NA,NA,A,61 kg Men,0,0,524,105,111,116,116,130,136,141,141,257
7,7,7,JIMENEZ CANO Adrian,NA,2001-04-14,NA,NA,A,61 kg Men,0,0,524,95,-100,100,100,115,120,125,125,225
8,8,8,DURAK Faris,NA,2002-09-25,NA,NA,A,61 kg Men,0,0,524,80,85,-88,85,-100,100,-107,100,185
NA,NA,9,AHTIAINEN Patrik,NA,2004-06-22,NA,NA,A,61 kg Men,0,0,524,-81,-81,-81,NA,-95,95,-101,95,NA
1,1,1,MISERENDINO Giulia,NA,2002-06-24,NA,NA,A,64 kg Women,0,0,524,98,100,-102,100,115,120,NA,120,220
2,2,3,OZKAN Aysel,NA,2002-02-26,NA,NA,A,64 kg Women,0,0,524,90,94,99,99,105,-110,-112,105,204
3,3,2,WOLK Wiktoria Krystyna,NA,2001-03-10,NA,NA,A,64 kg Women,0,0,524,88,-91,-93,88,106,110,-117,110,198
4,5,5,BAECKSTROEM Jannike Anna,NA,2003-08-20,NA,NA,A,64 kg Women,0,0,524,78,81,84,84,97,100,102,102,186
5,4,6,MAISEYEVICH Dziyana,NA,2002-04-22,NA,NA,A,64 kg Women,0,0,524,82,85,-88,85,-100,-100,100,100,185
6,7,4,LOEN Julia Jordanger,NA,2002-02-28,NA,NA,A,64 kg Women,0,0,524,-79,79,82,82,99,102,-105,102,184
7,6,9,CIOBANU Tatiana,NA,2001-04-26,NA,NA,A,64 kg Women,0,0,524,78,82,-84,82,95,-99,-100,95,177
8,8,7,LOTTI Lisa,NA,2003-06-26,NA,NA,A,64 kg Women,0,0,524,78,-82,-82,78,98,-102,NA,98,176
9,9,8,YLISOINI Janette,NA,2006-04-06,NA,NA,A,64 kg Women,0,0,524,74,-77,-78,74,94,97,-100,97,171
10,11,10,LAILA Miarelli,NA,2002-05-09,NA,NA,B,64 kg Women,0,0,524,65,68,-71,68,88,-92,92,92,160
11,10,11,AGERTOFT Jasmin,NA,2001-10-26,NA,NA,B,64 kg Women,0,0,524,-68,68,71,71,80,84,87,87,158
12,12,12,SAAR Mona,NA,2002-05-04,NA,NA,B,64 kg Women,0,0,524,-65,65,-70,65,80,-84,-84,80,145
NA,NA,NA,ACKERMANN Antonia,NA,2002-10-27,NA,NA,A,64 kg Women,0,0,524,-84,-86,-86,NA,-102,-102,-102,NA,NA
1,1,1,SAHAKYAN Gor,NA,2003-09-01,NA,NA,A,67 kg Men,0,0,524,130,134,136,136,160,165,-166,165,301
2,3,2,GENC Fehmi Yusuf,NA,2002-05-23,NA,NA,A,67 kg Men,0,0,524,129,132,-135,132,-163,163,-170,163,295
3,4,3,DIMOV Ivan,NA,2002-12-04,NA,NA,B,67 kg Men,0,0,524,-130,-130,130,130,150,157,161,161,291
4,2,6,SHARKOV Albert,NA,2002-01-28,NA,NA,A,67 kg Men,0,0,524,130,-135,135,135,-145,145,152,152,287
5,5,4,GIORBELIDZE Gurami,NA,2002-03-17,NA,NA,A,67 kg Men,0,0,524,123,-127,127,127,151,156,-162,156,283
6,7,5,CORBU Andrea,NA,2002-09-20,NA,NA,A,67 kg Men,0,0,524,120,-125,125,125,150,155,-162,155,280
7,6,7,URBAN Kacper Kamil,NA,2001-11-08,NA,NA,A,67 kg Men,0,0,524,-123,123,126,126,145,-150,-151,145,271
8,9,8,SCHMITT Riccardo,NA,2003-01-25,NA,NA,B,67 kg Men,0,0,524,-105,105,-109,105,135,138,-140,138,243
9,10,10,SLUTZKY Yoel,NA,2001-08-20,NA,NA,B,67 kg Men,0,0,524,94,98,-101,98,115,120,-125,120,218
10,11,9,NIEMELA Timi,NA,2003-11-12,NA,NA,B,67 kg Men,0,0,524,88,92,-95,92,115,121,-127,121,213
11,12,11,HAUTANIEMI Eetu,NA,2005-06-11,NA,NA,B,67 kg Men,0,0,524,91,-94,-95,91,-110,-110,110,110,201
NA,8,NA,ALTINTAS Emekcan,NA,2002-03-06,NA,NA,A,67 kg Men,0,0,524,123,-127,-130,123,-155,-155,-162,NA,NA
1,1,1,GUSEVA Evgeniia,NA,2001-08-13,NA,NA,A,71 kg Women,0,0,524,-98,98,103,103,120,125,127,127,230
1,1,1,GUSEVA Evgeniia,NA,2001-08-13,NA,NA,A,71 kg Women,0,0,524,-98,98,103,103,120,125,127,127,230
2,6,2,IVANOVA Daniela,NA,2002-06-19,NA,NA,A,71 kg Women,0,0,524,-84,84,87,87,109,113,114,114,201
3,3,4,LUOSTARINEN Aino Enni Inkeri,NA,2003-05-15,NA,NA,A,71 kg Women,0,0,524,83,87,91,91,-108,-108,109,109,200
4,4,3,ROSINSKA Yevheniia,NA,2003-05-30,NA,NA,A,71 kg Women,0,0,524,86,88,90,90,-107,109,-111,109,199
5,2,6,KIREVA Maria-Magdalena Kirilova,NA,2001-03-09,NA,NA,A,71 kg Women,0,0,524,-90,90,93,93,105,-108,-108,105,198
6,5,5,STURLUDOTTIR Eyglo Fanndal,NA,2001-06-25,NA,NA,A,71 kg Women,0,0,524,-86,-86,89,89,-100,101,108,108,197
7,8,7,KACZMARCZYK Andzelika,NA,2002-05-05,NA,NA,A,71 kg Women,0,0,524,83,-86,-88,83,105,-109,-110,105,188
8,7,9,KHEIDZER Darya,NA,2002-03-08,NA,NA,A,71 kg Women,0,0,524,81,84,86,86,101,-105,-105,101,187
9,9,8,HORNER Amelie,NA,2002-09-17,NA,NA,A,71 kg Women,0,0,524,82,-85,-88,82,100,103,-106,103,185
10,12,10,"NAKAR Atalya",NA,2001-10-22,NA,NA,B,71 kg Women,0,0,524,-74,74,77,77,92,96,-99,96,173
11,11,11,OJERE Ilze,NA,2002-04-21,NA,NA,A,71 kg Women,0,0,524,75,78,-81,78,93,-97,-100,93,171
12,10,12,KONONEN Iita,NA,2006-03-30,NA,NA,B,71 kg Women,0,0,524,72,75,78,78,85,-88,88,88,166
1,1,4,ZAITSAU Uladzimir,NA,2001-09-04,NA,NA,A,73 kg Men,0,0,524,135,140,-144,140,155,160,-165,160,300
2,3,3,JAMALI BOULAAYOUN Ismail,NA,2003-12-02,NA,NA,A,73 kg Men,0,0,524,127,132,136,136,157,162,-165,162,298
3,4,1,VEGLIA Fabrizio,NA,2001-02-22,NA,NA,A,73 kg Men,0,0,524,130,133,-137,133,-165,-165,165,165,298
4,5,2,FRALOU Andrei,NA,2003-06-10,NA,NA,A,73 kg Men,0,0,524,125,130,-135,130,157,161,164,164,294
5,2,5,MALAKMADZE Archil,NA,2001-04-30,NA,NA,A,73 kg Men,0,0,524,133,136,-139,136,-154,154,-161,154,290
6,6,6,FINNIGAN Jacob James,NA,2002-05-22,NA,NA,A,73 kg Men,0,0,524,118,-122,-122,118,-154,-154,154,154,272
7,8,7,HOFSTAD Mats,NA,2002-09-01,NA,NA,A,73 kg Men,0,0,524,117,-124,-124,117,145,-152,-155,145,262
8,10,9,MASJUKOV Daniil,NA,2001-05-26,NA,NA,B,73 kg Men,0,0,524,92,96,99,99,122,126,-130,126,225
NA,7,NA,BENYIK Gabriel,NA,2002-03-22,NA,NA,B,73 kg Men,0,0,524,109,113,117,117,-130,-132,-132,NA,NA
NA,9,NA,MATEJICEK Matej,NA,2002-06-07,NA,NA,B,73 kg Men,0,0,524,108,112,-116,112,-135,-135,-135,NA,NA
NA,NA,8,LAZUGA Konrad,NA,2003-02-03,NA,NA,A,73 kg Men,0,0,524,-123,-123,-124,NA,-142,-142,142,142,NA
1,1,2,ANDREEVA Mariia,NA,2001-05-14,NA,NA,A,76 kg Women,0,0,524,100,103,106,106,118,123,-128,123,229
2,2,1,UCAN Dilara,NA,2002-04-15,NA,NA,A,76 kg Women,0,0,524,95,98,101,101,118,122,127,127,228
3,3,3,KHACHATRYAN Milena,NA,2002-01-02,NA,NA,A,76 kg Women,0,0,524,91,95,99,99,112,116,121,121,220
4,4,4,GRUZDOVA Mariia,NA,2005-05-01,NA,NA,A,76 kg Women,0,0,524,88,91,94,94,110,-115,117,117,211
5,5,6,KAROLAK Maria,NA,2003-10-05,NA,NA,A,76 kg Women,0,0,524,82,86,89,89,103,-106,107,107,196
6,6,7,STEINER Victoria,NA,2003-09-26,NA,NA,A,76 kg Women,0,0,524,78,82,-84,82,102,106,-108,106,188
7,7,8,MEHMEDOVA Ayshe Ahmedova,NA,2005-12-18,NA,NA,A,76 kg Women,0,0,524,-70,70,-77,70,90,95,-98,95,165
