total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,DAVOUDI Ali,NA,1999-03-22,NA,NA,A,+109 kg Men,0,0,451,190,-200,-200,190,231,-240,-242,231,421
2,2,2,SOLEYMANI Alireza,NA,1996-02-17,NA,NA,A,+109 kg Men,0,0,451,170,-175,-175,175,205,212,-217,212,382
3,3,3,AL-DARRAJI Mohammed Hadi Kadhim,NA,1998-07-25,NA,NA,A,+109 kg Men,0,0,451,150,157,162,162,190,195,-200,195,357
1,1,3,HASHEMI Ali,NA,1991-11-01,NA,NA,A,109 kg Men,0,0,451,175,-180,182,182,215,222,-232,222,404
2,3,1,GHADAMI Kia,NA,1991-01-26,NA,NA,A,109 kg Men,0,0,451,173,-178,-178,173,211,231,-235,231,404
3,2,2,PLESNIEKS Arturs,NA,1992-01-21,NA,NA,A,109 kg Men,0,0,451,172,177,181,181,215,222,-232,222,403
4,4,5,FISCHER David,NA,1998-11-03,NA,NA,A,109 kg Men,0,0,451,163,168,-172,168,202,-210,-210,202,370
5,6,4,ELVAN Resul,NA,1989-03-18,NA,NA,A,109 kg Men,0,0,451,150,155,160,160,195,200,207,207,367
6,5,6,HOFMANN Matthaeus Klaus Lorant Georg,NA,1994-06-28,NA,NA,A,109 kg Men,0,0,451,160,165,168,168,188,193,198,198,366
NA,NA,NA,ALAIFURI Salwan Jasim Abbood,NA,1991-09-26,NA,NA,A,109 kg Men,0,0,451,-180,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,MAU Jon Luke,NA,1998-10-02,NA,NA,A,61 kg Men,0,0,451,113,118,-122,118,148,153,156,156,274
2,2,2,TOPTAS Caner,NA,2001-08-14,NA,NA,A,61 kg Men,0,0,451,108,114,-119,114,125,130,135,135,249
3,3,3,AL AJARMEH Hamzeh Ahmad Awad,NA,2002-06-27,NA,NA,A,61 kg Men,0,0,451,65,71,74,74,78,-83,86,86,160
1,1,1,AL-ZUBAIDI Mohammed Ali Wahhab,NA,1996-01-01,NA,NA,A,67 kg Men,0,0,451,124,-130,-130,124,-156,-156,156,156,280
2,2,2,NEMER Zaid Mohammad Ayoub,NA,2002-09-05,NA,NA,A,67 kg Men,0,0,451,75,80,87,87,95,105,112,112,199
1,2,1,DUMITRASCU Paul,NA,2000-01-31,NA,NA,A,73 kg Men,0,0,451,130,134,136,136,-170,172,176,176,312
2,3,2,OZBEK Muhammed Furkan,NA,2001-01-24,NA,NA,A,73 kg Men,0,0,451,133,-135,135,135,165,172,174,174,309
3,4,4,LAFEE Waleed Abdel Jabar Ahmad,NA,2002-02-26,NA,NA,A,73 kg Men,0,0,451,95,103,-107,103,120,128,133,133,236
NA,1,NA,ISMAYILOV Daniyar,NA,1992-02-03,NA,NA,A,73 kg Men,0,0,451,150,154,-157,154,-175,-175,-175,NA,NA
NA,1,NA,ISMAYILOV Daniyar,NA,1992-02-03,NA,NA,A,73 kg Men,0,0,451,150,154,-157,154,-175,-175,-175,NA,NA
NA,NA,3,ATABAYEV Guvanch,NA,1994-04-14,NA,NA,A,73 kg Men,0,0,451,-133,-133,-134,NA,-160,160,-170,160,NA
1,2,1,MUELLER Nico,NA,1993-11-02,NA,NA,A,81 kg Men,0,0,451,150,154,157,157,188,193,198,198,355
2,1,3,SUHAREVS Ritvars,NA,1999-01-11,NA,NA,A,81 kg Men,0,0,451,152,156,160,160,185,-190,-191,185,345
3,4,2,ALJUMAILI Safaa Rashid Mahmood,NA,1990-01-01,NA,NA,A,81 kg Men,0,0,451,147,152,-155,152,190,-194,-194,190,342
4,3,4,LANG Max Richard,NA,1992-12-06,NA,NA,A,81 kg Men,0,0,451,148,153,-156,153,180,185,-190,185,338
5,5,5,JAVADI ALIABADI Mir Mostafa,NA,2000-06-22,NA,NA,A,81 kg Men,0,0,451,145,150,-155,150,181,-191,-191,181,331
6,6,6,AL-HUSSEIN Ahmed Farooq Ghulam,NA,1990-08-15,NA,NA,A,81 kg Men,0,0,451,140,146,-148,146,-181,181,-187,181,327
7,7,7,SHOHRADOV Shatlyk,NA,2000-03-04,NA,NA,A,81 kg Men,0,0,451,136,140,144,144,165,169,-172,169,313
1,1,1,ROSTAMI Kianoush,NA,1991-07-23,NA,NA,A,96 kg Men,0,0,451,161,172,NA,172,200,210,220,220,392
2,2,2,KOZEVNIKOVS Vadims,NA,1994-02-01,NA,NA,A,96 kg Men,0,0,451,151,156,160,160,196,-202,202,202,362
3,3,3,SPIESS Jurgen Christian,NA,1984-03-26,NA,NA,A,96 kg Men,0,0,451,153,157,160,160,188,195,-200,195,355
4,4,4,MEREDOV Izzatbek,NA,1996-06-03,NA,NA,A,96 kg Men,0,0,451,-145,145,150,150,181,-187,-187,181,331
5,5,5,SERDAROV Azat,NA,1999-02-07,NA,NA,A,96 kg Men,0,0,451,-135,135,139,139,170,175,-180,175,314
6,6,6,ALABOUDI Khaled Awad Bahjat,NA,2000-05-28,NA,NA,A,96 kg Men,0,0,451,-133,133,-140,133,160,168,171,171,304
7,7,7,RAHMAN Hafijur,NA,1991-02-03,NA,NA,A,96 kg Men,0,0,451,110,-115,-116,110,130,135,138,138,248
NA,NA,NA,MORADI Sohrab,NA,1988-09-22,NA,NA,A,96 kg Men,0,0,451,-180,NA,NA,NA,NA,NA,NA,NA,NA
