total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,date_of_birth,age,gender,nation,group,bw,category,dq,old_classes,event_id,event,date,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,SETEFANO Joachim Tuigamala Ofisa,13270,1998-07-18,19.1,M,NZL,A,156.33,+105 kg Men,0,1,397,OCEANIA JUNIOR CHAMPIONSHIPS,2017-09-03,140,145,-150,145,170,-175,-175,170,315
2,2,2,WALSH Orion,15351,1999-03-17,18.5,M,AUS,A,138.27,+105 kg Men,0,1,397,OCEANIA JUNIOR CHAMPIONSHIPS,2017-09-03,119,122,125,125,144,-148,148,148,273
3,3,3,FAAMAUSILIFALA Malachi David,4292,2001-08-08,16.1,M,SAM,A,109.12,+105 kg Men,0,1,397,OCEANIA JUNIOR CHAMPIONSHIPS,2017-09-03,95,101,-107,101,117,125,132,132,233
1,1,1,STOWERS Feagaiga,13967,2000-11-17,16.8,W,SAM,A,114.31,+90 kg Women,0,1,397,OCEANIA JUNIOR CHAMPIONSHIPS,2017-09-03,-102,102,107,107,129,-135,136,136,243
2,2,2,AMOE-TARRANT Charisma Precious,949,1999-05-26,18.3,W,NRU,A,120.32,+90 kg Women,0,1,397,OCEANIA JUNIOR CHAMPIONSHIPS,2017-09-03,80,85,90,90,110,120,125,125,215
3,3,3,LYNCH Manine Mato Oakirangi,8719,1999-02-12,18.6,W,COK,A,114.42,+90 kg Women,0,1,397,OCEANIA JUNIOR CHAMPIONSHIPS,2017-09-03,72,76,80,80,92,97,98,98,178
4,4,4,DUNNE Bronwyn,3943,2003-08-26,14,W,AUS,A,93.17,+90 kg Women,0,1,397,OCEANIA JUNIOR CHAMPIONSHIPS,2017-09-03,58,62,-66,62,80,-84,84,84,146
1,1,1,AKUA Liebon,408,1998-03-25,19.4,W,NRU,B,52.99,53 kg Women,0,1,397,OCEANIA JUNIOR CHAMPIONSHIPS,2017-09-03,50,53,-55,53,55,-63,-65,55,108
1,1,1,CAIN Shadrach,2403,1999-07-27,18.1,M,NRU,A,55.47,56 kg Men,0,1,397,OCEANIA JUNIOR CHAMPIONSHIPS,2017-09-03,75,-80,80,80,105,-110,-110,105,185
1,1,1,CLOHESY Kalah,3134,2000-12-27,16.7,W,AUS,B,56.01,58 kg Women,0,1,397,OCEANIA JUNIOR CHAMPIONSHIPS,2017-09-03,53,-56,-57,53,78,-82,-82,78,131
