total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,2,1,MASSOUD Mohamed Ehsan Attia,NA,1984-01-11,NA,NA,A,+105 kg Men,0,1,255,181,186,191,191,222,230,231,231,422
2,1,2,MURATOV Gennady,NA,1987-03-02,NA,NA,A,+105 kg Men,0,1,255,185,-190,191,191,220,225,230,230,421
3,4,3,PROSHAK Oleg,NA,1983-11-06,NA,NA,A,+105 kg Men,0,1,255,183,187,NA,187,220,-225,228,228,415
4,3,5,"NAGY Peter",NA,1986-01-16,NA,NA,A,+105 kg Men,0,1,255,182,188,-192,188,217,224,-228,224,412
5,6,4,SAVCHUK Antoniy,NA,1995-11-20,NA,NA,A,+105 kg Men,0,1,255,170,-177,180,180,212,221,226,226,406
6,5,6,HAKOBYAN Hayk,NA,1990-06-14,NA,NA,A,+105 kg Men,0,1,255,175,185,-190,185,205,215,-220,215,400
7,7,7,KAJDOCSI Tivadar,NA,1993-10-15,NA,NA,A,+105 kg Men,0,1,255,142,-147,147,147,-187,-187,193,193,340
8,8,8,KAJDOCI Tamas,NA,1997-04-21,NA,NA,A,+105 kg Men,0,1,255,137,142,-145,142,170,-175,-175,170,312
1,1,1,KASHIRINA Tatiana,NA,1991-01-24,NA,NA,A,+75 kg Women,0,1,255,138,143,148,148,168,178,186,186,334
2,4,2,KHENJANTUEK Praeonapa,NA,1992-07-30,NA,NA,A,+75 kg Women,0,1,255,105,109,-112,109,136,144,147,147,256
3,2,3,KACHAEVA Yulia,NA,1990-11-29,NA,NA,A,+75 kg Women,0,1,255,108,111,112,112,135,-140,140,140,252
4,3,4,AANEI Andreea,NA,1993-11-18,NA,NA,A,+75 kg Women,0,1,255,100,106,109,109,125,130,-136,130,239
1,1,1,SHEIKO Maksim,NA,1988-04-14,NA,NA,A,105 kg Men,0,1,255,180,185,187,187,215,221,226,226,413
2,2,2,"NANIEV Timur",NA,1994-09-20,NA,NA,A,105 kg Men,0,1,255,174,182,-186,182,210,220,225,225,407
2,2,2,"NANIEV Timur",NA,1994-09-20,NA,NA,A,105 kg Men,0,1,255,174,182,-186,182,210,220,225,225,407
3,3,3,PLESNIEKS Arturs,NA,1992-01-21,NA,NA,A,105 kg Men,0,1,255,170,175,180,180,207,212,220,220,400
4,6,4,JUGHELI Ahed,NA,1982-10-10,NA,NA,A,105 kg Men,0,1,255,166,-171,-171,166,202,210,215,215,381
5,4,6,BONK Bartlomiej Wojciech,NA,1984-10-11,NA,NA,A,105 kg Men,0,1,255,-170,-172,175,175,190,200,NA,200,375
6,5,5,GYURKOVICS Ferenc,NA,1979-09-03,NA,NA,A,105 kg Men,0,1,255,160,167,171,171,185,195,202,202,373
1,1,1,VALENTIN PEREZ Lidia,NA,1985-02-10,NA,NA,A,75 kg Women,0,1,255,110,115,-118,115,130,135,-140,135,250
2,2,2,KARPUNENKO Oxana,NA,1991-05-17,NA,NA,A,75 kg Women,0,1,255,100,105,107,107,125,130,134,134,241
3,3,3,MAKHIYANOVA Lyaysan,NA,1993-05-02,NA,NA,A,75 kg Women,0,1,255,91,96,98,98,112,118,-120,118,216
4,4,4,KOZENKO Ganna,NA,1991-01-04,NA,NA,A,75 kg Women,0,1,255,90,93,95,95,-115,115,-121,115,210
5,5,5,LEPSA Irina-Lacramioara,NA,1992-06-06,NA,NA,A,75 kg Women,0,1,255,90,93,-96,93,112,-117,-118,112,205
1,2,1,RASULOV Ramazan,NA,1990-04-21,NA,NA,A,94 kg Men,0,1,255,162,168,-172,168,193,200,205,205,373
2,3,3,ABDALLA Ragab Abdelhay Saad A.,NA,1991-03-04,NA,NA,A,94 kg Men,0,1,255,161,165,168,168,200,-205,-206,200,368
3,1,5,KIREEV Rinat,NA,1987-10-19,NA,NA,A,94 kg Men,0,1,255,161,170,175,175,191,-200,-217,191,366
4,4,2,ZIELINSKI Tomasz Bernard,NA,1990-10-29,NA,NA,A,94 kg Men,0,1,255,155,160,162,162,193,-200,200,200,362
5,5,4,ANUSKEVICIUS Donatas,NA,1980-05-07,NA,NA,A,94 kg Men,0,1,255,155,160,-163,160,185,193,-200,193,353
NA,NA,NA,ZAIROV Intigam,NA,1985-04-21,NA,NA,A,94 kg Men,1,1,255,150,155,-160,NA,180,190,NA,NA,NA
