total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,NA,NA,ARTEAGA GARCIA Julio Cesar,NA,1986-03-09,NA,NA,A,+105 kg Men,0,1,105,0,0,0,167,0,0,0,222,389
2,NA,NA,TERAN SATORRE Sertanis,NA,1984-08-10,NA,NA,A,+105 kg Men,0,1,105,0,0,0,167,0,0,0,211,378
3,NA,NA,JUDGE Patrick,NA,1986-03-06,NA,NA,A,+105 kg Men,0,1,105,0,0,0,168,0,0,0,210,378
4,NA,NA,SARAIVA REIS Fernando,NA,1990-03-10,NA,NA,A,+105 kg Men,0,1,105,0,0,0,165,0,0,0,203,368
5,NA,NA,SOLIS ARBOLEDA William Alfredo,NA,1981-03-14,NA,NA,A,+105 kg Men,0,1,105,0,0,0,155,0,0,0,211,366
6,NA,NA,LOPEZ BOBADILLA Christian Alberto,NA,1984-03-30,NA,NA,A,+105 kg Men,0,1,105,0,0,0,165,0,0,0,195,360
7,NA,NA,ITO Collin,NA,1987-04-05,NA,NA,A,+105 kg Men,0,1,105,0,0,0,155,0,0,0,202,357
8,NA,NA,DURAN GUILLEN Francisco,NA,1984-10-26,NA,NA,A,+105 kg Men,0,1,105,0,0,0,155,0,0,0,195,350
9,NA,NA,BLAIR Lauri,NA,1977-07-16,NA,NA,A,+105 kg Men,0,1,105,0,0,0,155,0,0,0,185,340
10,NA,NA,ESCALANTE Cristian,NA,1976-09-11,NA,NA,A,+105 kg Men,0,1,105,0,0,0,157,0,0,0,180,337
11,NA,NA,BURLA Emerson,NA,1985-12-01,NA,NA,A,+105 kg Men,0,1,105,0,0,0,146,0,0,0,173,319
12,NA,NA,GARZA RAMOS Edgar,NA,1982-05-20,NA,NA,A,+105 kg Men,0,1,105,0,0,0,140,0,0,0,170,310
NA,NA,NA,CARLOS MANUEL Campos Murillo,NA,1979-10-09,NA,NA,A,+105 kg Men,0,1,105,0,0,0,163,0,0,0,NA,NA
1,NA,NA,NIEVE ARROYO Oliba Seledina,NA,1977-11-25,NA,NA,A,+75 kg Women,0,1,105,0,0,0,118,0,0,0,142,260
2,NA,NA,ROBLES Sarah Elizabeth,NA,1988-08-01,NA,NA,A,+75 kg Women,0,1,105,0,0,0,106,0,0,0,133,239
3,NA,NA,ESPINOSA Yaniuska Isabel,3820,1986-12-05,W,VEN,A,+75 kg Women,0,1,105,0,0,0,106,0,0,0,132,238
4,NA,NA,SUAREZ Cristina,NA,1983-05-05,NA,NA,A,+75 kg Women,0,1,105,0,0,0,96,0,0,0,127,223
5,NA,NA,MASCORRO OSUNA Tania Guadalupe,NA,1988-11-24,NA,NA,A,+75 kg Women,0,1,105,0,0,0,100,0,0,0,120,220
6,NA,NA,CORNEJO SCHEELJE Christina Maria V.,NA,1985-06-09,NA,NA,A,+75 kg Women,0,1,105,0,0,0,95,0,0,0,125,220
7,NA,NA,COTTO Wilma Idalis,NA,1987-11-19,NA,NA,A,+75 kg Women,0,1,105,0,0,0,90,0,0,0,120,210
8,NA,NA,MANGOLD Holley Elizabeth,NA,1989-12-22,NA,NA,A,+75 kg Women,0,1,105,0,0,0,90,0,0,0,120,210
9,NA,NA,OTZOY CASTILLO Julissa Gabriel,NA,1984-04-18,NA,NA,A,+75 kg Women,0,1,105,0,0,0,85,0,0,0,107,192
10,NA,NA,SILVA GOMES Mayara,NA,1992-06-30,NA,NA,A,+75 kg Women,0,1,105,0,0,0,84,0,0,0,107,191
11,NA,NA,MUNOZ Natalia,NA,1992-07-04,NA,NA,A,+75 kg Women,0,1,105,0,0,0,83,0,0,0,90,173
12,NA,NA,OCON Carolina,NA,1993-08-04,NA,NA,A,+75 kg Women,0,1,105,0,0,0,78,0,0,0,88,166
13,NA,NA,EDWARDS Kristin Camille A,NA,1986-05-31,NA,NA,A,+75 kg Women,0,1,105,0,0,0,65,0,0,0,70,135
1,NA,NA,LOPEZ JIMENEZ Lazaro Jose,NA,1986-09-08,NA,NA,A,105 kg Men,0,1,105,0,0,0,173,0,0,0,215,388
2,NA,NA,ARROYO VALDEZ Jorge David,NA,1991-09-23,NA,NA,A,105 kg Men,0,1,105,0,0,0,177,0,0,0,200,377
3,NA,NA,SHANKLE Donald Clark,NA,1982-03-18,NA,NA,A,105 kg Men,0,1,105,0,0,0,158,0,0,0,200,358
4,NA,NA,ALBARRAN VENTURA Leonel de Jesus,NA,1982-09-25,NA,NA,A,105 kg Men,0,1,105,0,0,0,155,0,0,0,202,357
5,NA,NA,GIBBS Cody,NA,1985-04-21,NA,NA,A,105 kg Men,0,1,105,0,0,0,165,0,0,0,191,356
6,NA,NA,DAZA TAPIA Angel David,NA,1979-04-11,NA,NA,A,105 kg Men,0,1,105,0,0,0,149,0,0,0,204,353
7,NA,NA,OSUNA LOPEZ Luis Alfredo,NA,1989-08-08,NA,NA,A,105 kg Men,0,1,105,0,0,0,158,0,0,0,189,347
8,NA,NA,FAMILIA CHECO Jose Andres,NA,1990-11-24,NA,NA,A,105 kg Men,0,1,105,0,0,0,152,0,0,0,187,339
9,NA,NA,HOLGUIN Carlos,NA,1973-01-29,NA,NA,A,105 kg Men,0,1,105,0,0,0,155,0,0,0,180,335
10,NA,NA,KOUVAKAS Alexandros,NA,1989-07-06,NA,NA,A,105 kg Men,0,1,105,0,0,0,145,0,0,0,180,325
10,NA,NA,KOUVAKAS Alexandros,NA,1989-07-06,NA,NA,A,105 kg Men,0,1,105,0,0,0,145,0,0,0,180,325
11,NA,NA,MAFRA Fabrizio,NA,1982-03-06,NA,NA,A,105 kg Men,0,1,105,0,0,0,127,0,0,0,181,308
