total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,NA,NA,KELLY Damon Joseph,NA,1983-12-01,NA,NA,A,+105 kg Men,0,1,246,160,165,-170,165,200,210,-216,210,375
2,NA,NA,NEMANI Daniel,NA,1981-04-10,NA,NA,A,+105 kg Men,0,1,246,145,150,-153,150,170,180,-187,180,330
3,NA,NA,TASI TAALA Koale Junior,NA,1995-03-23,NA,NA,A,+105 kg Men,0,1,246,-120,-120,120,120,156,161,-170,161,281
4,NA,NA,LANGI Sateki,NA,1989-04-06,NA,NA,A,+105 kg Men,0,1,246,115,123,-128,123,140,145,-152,145,268
5,NA,NA,VAOGA Apineru,NA,1991-03-11,NA,NA,A,+105 kg Men,0,1,246,120,-125,-125,120,-145,145,-150,145,265
1,NA,NA,OPELOGE Ele,NA,1985-07-11,NA,NA,A,+75 kg Women,0,1,246,107,112,116,116,136,141,146,146,262
2,NA,NA,LAMBRECHS Tracey,NA,1985-08-27,NA,NA,A,+75 kg Women,0,1,246,102,105,107,107,130,135,-137,135,242
3,NA,NA,MYERS Jenna Anne,NA,1986-03-01,NA,NA,A,+75 kg Women,0,1,246,95,100,103,103,115,120,125,125,228
4,NA,NA,ACASON Deborah Esther Ainslie,NA,1983-06-20,NA,NA,A,+75 kg Women,0,1,246,93,96,100,100,113,117,124,124,224
5,NA,NA,PETERS Luisa Fatiaki Taitapu,NA,1993-06-27,NA,NA,A,+75 kg Women,0,1,246,75,80,-83,80,95,100,103,103,183
6,NA,NA,FATE Suliana Nightingale,NA,1997-02-05,NA,NA,A,+75 kg Women,0,1,246,60,64,66,66,78,-84,84,84,150
7,NA,NA,FUIMAONO Temple,NA,1997-01-01,NA,NA,A,+75 kg Women,0,1,246,40,45,50,50,50,55,-60,55,105
8,NA,NA,TAUASI Vitolia Rose Chaynal,NA,1997-12-15,NA,NA,A,+75 kg Women,0,1,246,35,40,-45,40,47,52,58,58,98
9,NA,NA,MAILO Floire,NA,1997-01-01,NA,NA,A,+75 kg Women,0,1,246,-40,40,45,45,50,-55,-55,50,95
1,NA,NA,KATOATAU David,NA,1984-07-17,NA,NA,A,105 kg Men,0,1,246,142,146,-149,146,195,-203,203,203,349
2,NA,NA,CIANCIO Andrew,NA,1978-01-01,NA,NA,A,105 kg Men,0,1,246,143,147,-150,147,172,176,179,179,326
3,NA,NA,DAL SANTO Maxwell James,NA,1985-02-16,NA,NA,A,105 kg Men,0,1,246,140,145,-150,145,170,175,179,179,324
4,NA,NA,OPELOGE Petunu,NA,1994-06-27,NA,NA,A,105 kg Men,0,1,246,127,131,135,135,162,171,175,175,310
5,NA,NA,LAURIE Gordon Geoffrey,NA,1986-01-04,NA,NA,A,105 kg Men,0,1,246,-145,145,-150,145,165,-171,-171,165,310
6,NA,NA,LAGIKULA Petelo Sanele Ireneo,NA,1995-06-07,NA,NA,A,105 kg Men,0,1,246,117,122,126,126,144,150,-155,150,276
6,NA,NA,LAGIKULA Petelo Sanele Ireneo,NA,1995-06-07,NA,NA,A,105 kg Men,0,1,246,117,122,126,126,144,150,-155,150,276
7,NA,NA,MALEKITAMA Rico,NA,1997-01-01,NA,NA,A,105 kg Men,0,1,246,70,75,80,80,-95,95,-102,95,175
1,NA,NA,SAGONE Ulina Tinaiadivila,NA,1998-02-18,NA,NA,A,48 kg Women,0,1,246,45,48,-52,48,55,59,62,62,110
2,NA,NA,BURNS Marine Violet,NA,1995-09-28,NA,NA,A,48 kg Women,0,1,246,38,41,45,45,53,56,-57,56,101
3,NA,NA,OVIA Gabe,NA,1996-01-01,NA,NA,A,48 kg Women,0,1,246,40,-45,-47,40,50,55,-58,55,95
1,NA,NA,TOUA Loa Dika,NA,1984-06-23,NA,NA,A,53 kg Women,0,1,246,78,-82,84,84,103,-107,107,107,191
2,NA,NA,HALE Phillipa,NA,1984-12-08,NA,NA,A,53 kg Women,0,1,246,68,-72,72,72,90,-94,96,96,168
3,NA,NA,YAMASAKI Erika Yuriko Iris,NA,1987-09-02,NA,NA,A,53 kg Women,0,1,246,67,72,74,74,88,92,94,94,168
4,NA,NA,BE Socheata,NA,1989-12-12,NA,NA,A,53 kg Women,0,1,246,-68,68,72,72,86,90,-94,90,162
5,NA,NA,TIBON Lomina,NA,1994-12-17,NA,NA,A,53 kg Women,0,1,246,53,56,58,58,68,70,72,72,130
6,NA,NA,MOSS Charlotte Louise,NA,1995-09-05,NA,NA,A,53 kg Women,0,1,246,52,55,57,57,66,69,-72,69,126
1,NA,NA,BARU Morea,NA,1990-04-15,NA,NA,A,56 kg Men,0,1,246,94,-98,-98,94,121,128,-132,128,222
2,NA,NA,GUINARES Lou,NA,1990-03-18,NA,NA,A,56 kg Men,0,1,246,89,-92,-92,89,114,119,-126,119,208
3,NA,NA,OALA Fred Karoho,NA,1996-09-12,NA,NA,A,56 kg Men,0,1,246,80,86,-90,86,105,118,-123,118,204
1,NA,NA,WINI Jenly Tegu,NA,1983-06-09,NA,NA,A,58 kg Women,0,1,246,77,80,83,83,100,103,-106,103,186
2,NA,NA,LEE Seen,NA,1982-11-15,NA,NA,A,58 kg Women,0,1,246,80,84,-87,84,102,-104,-105,102,186
3,NA,NA,DRACUP Amy,NA,1981-01-01,NA,NA,A,58 kg Women,0,1,246,67,71,72,72,85,-87,-87,85,157
4,NA,NA,ROBERT Mathlynn,NA,1996-12-25,NA,NA,A,58 kg Women,0,1,246,63,67,-70,67,80,-85,-85,80,147
5,NA,NA,GILES Roisin,NA,1994-04-22,NA,NA,A,58 kg Women,0,1,246,50,53,55,55,65,68,-70,68,123
6,NA,NA,"NAIME Edith",NA,1998-01-01,NA,NA,A,58 kg Women,0,1,246,42,-47,47,47,53,58,61,61,108
1,NA,NA,IOANE Vaipava Nevo,NA,1988-04-14,NA,NA,A,62 kg Men,0,1,246,107,-111,-111,107,146,150,-152,150,257
1,NA,NA,IOANE Vaipava Nevo,NA,1988-04-14,NA,NA,A,62 kg Men,0,1,246,107,-111,-111,107,146,150,-152,150,257
2,NA,NA,MINGINFEL Manuel,NA,1978-09-28,NA,NA,A,62 kg Men,0,1,246,105,-110,110,110,140,-145,147,147,257
3,NA,NA,GUINARES Ianne Ernesto Vergara,NA,1988-01-12,NA,NA,A,62 kg Men,0,1,246,106,110,114,114,137,142,-145,142,256
4,NA,NA,LAPUA Lapua Tuau,NA,1991-04-15,NA,NA,A,62 kg Men,0,1,246,110,115,-119,115,-140,140,-144,140,255
5,NA,NA,BE Vannara,NA,1988-02-16,NA,NA,A,62 kg Men,0,1,246,104,110,-112,110,133,138,-142,138,248
6,NA,NA,ENOCH Peter,NA,1997-09-10,NA,NA,A,62 kg Men,0,1,246,85,90,94,94,-113,113,118,118,212
7,NA,NA,MOREA Ignatius,NA,1995-08-27,NA,NA,A,62 kg Men,0,1,246,70,78,-83,78,95,100,-105,100,178
8,NA,NA,MANZO Chirk Douglas Carmine,NA,1998-10-04,NA,NA,A,62 kg Men,0,1,246,65,70,75,75,85,-90,-90,85,160
9,NA,NA,KEVAU Isi Scophil,NA,1996-03-10,NA,NA,A,62 kg Men,0,1,246,-60,60,65,65,70,80,87,87,152
1,NA,NA,KASSMAN Monalisa Naime,NA,1992-11-05,NA,NA,A,63 kg Women,0,1,246,57,62,-65,62,77,80,-83,80,142
2,NA,NA,PHILIPS Sheena Marie,NA,1988-05-17,NA,NA,A,63 kg Women,0,1,246,57,60,64,64,74,76,-79,76,140
1,NA,NA,BRECHTEFELD Elson Edward,NA,1994-03-02,NA,NA,A,69 kg Men,0,1,246,108,-112,112,112,140,144,147,147,259
2,NA,NA,PATRIS Stevick,NA,1991-01-17,NA,NA,A,69 kg Men,0,1,246,107,111,114,114,138,141,-144,141,255
3,NA,NA,RANGIDIMI Chris Akarba,NA,1995-08-07,NA,NA,A,69 kg Men,0,1,246,85,-90,90,90,120,125,-130,125,215
4,NA,NA,PALANITE Ofatonga,NA,1995-01-30,NA,NA,A,69 kg Men,0,1,246,95,99,-103,99,110,115,-120,115,214
5,NA,NA,SIOLAA Penisimani Angelo Fonua,NA,1994-04-23,NA,NA,A,69 kg Men,0,1,246,80,-86,-86,80,105,110,-115,110,190
6,NA,NA,FANOLUA Pita Junior,NA,1996-10-10,NA,NA,A,69 kg Men,0,1,246,70,75,-80,75,85,-95,-95,85,160
7,NA,NA,PUKA Bill Jack,NA,1995-05-31,NA,NA,A,69 kg Men,0,1,246,65,-70,70,70,-85,85,-90,85,155
NA,NA,NA,VILLALON Vester Louie,NA,1991-11-13,NA,NA,A,69 kg Men,0,1,246,107,112,-116,112,-140,-140,-140,NA,NA
1,NA,NA,LUI Vanissa,NA,1991-10-08,NA,NA,A,69 kg Women,0,1,246,85,-89,-89,85,105,108,-111,108,193
2,NA,NA,GUBA Hale Mea,NA,1986-06-07,NA,NA,A,69 kg Women,0,1,246,82,85,-88,85,103,-105,-105,103,188
3,NA,NA,LINDBECK Kylie Jane,NA,1984-09-06,NA,NA,A,69 kg Women,0,1,246,80,83,85,85,93,-97,-97,93,178
4,NA,NA,ROBERTS Lauren,NA,1985-04-04,NA,NA,A,69 kg Women,0,1,246,-74,74,78,78,86,-90,-92,86,164
5,NA,NA,HOHEPA Lani Philippa,NA,1994-01-09,NA,NA,A,69 kg Women,0,1,246,51,56,-58,56,65,70,71,71,127
1,NA,NA,OPELOGE Mary,NA,1992-01-24,NA,NA,A,75 kg Women,0,1,246,100,-105,108,108,125,130,-133,130,238
2,NA,NA,HARRY Lorraine Henao,NA,1996-02-20,NA,NA,A,75 kg Women,0,1,246,65,-70,70,70,82,-87,-87,82,152
3,NA,NA,FATHANGIN Maria,NA,1995-03-31,NA,NA,A,75 kg Women,0,1,246,48,51,-54,51,68,71,-76,71,122
4,NA,NA,VEA Malia,NA,1997-04-15,NA,NA,A,75 kg Women,0,1,246,35,38,-42,38,47,52,56,56,94
1,NA,NA,ETOUNDI Francois,NA,1984-10-06,NA,NA,A,77 kg Men,0,1,246,128,132,-135,132,161,165,168,168,300
2,NA,NA,PERIVE Toafitu,NA,1985-01-07,NA,NA,A,77 kg Men,0,1,246,-122,122,-127,122,162,-171,-171,162,284
3,NA,NA,MADSEN Mathew Fraser,NA,1991-12-16,NA,NA,A,77 kg Men,0,1,246,-114,114,116,116,154,159,-164,159,275
4,NA,NA,UDIA Toua,NA,1992-12-07,NA,NA,A,77 kg Men,0,1,246,110,115,120,120,150,155,-160,155,275
5,NA,NA,HAN Terry,NA,1989-07-26,NA,NA,A,77 kg Men,0,1,246,108,111,114,114,-145,-145,145,145,259
6,NA,NA,WAIBEIYA Tom-Jaye,NA,1995-12-17,NA,NA,A,77 kg Men,0,1,246,100,-105,105,105,125,-130,NA,125,230
7,NA,NA,UNGA Selimoti,NA,1993-12-29,NA,NA,A,77 kg Men,0,1,246,85,90,-94,90,105,110,115,115,205
8,NA,NA,FELETI Jack Junior Hanisi Poitoa,NA,1995-07-24,NA,NA,A,77 kg Men,0,1,246,70,75,78,78,95,103,107,107,185
9,NA,NA,LAIAFI Lolohea Lisala Fakanaanaa KP,NA,1996-10-07,NA,NA,A,77 kg Men,0,1,246,65,-70,-70,65,85,90,-95,90,155
NA,NA,NA,MAGISTRADO Paulo,NA,1992-01-01,NA,NA,A,77 kg Men,0,1,246,-112,-112,-112,NA,NA,NA,NA,NA,NA
1,NA,NA,GREGORY-HUNT Saxon,NA,1993-05-11,NA,NA,A,85 kg Men,0,1,246,133,-136,136,136,160,162,-164,162,298
2,NA,NA,HEWKINS Troy,NA,1986-01-01,NA,NA,A,85 kg Men,0,1,246,-131,131,135,135,156,162,-164,162,297
3,NA,NA,PESALELI Bob,NA,1993-02-05,NA,NA,A,85 kg Men,0,1,246,125,-130,-130,125,-162,162,-173,162,287
4,NA,NA,LIBYAN Chase Taylor,NA,1996-11-24,NA,NA,A,85 kg Men,0,1,246,55,60,65,65,75,85,-90,85,150
NA,NA,NA,KIM Hasu Elliott,NA,1993-09-27,NA,NA,A,85 kg Men,0,1,246,-85,-85,-85,NA,NA,NA,NA,NA,NA
1,NA,NA,KARI Steven Kukuna,NA,1993-05-13,NA,NA,A,94 kg Men,0,1,246,141,146,-150,146,188,-194,-200,188,334
2,NA,NA,GRGUREVIC Zac Adam,NA,1991-02-20,NA,NA,A,94 kg Men,0,1,246,133,-138,-138,133,167,-175,175,175,308
3,NA,NA,PETER Yukio,NA,1990-01-01,NA,NA,A,94 kg Men,0,1,246,110,120,130,130,140,150,170,170,300
4,NA,NA,SYMON Caleb,NA,1992-01-01,NA,NA,A,94 kg Men,0,1,246,122,-125,125,125,-163,163,167,167,292
5,NA,NA,FAAULIULI Faavae,NA,1983-05-12,NA,NA,A,94 kg Men,0,1,246,125,-130,-130,125,165,-176,-176,165,290
6,NA,NA,MAO Sanele,NA,1985-09-09,NA,NA,A,94 kg Men,0,1,246,-125,-125,125,125,-160,160,-167,160,285
