total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,2,1,CHEN Shih-Chieh,NA,1989-11-27,NA,NA,A,+105 kg Men,0,1,333,180,187,193,193,230,240,245,245,438
2,3,2,MOULAEI Bahador,NA,1992-03-21,NA,NA,A,+105 kg Men,0,1,333,178,-185,-185,178,226,236,-240,236,414
3,1,3,EFREMOV Ivan,NA,1986-03-09,NA,NA,A,+105 kg Men,0,1,333,180,188,193,193,210,220,-230,220,413
4,5,4,DJANGABAEV Rustam,NA,1993-08-25,NA,NA,A,+105 kg Men,0,1,333,165,-170,170,170,200,209,215,215,385
5,4,5,ASAAD Man,NA,1993-11-20,NA,NA,A,+105 kg Men,0,1,333,170,-178,-178,170,-200,200,-215,200,370
6,6,6,GURUNG Pukar,NA,1991-11-04,NA,NA,A,+105 kg Men,0,1,333,115,120,123,123,135,140,-142,140,263
NA,7,NA,AL-SHAHRANI Hamad Omair A H,NA,1998-10-04,NA,NA,A,+105 kg Men,0,1,333,60,-65,65,65,-80,-85,-85,NA,NA
1,3,1,MENG Suping,NA,1989-07-17,NA,NA,A,+75 kg Women,0,1,333,130,-137,-137,130,170,180,-190,180,310
2,2,2,KIM Kuk Hyang,NA,1993-04-20,NA,NA,A,+75 kg Women,0,1,333,125,128,131,131,161,165,-171,165,296
3,1,5,PULSABSAKUL Chitchanok,NA,1993-11-04,NA,NA,A,+75 kg Women,0,1,333,128,131,135,135,-160,-160,160,160,295
4,4,4,KHENJANTUEK Praeonapa,NA,1992-07-30,NA,NA,A,+75 kg Women,0,1,333,115,120,-126,120,-156,156,161,161,281
5,5,6,IMADA Chihiro,NA,1992-10-08,NA,NA,A,+75 kg Women,0,1,333,95,98,101,101,120,-124,-124,120,221
6,6,7,CHEN Szu-Hua,NA,1995-02-11,NA,NA,A,+75 kg Women,0,1,333,75,80,83,83,90,-99,99,99,182
7,7,8,PUN Tara Devi,NA,1984-01-13,NA,NA,A,+75 kg Women,0,1,333,-69,69,71,71,92,95,-97,95,166
NA,NA,3,SON Younghee,NA,1993-04-24,NA,NA,A,+75 kg Women,0,1,333,-112,-112,-122,NA,151,160,162,162,NA
1,1,1,SEO Huiyeop,NA,1992-02-29,NA,NA,A,105 kg Men,0,1,333,170,NA,NA,170,-211,211,-221,211,381
2,2,2,JUGHELI Ahed,NA,1982-10-10,NA,NA,A,105 kg Men,0,1,333,155,162,-171,162,201,-212,-212,201,363
3,4,4,TANAKA Taro,NA,1994-01-22,NA,NA,A,105 kg Men,0,1,333,148,153,-154,153,187,193,-194,193,346
4,3,7,KANRAWANGCHAI Tinnaphop,NA,1995-07-12,NA,NA,A,105 kg Men,0,1,333,148,-153,154,154,-185,185,-194,185,339
5,6,3,IDIEV Avez,NA,1993-07-20,NA,NA,A,105 kg Men,0,1,333,145,-150,-150,145,-185,185,193,193,338
6,7,5,TADA Yoshihiro,NA,1994-11-09,NA,NA,A,105 kg Men,0,1,333,133,138,143,143,-185,185,190,190,333
7,5,6,DUBEY Prafull Kumar,NA,1984-03-16,NA,NA,A,105 kg Men,0,1,333,143,148,-151,148,-183,185,-193,185,333
8,8,8,AVIMEDILLE GEDARA Saman Abeywickrama,NA,1988-05-18,NA,NA,A,105 kg Men,0,1,333,125,-130,-133,125,155,-163,-163,155,280
9,9,9,OLI Gagan Singh,NA,1984-07-08,NA,NA,A,105 kg Men,0,1,333,-105,107,113,113,135,-142,-142,135,248
1,1,4,VUONG Thi Huyen,NA,1992-06-22,NA,NA,A,48 kg Women,0,1,333,81,83,86,86,100,104,-106,104,190
2,2,3,HUANG Yuezhen,NA,1992-01-23,NA,NA,A,48 kg Women,0,1,333,-83,83,-87,83,102,105,-108,105,188
3,4,1,KHAMSRI Panida,NA,1989-01-13,NA,NA,A,48 kg Women,0,1,333,-80,80,-82,80,-105,105,107,107,187
4,3,2,PAEK Il Hwa,NA,1993-04-12,NA,NA,A,48 kg Women,0,1,333,-80,80,-83,80,100,103,106,106,186
5,5,6,LEE Seulki,NA,1995-08-20,NA,NA,A,48 kg Women,0,1,333,-78,-78,78,78,-94,94,-100,94,172
6,6,5,OKOEVA Zhanyl,NA,1993-11-15,NA,NA,A,48 kg Women,0,1,333,72,-76,-76,72,98,-102,-103,98,170
7,7,7,YANAGIDA Mizuki,NA,1992-09-05,NA,NA,A,48 kg Women,0,1,333,67,-70,70,70,-87,87,-90,87,157
8,8,9,ZIN May Oo,NA,1999-02-15,NA,NA,A,48 kg Women,0,1,333,60,65,68,68,75,-80,80,80,148
9,9,10,BOMIRIYAGE GOMAS Dinusha Hansani,NA,1992-12-30,NA,NA,A,48 kg Women,0,1,333,-60,60,-64,60,70,-75,76,76,136
NA,NA,8,BANGARU Usha,NA,1991-03-30,NA,NA,A,48 kg Women,0,1,333,-70,-70,-70,NA,85,-90,-90,85,NA
1,1,1,DIAZ Hidilyn,NA,1991-02-20,NA,NA,A,53 kg Women,0,1,333,-93,93,96,96,112,116,118,118,214
2,2,3,KIM Su Ryon,NA,1993-10-24,NA,NA,A,53 kg Women,0,1,333,90,93,95,95,113,-117,-119,113,208
