total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,MOREAU Joshua,NA,1982-01-03,NA,NA,A,+105 kg Men,0,1,1,140,-147,147,147,180,190,200,200,347
2,2,2,KORISTA Milan,NA,1984-12-03,NA,NA,A,+105 kg Men,0,1,1,125,132,-136,132,145,-155,-155,145,277
1,1,1,LIN Yanping,NA,1981-09-11,NA,NA,A,+75 kg Women,0,1,1,-110,110,-115,110,-140,140,-148,140,250
2,2,2,KATSIDI Theano,NA,1983-06-20,NA,NA,A,+75 kg Women,0,1,1,92,96,100,100,120,125,-130,125,225
3,4,3,HEARN Rachel,NA,1980-12-15,NA,NA,A,+75 kg Women,0,1,1,90,95,-99,95,115,120,125,125,220
4,3,4,VARGAS Emmy,NA,1977-12-03,NA,NA,A,+75 kg Women,0,1,1,90,95,-99,95,115,120,-125,120,215
5,5,5,DE LEON FERNANDEZ Rosita Ofelia,NA,1983-02-20,NA,NA,A,+75 kg Women,0,1,1,-82,-82,82,82,100,-106,106,106,188
1,1,1,TASHBULATOV Marsel,NA,1982-02-26,NA,NA,A,105 kg Men,0,1,1,170,-180,-180,170,205,-211,-211,205,375
2,2,2,BAYAM Talat,NA,1981-05-10,NA,NA,A,105 kg Men,0,1,1,165,-172,-175,165,190,200,-210,200,365
3,3,3,KATEV Savko,NA,1984-05-25,NA,NA,A,105 kg Men,0,1,1,145,150,-152,150,175,177,181,181,331
4,5,4,CEGAR Sasa,NA,1980-12-23,NA,NA,A,105 kg Men,0,1,1,145,148,-151,148,175,177,-181,177,325
5,4,5,DIEMER Carsten,NA,1978-04-05,NA,NA,A,105 kg Men,0,1,1,145,149,-151,149,173,-178,-181,173,322
6,6,6,ALONSO GARROTE Ismael,NA,1980-03-15,NA,NA,A,105 kg Men,0,1,1,134,140,143,143,167,-172,172,172,315
1,1,1,CHEN Han-Tung,NA,1980-12-05,NA,NA,A,48 kg Women,0,1,1,70,-73,73,73,90,93,97,97,170
2,3,2,KLESZCZYNSKA Marta,NA,1979-02-13,NA,NA,A,48 kg Women,0,1,1,62,65,-67,65,80,83,85,85,150
3,2,3,VALLE Susanna,NA,1980-04-24,NA,NA,A,48 kg Women,0,1,1,57,63,65,65,-73,73,-76,73,138
1,1,1,TAYLAN Nurcan,NA,1983-10-29,NA,NA,A,53 kg Women,0,1,1,80,85,NA,85,95,100,NA,100,185
2,2,2,KARADEMIR Emine,NA,1985-03-01,NA,NA,A,53 kg Women,0,1,1,-72,73,75,75,88,91,-93,91,166
3,3,3,DAVIS Amber,NA,1986-06-17,NA,NA,A,53 kg Women,0,1,1,-70,70,72,72,84,87,90,90,162
4,4,5,PENUNURI VERDUGO Francia Natalie,NA,1984-09-19,NA,NA,A,53 kg Women,0,1,1,-67,67,70,70,87,-90,-92,87,157
5,5,4,DOZOIS-PREVOST Marilou,NA,1986-05-11,NA,NA,A,53 kg Women,0,1,1,67,-71,-71,67,-87,87,-95,87,154
6,6,6,De COSTER Sarah,NA,1986-01-09,NA,NA,A,53 kg Women,0,1,1,53,57,-60,57,68,72,75,75,132
NA,NA,7,DRAGO Sylvie,NA,1982-11-10,NA,NA,A,53 kg Women,0,1,1,-61,-61,-61,NA,-72,72,-76,72,NA
2,2,2,OKUYAMA Masakazu,NA,1983-10-09,NA,NA,A,56 kg Men,0,1,1,99,-102,-102,99,118,120,122,122,221
3,3,3,AKMYRADOV Dovran,NA,1985-02-18,NA,NA,A,56 kg Men,0,1,1,85,92,-95,92,105,112,-119,112,204
1,2,1,KLEJNOWSKA-KRZYWANSKA Aleksandra Jadwiga,NA,1982-12-17,NA,NA,A,58 kg Women,0,1,1,87,-90,-90,87,114,-118,-118,114,201
2,1,2,ZENG Ying,NA,1987-12-09,NA,NA,A,58 kg Women,0,1,1,85,-90,90,90,110,-114,-114,110,200
3,3,3,LIN Tsu-Ling,NA,1984-03-05,NA,NA,A,58 kg Women,0,1,1,75,-78,78,78,96,101,-105,101,179
4,4,4,KU Chih-Hua,NA,1984-06-26,NA,NA,A,58 kg Women,0,1,1,70,75,-80,75,95,-100,-100,95,170
5,5,5,HOWELL Sarah,NA,1983-11-06,NA,NA,A,58 kg Women,0,1,1,70,-73,73,73,86,90,-93,90,163
6,6,6,HUBBARD Amanda,NA,1982-05-01,NA,NA,A,58 kg Women,0,1,1,68,-70,-70,68,85,-88,-88,85,153
7,7,7,TEEUWEN Ingrid,NA,1981-03-30,NA,NA,A,58 kg Women,0,1,1,38,42,-46,42,52,-57,-57,52,94
1,1,1,DU Binghao,NA,1984-06-17,NA,NA,A,62 kg Men,0,1,1,115,118,120,120,145,150,155,155,275
2,4,2,CULCAY Marcos,NA,1978-06-05,NA,NA,A,62 kg Men,0,1,1,-112,112,-113,112,-150,151,-156,151,263
3,2,3,HUDAYBERGENOV Tolkunbek,NA,1986-01-04,NA,NA,A,62 kg Men,0,1,1,-112,112,-117,112,143,148,-151,148,260
4,5,4,MARTIN RUBIO Manuel Dario,NA,1977-05-11,NA,NA,A,62 kg Men,0,1,1,-112,-112,112,112,143,148,-152,148,260
5,3,5,OSHIRO Ryuzo,NA,1983-04-09,NA,NA,A,62 kg Men,0,1,1,-108,108,112,112,133,138,-141,138,250
6,6,6,YAMAUCHI Kyle,NA,1983-03-05,NA,NA,A,62 kg Men,0,1,1,102,106,108,108,127,131,135,135,243
7,7,7,GARCIA SERRANO Fernando Tomas,NA,1986-10-08,NA,NA,A,62 kg Men,0,1,1,102,-107,108,108,125,130,-136,130,238
8,8,8,LUSSIER Dominic,NA,1984-03-10,NA,NA,A,62 kg Men,0,1,1,98,-102,102,102,122,126,-130,126,228
9,9,9,BESSEMS Robbert,NA,1979-08-09,NA,NA,A,62 kg Men,0,1,1,50,55,60,60,65,70,-75,70,130
1,1,1,LIU Xia,NA,1981-01-16,NA,NA,A,63 kg Women,0,1,1,95,98,-105,98,-125,-129,129,129,227
1,1,1,LIU Xia,NA,1981-01-16,NA,NA,A,63 kg Women,0,1,1,95,98,-105,98,-125,-129,129,129,227
2,2,3,SLIVENKO Oxana,NA,1986-12-20,NA,NA,A,63 kg Women,0,1,1,87,92,95,95,111,118,120,120,215
3,5,2,SABLINA Olga,NA,1978-01-23,NA,NA,A,63 kg Women,0,1,1,87,-92,-92,87,118,121,-128,121,208
4,3,4,MISTERSKA Dominika,NA,1979-07-20,NA,NA,A,63 kg Women,0,1,1,90,92,-94,92,115,-118,-118,115,207
5,4,5,PICON Monica Maria,NA,1984-03-14,NA,NA,A,63 kg Women,0,1,1,83,86,88,88,107,112,114,114,202
6,8,6,QUARTON Emily,NA,1984-08-09,NA,NA,A,63 kg Women,0,1,1,-77,77,-81,77,97,101,103,103,180
7,6,7,TOKESHI Masako,NA,1983-06-15,NA,NA,A,63 kg Women,0,1,1,-78,78,-81,78,-97,97,99,99,177
8,7,8,RUANO CASTRO Ogla,NA,1980-05-09,NA,NA,A,63 kg Women,0,1,1,78,-82,-82,78,-95,95,99,99,177
9,10,9,CIARELLI Maryn L.,NA,1981-06-04,NA,NA,A,63 kg Women,0,1,1,75,-77,-77,75,92,94,-96,94,169
10,9,11,MIHAILOVA Oksana,NA,1984-02-22,NA,NA,A,63 kg Women,0,1,1,71,74,76,76,85,88,-91,88,164
11,11,10,VICENTE Antonia,NA,1979-08-30,NA,NA,A,63 kg Women,0,1,1,65,70,-74,70,88,92,-95,92,162
1,2,1,BINAY Mete,NA,1985-01-19,NA,NA,A,69 kg Men,0,1,1,140,145,-147,145,160,165,167,167,312
2,3,2,IDROVO SUAREZ Julio Cesar,NA,1981-03-15,NA,NA,A,69 kg Men,0,1,1,135,-140,-141,135,-153,-153,153,153,288
3,5,3,BROWER Henry,NA,1982-01-04,NA,NA,A,69 kg Men,0,1,1,-120,120,-124,120,-150,150,152,152,272
4,4,6,SUYWENS Samuel,NA,1980-01-21,NA,NA,A,69 kg Men,0,1,1,122,125,-127,125,143,146,-149,146,271
5,6,4,TAIRA Kenta,NA,1984-03-20,NA,NA,A,69 kg Men,0,1,1,116,-120,120,120,-151,151,-153,151,271
6,7,5,DOROTNIAK Pawel,NA,1983-01-17,NA,NA,A,69 kg Men,0,1,1,-115,-116,116,116,140,145,147,147,263
7,9,7,BAZIN Anthony,NA,1983-08-17,NA,NA,B,69 kg Men,0,1,1,107,-110,-110,107,-145,145,-155,145,252
8,8,8,KADIRBERGENOV Sanjar,NA,1985-04-22,NA,NA,B,69 kg Men,0,1,1,-115,115,-120,115,135,-142,-142,135,250
9,10,9,JAIZKI Mendizabal,NA,1977-07-28,NA,NA,B,69 kg Men,0,1,1,90,96,-101,96,-110,110,-120,110,206
10,12,10,SHINN Ryan,NA,1980-02-20,NA,NA,B,69 kg Men,0,1,1,75,80,-83,80,105,108,-111,108,188
11,11,11,MATEVOSIAN Jerevan,NA,1983-03-24,NA,NA,B,69 kg Men,0,1,1,75,80,85,85,97,-101,-101,97,182
NA,1,NA,SHI Zhiyong,NA,1980-02-10,NA,NA,A,69 kg Men,0,1,1,150,-155,-157,150,-180,-180,-180,NA,NA
1,1,1,LASSEN Jean Elizabeth,NA,1980-09-26,NA,NA,A,69 kg Women,0,1,1,94,-98,-98,94,115,-120,122,122,216
2,2,2,GAUME Teresa L.,NA,1982-06-23,NA,NA,A,69 kg Women,0,1,1,85,88,-91,88,107,112,-116,112,200
3,3,3,DOLOT Celine,NA,1982-07-17,NA,NA,A,69 kg Women,0,1,1,75,78,-80,78,92,-97,-97,92,170
NA,NA,NA,ZHANG Ning,NA,1983-01-02,NA,NA,A,69 kg Women,0,1,1,-97,-97,NA,NA,NA,NA,NA,NA,NA
1,1,2,LIU Chunhong,NA,1985-01-29,NA,NA,A,75 kg Women,0,1,1,117,-122,-124,117,118,NA,NA,118,235
2,2,1,YANG Houqin,NA,1981-12-27,NA,NA,A,75 kg Women,0,1,1,95,100,102,102,120,-127,-130,120,222
2,2,1,YANG Houqin,NA,1981-12-27,NA,NA,A,75 kg Women,0,1,1,95,100,102,102,120,-127,-130,120,222
3,3,3,KURAS Ewa,NA,1982-10-25,NA,NA,A,75 kg Women,0,1,1,90,-95,-95,90,115,-120,-120,115,205
4,4,4,YESSIE Kara Jayne,NA,1982-03-17,NA,NA,A,75 kg Women,0,1,1,78,-82,82,82,98,-102,-102,98,180
1,1,2,YANG Xiangrong,NA,1978-01-27,NA,NA,A,77 kg Men,0,1,1,148,-156,156,156,186,-194,-194,186,342
2,5,1,YUFKIN Alexey,NA,1986-01-11,NA,NA,A,77 kg Men,0,1,1,137,-142,142,142,172,-188,188,188,330
3,2,3,ARSLAN Emrah,NA,1982-10-23,NA,NA,A,77 kg Men,0,1,1,145,-150,150,150,175,-180,180,180,330
4,3,4,SEN Ferit,NA,1982-06-08,NA,NA,A,77 kg Men,0,1,1,145,-150,150,150,176,180,-181,180,330
5,4,5,KOLOSOVSKI Pavel,NA,1981-08-23,NA,NA,A,77 kg Men,0,1,1,-140,140,143,143,170,173,-177,173,316
6,6,7,LYU Xiaojun,NA,1984-07-27,NA,NA,A,77 kg Men,0,1,1,135,140,-145,140,160,NA,NA,160,300
7,7,8,TKAC Richard,NA,1985-05-24,NA,NA,A,77 kg Men,0,1,1,135,-140,140,140,160,-165,-165,160,300
8,10,6,COSNARD Julien,NA,1983-07-23,NA,NA,A,77 kg Men,0,1,1,125,-130,130,130,160,166,-170,166,296
9,11,9,IDREES Sarmad Mohammed Idrees,NA,1984-07-19,NA,NA,A,77 kg Men,0,1,1,130,-138,-138,130,-160,160,-170,160,290
10,12,11,LOPEZ Francisco,NA,1979-01-01,NA,NA,A,77 kg Men,0,1,1,130,-136,-137,130,150,156,NA,156,286
11,15,10,REED George,NA,1982-12-19,NA,NA,A,77 kg Men,0,1,1,125,-129,-129,125,160,-166,-166,160,285
12,14,13,DEMELIDIS Eleftherios,NA,1986-12-15,NA,NA,A,77 kg Men,0,1,1,127,-132,-132,127,155,-161,-161,155,282
13,9,15,KHIMCHIK Vassiliy,NA,1984-01-02,NA,NA,B,77 kg Men,0,1,1,125,-130,130,130,150,-155,-157,150,280
14,16,12,BAEZA Alexis,NA,1983-10-02,NA,NA,B,77 kg Men,0,1,1,115,-120,120,120,155,-158,-160,155,275
15,17,16,KAKHJANOV Begench,NA,1986-05-18,NA,NA,B,77 kg Men,0,1,1,110,115,-120,115,140,145,148,148,263
16,18,17,MARTINEZ Carlos,NA,1982-01-10,NA,NA,B,77 kg Men,0,1,1,110,113,-116,113,141,146,148,148,261
17,19,18,KING David,NA,1982-12-22,NA,NA,B,77 kg Men,0,1,1,-111,111,-116,111,-142,142,-147,142,253
18,20,19,SCHORR Peter,NA,1978-04-13,NA,NA,B,77 kg Men,0,1,1,104,109,-112,109,133,137,139,139,248
19,21,20,ASRIAN David,NA,1982-08-04,NA,NA,B,77 kg Men,0,1,1,-85,85,90,90,110,-115,-115,110,200
20,22,21,BESSEMS Christiaan,NA,1981-11-15,NA,NA,B,77 kg Men,0,1,1,80,-85,85,85,95,-100,100,100,185
NA,8,NA,REJEPOV Mansur,NA,1982-01-03,NA,NA,B,77 kg Men,0,1,1,-135,135,-140,135,-160,-161,-161,NA,NA
NA,13,NA,MAIER Romain,NA,1984-05-04,NA,NA,B,77 kg Men,0,1,1,124,-129,129,129,-152,-152,-152,NA,NA
NA,NA,14,ZAYER Mustafa,NA,1985-11-27,NA,NA,B,77 kg Men,0,1,1,-120,-120,-120,NA,-150,150,-158,150,NA
NA,NA,NA,SWIDERSKI Adam,NA,1982-10-31,NA,NA,A,77 kg Men,0,1,1,-135,-135,-136,NA,NA,NA,NA,NA,NA
1,3,1,POGOSYAN Mkrtich,NA,1982-05-20,NA,NA,A,85 kg Men,0,1,1,155,160,-165,160,195,198,-205,198,358
2,2,2,LIZUNOV Rouslan,NA,1978-04-27,NA,NA,A,85 kg Men,0,1,1,155,160,162,162,190,-195,195,195,357
3,1,4,SUNAR Erdal,NA,1982-05-01,NA,NA,A,85 kg Men,0,1,1,160,165,-167,165,190,-193,-195,190,355
4,4,3,BALLESTEROS Hector,NA,1981-10-18,NA,NA,A,85 kg Men,0,1,1,150,-155,155,155,191,195,-201,195,350
