total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,HAPUTHENNE WIYANNALAGE Thimali N.B.J.H,NA,1999-10-16,NA,NA,A,+69 kg Women,0,1,338,68,70,-72,70,84,-86,NA,84,154
1,1,1,BUTT Muhammad Nooh Dastgir,NA,1998-02-03,NA,NA,A,+94 kg Men,0,1,338,140,145,152,152,196,-205,205,205,357
2,2,2,MILLER Jalaal Isa Abdul-Aziz,NA,1998-07-21,NA,NA,A,+94 kg Men,0,1,338,115,120,122,122,142,147,-155,147,269
3,3,3,LEWIS Marcus Norman,NA,1998-03-10,NA,NA,A,+94 kg Men,0,1,338,112,117,121,121,135,141,146,146,267
1,1,1,THURAM Priyadarshini,NA,2000-03-03,NA,NA,A,44 kg Women,0,1,338,-51,51,53,53,65,70,75,75,128
2,2,2,GUNATHILAKE J.G.U.R.,NA,2001-01-17,NA,NA,A,44 kg Women,0,1,338,38,42,45,45,48,52,56,56,101
1,1,1,MOHINI Chavan,NA,1999-05-20,NA,NA,A,48 kg Women,0,1,338,61,-65,-65,61,76,81,85,85,146
2,2,2,GUPTA Pooja,NA,1998-10-08,NA,NA,A,48 kg Women,0,1,338,57,-60,60,60,76,81,-85,81,141
3,3,3,RESHMA Jahura Akter,NA,1998-07-11,NA,NA,A,48 kg Women,0,1,338,45,53,-56,53,60,67,70,70,123
1,1,2,POLHENGODA MOHOTTALALAGE Y. Y.B.P.,NA,1999-11-10,NA,NA,A,50 kg Men,0,1,338,65,68,70,70,85,89,93,93,163
2,3,1,CHRISTIANS Enrique Nicolai,NA,1999-01-29,NA,NA,A,50 kg Men,0,1,338,-62,62,66,66,85,90,93,93,159
3,2,3,GAMLATH G.R.C.V.,NA,1999-12-11,NA,NA,A,50 kg Men,0,1,338,60,65,69,69,75,-83,83,83,152
1,1,1,PANDEY Gauri,NA,1998-06-15,NA,NA,A,53 kg Women,0,1,338,55,-59,-59,55,78,82,-85,82,137
2,2,2,LENT Ketty,NA,2001-01-25,NA,NA,A,53 kg Women,0,1,338,45,-53,53,53,60,65,-71,65,118
1,1,1,DERU Jimjang,NA,1998-10-01,NA,NA,A,56 kg Men,0,1,338,100,104,107,107,135,-140,-140,135,242
2,2,2,SHEULI Achinta,NA,2001-11-24,NA,NA,A,56 kg Men,0,1,338,-88,88,92,92,112,116,120,120,212
1,1,1,KHUMUKCHAM Nungshiton Chanu,NA,1998-03-02,NA,NA,A,58 kg Women,0,1,338,68,72,-75,72,85,-90,-90,85,157
2,2,2,MYERS REYNOLDS Charrae Jade,NA,1999-07-05,NA,NA,A,58 kg Women,0,1,338,60,63,65,65,75,78,-81,78,143
NA,3,NA,VIJAYABASKAR Arshika,NA,2001-10-08,NA,NA,A,58 kg Women,0,1,338,-56,-56,56,56,-80,-80,-80,NA,NA
1,1,1,DEEPAK Lather,NA,2000-03-25,NA,NA,A,62 kg Men,0,1,338,-115,115,120,120,137,-141,141,141,261
2,2,2,BELLA Mostain,NA,1999-03-04,NA,NA,A,62 kg Men,0,1,338,90,-95,-95,90,115,120,-124,120,210
NA,NA,NA,"NAVI Gulam",NA,2000-06-15,NA,NA,A,62 kg Men,0,1,338,-96,-96,-96,NA,NA,NA,NA,NA,NA
1,1,1,AKTAR Mabia,NA,1999-10-07,NA,NA,A,63 kg Women,0,1,338,70,75,78,78,90,95,98,98,176
2,2,2,GARA Lalitha,NA,1998-09-08,NA,NA,A,63 kg Women,0,1,338,70,74,-76,74,-90,90,-99,90,164
3,3,3,BILLEN Jeenat,NA,2001-03-28,NA,NA,A,63 kg Women,0,1,338,65,69,-73,69,80,87,-92,87,156
4,4,4,HOEDEMAKER Savanah Dawn,NA,1998-01-26,NA,NA,A,63 kg Women,0,1,338,47,52,-55,52,57,61,-63,61,113
1,1,1,TAKU Lalu,NA,1998-12-08,NA,NA,A,69 kg Men,0,1,338,120,125,-128,125,151,157,-161,157,282
2,2,2,BELLEMARRE Alex,NA,1998-06-22,NA,NA,A,69 kg Men,0,1,338,117,-122,-125,117,130,140,-150,140,257
1,1,1,SAQIB Muhammad,NA,1999-01-05,NA,NA,A,77 kg Men,0,1,338,92,95,98,98,113,118,-120,118,216
2,2,2,ABEYWARNA Shenal,NA,1998-08-19,NA,NA,B,77 kg Men,0,1,338,-85,85,93,93,110,117,-122,117,210
3,3,3,SENAVIRATHANA D.R.D.M.,NA,1998-01-21,NA,NA,B,77 kg Men,0,1,338,75,83,-87,83,105,112,-117,112,195
1,1,1,VISHNUKANTH S.,NA,1998-07-20,NA,NA,A,85 kg Men,0,1,338,90,95,102,102,110,-120,125,125,227
2,2,2,RAJAMANTHREE S.R.,NA,1998-08-10,NA,NA,A,85 kg Men,0,1,338,65,75,-82,75,90,-95,-95,90,165
1,1,1,SIRIPATHUL DEWAGE Isuru Upeka Senadeera,NA,1998-03-18,NA,NA,A,94 kg Men,0,1,338,110,117,-122,117,140,-152,-152,140,257
