total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,2,1,REYES POZO Carolanni,NA,1991-07-13,NA,NA,A,48 kg Women,0,1,169,62,-67,68,68,76,81,84,84,152
2,1,2,SILVESTRE SOSA Georgina Marieli,NA,1991-09-15,NA,NA,A,48 kg Women,0,1,169,63,68,-70,68,75,80,82,82,150
3,3,3,RAMIREZ CHUMACERO Fiorela Del Rocio,NA,1991-05-18,NA,NA,A,48 kg Women,0,1,169,56,60,-62,60,75,-80,80,80,140
1,1,1,VALENCIA HERNANDEZ Carolina,NA,1985-02-08,NA,NA,A,53 kg Women,0,1,169,75,79,-81,79,95,-100,102,102,181
2,2,3,VERON Malvina Soledad,NA,1989-06-11,NA,NA,A,53 kg Women,0,1,169,67,-70,-70,67,85,-90,-90,85,152
3,4,2,VALDESPINO DELGADO Sayli De La Caridad,NA,1992-12-08,NA,NA,A,53 kg Women,0,1,169,60,63,65,65,78,83,86,86,151
4,3,4,COJOM PAC DE ANDRES Elida Magdalena,NA,1986-07-22,NA,NA,A,53 kg Women,0,1,169,-65,65,-68,65,80,83,-86,83,148
5,5,5,GONZALEZ Raquel Mora,NA,1992-10-19,NA,NA,A,53 kg Women,0,1,169,53,57,-58,57,69,-73,-73,69,126
1,1,2,SIMON ALFONSO Mercedes Piedad,NA,1986-02-24,NA,NA,A,58 kg Women,0,1,169,-67,-67,67,67,90,-96,-96,90,157
2,2,4,CAVERO Maria Eugenia,NA,1977-04-22,NA,NA,A,58 kg Women,0,1,169,61,65,-67,65,80,85,-88,85,150
3,3,3,GONZALEZ CONTRERAS Santos Isabel,NA,1992-04-17,NA,NA,A,58 kg Women,0,1,169,63,-65,-65,63,83,86,-88,86,149
4,5,6,RODRIGUEZ Dayana Gallardo,NA,1993-10-13,NA,NA,A,58 kg Women,0,1,169,55,59,-62,59,75,80,-85,80,139
5,4,7,LIMAS ROSALES Ercila Beatriz,NA,1995-12-05,NA,NA,A,58 kg Women,0,1,169,54,57,60,60,70,75,78,78,138
6,6,5,PITER Jennifer Desiree Melinda,NA,1983-01-16,NA,NA,A,58 kg Women,0,1,169,-57,57,-61,57,75,80,-84,80,137
NA,NA,1,ARTOLA ARTOLA Silvia Del Socorro,NA,1985-04-05,NA,NA,A,58 kg Women,0,1,169,-70,-70,-70,NA,90,93,-96,93,NA
