total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,MOHAMED Ahmed Mohamed Abdelaziz,NA,1988-04-27,NA,NA,A,+105 kg Men,0,1,386,-177,178,-185,178,220,235,NA,235,413
2,2,3,JOORON Dhunanjay Alvin,NA,1986-06-23,NA,NA,A,+105 kg Men,0,1,386,85,92,-100,92,120,130,135,135,227
NA,NA,2,BIDANI Walid,NA,1994-06-11,NA,NA,A,+105 kg Men,0,1,386,-180,-180,-180,NA,180,-210,-215,180,NA
1,1,1,HARIDY Shaimaa Ahmed Khalaf,NA,1991-01-01,NA,NA,A,+90 kg Women,0,1,386,110,117,-125,117,148,158,-162,158,275
2,3,2,JLASSI Marwa,NA,1991-09-25,NA,NA,A,+90 kg Women,0,1,386,85,91,96,96,115,125,-130,125,221
3,2,3,VALAYDON Shalinee,NA,1986-04-13,NA,NA,A,+90 kg Women,0,1,386,90,95,97,97,116,-126,-126,116,213
1,1,1,TOUAIRI Aymen,NA,1998-09-11,NA,NA,A,105 kg Men,0,1,386,140,145,150,150,170,180,NA,180,330
2,2,2,FETHI Mohammed,NA,1992-10-17,NA,NA,A,105 kg Men,0,1,386,-135,135,141,141,165,-175,175,175,316
3,3,3,BERTALI Zakaria,NA,1985-10-07,NA,NA,A,105 kg Men,0,1,386,112,118,130,130,137,150,-166,150,280
4,4,4,COME Dereck Christian,NA,1996-02-11,NA,NA,A,105 kg Men,0,1,386,105,110,117,117,135,-142,-145,135,252
1,1,1,RANAIVOSOA Marie Hanitra Roilya,NA,1990-11-14,NA,NA,A,48 kg Women,0,1,386,70,76,-81,76,90,95,-100,95,171
2,2,2,RANDAFIARISON Rosina,NA,1999-12-29,NA,NA,A,48 kg Women,0,1,386,55,-60,60,60,70,-75,-80,70,130
1,1,1,LANDOULSI Nouha,NA,1998-05-05,NA,NA,A,53 kg Women,0,1,386,75,81,88,88,95,102,106,106,194
2,2,2,LAGHOUATI Fatima Zohra,NA,1999-02-27,NA,NA,A,53 kg Women,0,1,386,60,64,66,66,75,78,-81,78,144
3,3,3,ALINOROSOA Santatra Anita Abdallah,NA,1993-06-09,NA,NA,A,53 kg Women,0,1,386,55,60,-65,60,76,-80,-81,76,136
4,4,4,DIK Soumia,NA,1988-10-19,NA,NA,A,53 kg Women,0,1,386,55,-60,-61,55,-74,75,-79,75,130
1,1,1,BOUHIJBHA Amine,NA,1996-02-28,NA,NA,A,56 kg Men,0,1,386,105,110,-114,110,130,134,-145,134,244
2,2,2,ANDRIANTSITOHAINA Eric Herman,NA,1991-07-21,NA,NA,A,56 kg Men,0,1,386,95,101,-105,101,120,-133,133,133,234
3,4,3,FENNI Rida,NA,1996-07-06,NA,NA,A,56 kg Men,0,1,386,-91,-91,91,91,110,-115,115,115,206
4,3,4,HARFI Issam,NA,1997-12-02,NA,NA,A,56 kg Men,0,1,386,90,92,94,94,107,-113,-113,107,201
5,5,6,CHIGAR Abdeghani,NA,1989-02-20,NA,NA,A,56 kg Men,0,1,386,85,-92,-93,85,-100,100,-112,100,185
6,6,5,MADANAMOOTHOO Jack Dorian,NA,2001-04-19,NA,NA,A,56 kg Men,0,1,386,82,-88,-88,82,100,-105,-110,100,182
1,1,1,TALJAARD Johanni,NA,1984-08-19,NA,NA,A,58 kg Women,0,1,386,72,-76,-77,72,86,88,93,93,165
2,2,2,LENT Ketty,NA,2001-01-25,NA,NA,A,58 kg Women,0,1,386,61,66,70,70,82,87,-93,87,157
3,3,3,RANDRIANANDRASANA Sitrakiniaina N T,NA,1998-10-22,NA,NA,A,58 kg Women,0,1,386,60,-65,65,65,-80,-82,82,82,147
1,1,1,ANDRIATSITOHAINA Tojonirina Alain,NA,1995-02-26,NA,NA,A,62 kg Men,0,1,386,117,120,122,122,145,150,-155,150,272
2,2,2,KRAYDI Faouzi,NA,1997-04-06,NA,NA,A,62 kg Men,0,1,386,110,118,121,121,138,146,-151,146,267
3,3,3,CORET Marc Jonathan,NA,1989-04-13,NA,NA,A,62 kg Men,0,1,386,100,107,-112,107,-135,135,-140,135,242
4,4,4,AFIFI Abdelilah,NA,2000-04-10,NA,NA,A,62 kg Men,0,1,386,-90,90,-95,90,-115,116,-122,116,206
5,5,5,BOUKOULOU Quinet Petri Olaus,NA,1996-05-09,NA,NA,A,62 kg Men,0,1,386,75,80,-85,80,90,-95,95,95,175
1,1,1,AGRICOLE Clementina Ciana,NA,1988-07-18,NA,NA,A,63 kg Women,0,1,386,80,84,86,86,105,107,-112,107,193
2,2,2,BELKHIR Ghofrane,NA,2001-08-11,NA,NA,A,63 kg Women,0,1,386,80,83,85,85,100,103,106,106,191
3,4,3,ABIDI Yousra,NA,1998-08-02,NA,NA,A,63 kg Women,0,1,386,76,-81,-81,76,97,102,105,105,181
4,3,4,RAVOLOLONIAINA Elisa Vania,NA,1992-02-24,NA,NA,A,63 kg Women,0,1,386,-76,77,-80,77,95,-98,100,100,177
5,5,5,HAMMOU Kheira,NA,1997-03-08,NA,NA,A,63 kg Women,0,1,386,55,NA,NA,55,72,NA,NA,72,127
1,1,1,BEN HNIA Karem,NA,1994-11-13,NA,NA,A,69 kg Men,0,1,386,140,147,-150,147,170,180,-186,180,327
2,2,2,SARIAK Nafaa,NA,1994-11-29,NA,NA,A,69 kg Men,0,1,386,125,130,-135,130,151,156,161,161,291
3,3,3,SHUSHU Otsile Greg,NA,1980-08-20,NA,NA,A,69 kg Men,0,1,386,-117,117,-125,117,150,-160,-160,150,267
4,4,4,RANDRIANJATOVO Fanambina Tina M,NA,1995-03-25,NA,NA,A,69 kg Men,0,1,386,115,-118,-118,115,-145,-145,145,145,260
5,5,6,PANDOO Dinesh Jevin,NA,2001-02-25,NA,NA,A,69 kg Men,0,1,386,100,-106,106,106,126,-131,135,135,241
6,6,5,MOUM Abderrahim,NA,2000-09-18,NA,NA,A,69 kg Men,0,1,386,96,102,-106,102,120,130,136,136,238
7,7,7,SSEMPEREZA Hakim Musoke,NA,1995-04-10,NA,NA,A,69 kg Men,0,1,386,-95,95,100,100,115,122,127,127,227
8,8,8,MOETI Bafokeng,NA,1989-12-13,NA,NA,A,69 kg Men,0,1,386,80,85,90,90,100,105,-110,105,195
1,1,1,HASSINE Ghada,NA,1993-05-17,NA,NA,A,69 kg Women,0,1,386,87,90,92,92,115,-121,NA,115,207
2,2,2,LABONNE Emmanuella,NA,1985-09-04,NA,NA,A,69 kg Women,0,1,386,80,87,91,91,100,-110,-110,100,191
3,3,3,CHERRARA Ikram,NA,1998-06-06,NA,NA,A,69 kg Women,0,1,386,70,-75,-76,70,90,95,-100,95,165
NA,4,NA,ANDRIANASOLO Manampitiavana Mendrikaja,NA,1992-12-22,NA,NA,A,69 kg Women,0,1,386,60,66,-70,66,-85,-85,-91,NA,NA
1,1,1,HAMMADI Maghnia,NA,2000-02-22,NA,NA,A,75 kg Women,0,1,386,70,74,-76,74,90,95,-97,95,169
2,2,2,SUNEE Alison Marie Leroy,NA,1999-07-20,NA,NA,A,75 kg Women,0,1,386,65,71,-75,71,80,-91,-96,80,151
3,3,3,LOZAIQUE Brenda,NA,1978-04-05,NA,NA,A,75 kg Women,0,1,386,55,-60,-60,55,65,70,-75,70,125
1,1,2,SHREDI Elhani,NA,1986-09-25,NA,NA,A,77 kg Men,0,1,386,136,142,146,146,166,-172,173,173,319
