total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,2,1,REZA ZADEH Hossein,NA,1978-05-12,NA,NA,A,+105 kg Men,0,1,3,201,205,210,210,251,-263,-263,251,461
2,1,2,CHIGISHEV Evgeny,NA,1979-05-28,NA,NA,A,+105 kg Men,0,1,3,200,209,211,211,240,246,-251,246,457
3,3,3,SALEM Jaber Saed,NA,1975-01-03,NA,NA,A,+105 kg Men,0,1,3,195,201,-203,201,240,245,NA,245,446
4,4,4,SCERBATIHS Viktors,NA,1974-06-10,NA,NA,A,+105 kg Men,0,1,3,195,201,-205,201,-242,243,-250,243,444
5,6,6,MASSOUD Mohamed Ehsan Attia,NA,1984-01-11,NA,NA,A,+105 kg Men,0,1,3,-186,-190,190,190,230,238,-242,238,428
6,5,8,DANIELYAN Ashot,NA,1974-04-11,NA,NA,A,+105 kg Men,0,1,3,-193,193,196,196,232,-241,NA,232,428
7,7,5,"NAJDEK Pawel",NA,1973-04-09,NA,NA,A,+105 kg Men,0,1,3,182,187,-190,187,233,238,-245,238,425
8,8,7,GLUSHKO Vladimir,NA,1974-04-13,NA,NA,A,+105 kg Men,0,1,3,-187,187,-192,187,237,-245,-245,237,424
9,9,9,KOLOKOLTSEV Oleksiy,NA,1981-02-14,NA,NA,A,+105 kg Men,0,1,3,185,-189,-189,185,226,-235,-235,226,411
10,10,10,PAPAGERIDIS Dimitrios,NA,1986-04-11,NA,NA,B,+105 kg Men,0,1,3,180,185,-187,185,220,226,-233,226,411
11,11,11,VELAGIC Almir,NA,1981-08-22,NA,NA,B,+105 kg Men,0,1,3,172,177,180,180,208,215,220,220,400
12,12,13,KARASIOU Siarhei,NA,1981-12-05,NA,NA,B,+105 kg Men,0,1,3,-180,-180,180,180,215,-225,-225,215,395
13,13,14,SOBOTKA Petr,NA,1975-04-30,NA,NA,B,+105 kg Men,0,1,3,-177,177,-181,177,-215,215,-224,215,392
14,14,12,BURGENER Casey,NA,1982-08-15,NA,NA,B,+105 kg Men,0,1,3,167,172,175,175,210,215,-220,215,390
15,15,15,MORILLO Hildegar,NA,1977-12-12,NA,NA,B,+105 kg Men,0,1,3,152,-160,-160,152,203,-211,-211,203,355
16,16,16,ALSHAMMARI Khalid Abdulla,NA,1986-08-31,NA,NA,B,+105 kg Men,0,1,3,110,-115,117,117,140,145,150,150,267
1,2,1,JANG Mi-ran,NA,1983-10-09,NA,NA,A,+75 kg Women,0,1,3,125,128,-130,128,162,172,-178,172,300
2,1,2,MU Shuangshuang,NA,1984-01-07,NA,NA,A,+75 kg Women,0,1,3,-125,125,130,130,165,170,-174,170,300
3,4,3,HAWORTH Cheryl,NA,1983-04-19,NA,NA,A,+75 kg Women,0,1,3,119,123,126,126,155,159,161,161,287
