total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,DAVOUDI Ali,NA,1999-03-22,NA,NA,A,+109 kg Men,0,0,453,190,195,-200,195,232,237,-242,237,432
2,5,2,CHEN Shih-Chieh,NA,1989-11-27,NA,NA,A,+109 kg Men,0,0,453,180,187,-193,187,230,235,-240,235,422
3,4,3,TOYCHYYEV Hojamuhammet,NA,1992-01-16,NA,NA,A,+109 kg Men,0,0,453,180,187,-191,187,225,231,234,234,421
4,2,4,HAM Sang Il,NA,1989-08-25,NA,NA,A,+109 kg Men,0,0,453,180,188,-193,188,220,-227,230,230,418
5,3,5,ASAAD Man,NA,1993-11-20,NA,NA,A,+109 kg Men,0,0,453,183,188,-193,188,222,-230,-231,222,410
6,6,8,ABUBAKAROV Selimkhan,NA,1997-02-18,NA,NA,A,+109 kg Men,0,0,453,-180,180,-188,180,-220,220,-230,220,400
7,7,7,BUTT Muhammad Nooh Dastgir,NA,1998-02-03,NA,NA,A,+109 kg Men,0,0,453,-175,175,-180,175,-220,220,-232,220,395
8,9,6,ALIHOSSEINI Saeid,NA,1988-02-02,NA,NA,A,+109 kg Men,0,0,453,170,-180,-189,170,201,220,-233,220,390
9,10,9,GURDEEP Singh,NA,1995-10-01,NA,NA,A,+109 kg Men,0,0,453,165,-172,-172,165,210,-221,-221,210,375
NA,8,NA,HSIEH Yun-Ting,NA,1999-08-08,NA,NA,A,+109 kg Men,0,0,453,170,-179,-180,170,-200,-200,NA,NA,NA
1,1,1,LI Wenwen,NA,2000-03-05,NA,NA,A,+87 kg Women,0,0,453,136,142,147,147,175,-180,-185,175,322
2,2,2,MENG Suping,NA,1989-07-17,NA,NA,A,+87 kg Women,0,0,453,130,-137,-137,130,170,175,-180,175,305
3,4,3,KIM Kuk Hyang,NA,1993-04-20,NA,NA,A,+87 kg Women,0,0,453,122,126,-128,126,160,167,NA,167,293
4,3,4,LEE Seon Mi,NA,2000-08-01,NA,NA,A,+87 kg Women,0,0,453,120,-124,127,127,-148,148,153,153,280
5,5,5,LEE Huisol,NA,1989-08-27,NA,NA,A,+87 kg Women,0,0,453,115,-120,121,121,145,150,-153,150,271
6,7,6,AKMAL Nurul,NA,1993-02-12,NA,NA,A,+87 kg Women,0,0,453,-107,-107,107,107,-143,-143,143,143,250
7,6,7,MUPTILDA Aizada,NA,1998-04-23,NA,NA,A,+87 kg Women,0,0,453,100,105,108,108,130,135,140,140,248
8,8,8,ALMHEIRI Sara Malfi Khamis Aldehail,NA,1997-07-21,NA,NA,A,+87 kg Women,0,0,453,40,-45,45,45,55,60,65,65,110
1,1,1,BEIRALVAND Reza,NA,1997-04-01,NA,NA,A,102 kg Men,0,0,453,-168,169,173,173,205,216,NA,216,389
2,5,2,HOGHOUGHIOSGOUEI Amir,NA,1994-02-17,NA,NA,A,102 kg Men,0,0,453,161,-169,169,169,202,215,-221,215,384
3,4,5,TANAKA Taro,NA,1994-01-22,NA,NA,A,102 kg Men,0,0,453,-163,163,170,170,185,194,-200,194,364
