total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,NA,NA,SARAIVA REIS Fernando,NA,1990-03-10,NA,NA,A,+105 kg Men,0,1,189,176,181,185,185,211,216,225,225,410
2,NA,NA,MORALES NAVAS Yoel Jose,NA,1983-09-10,NA,NA,A,+105 kg Men,0,1,189,-165,165,168,168,215,220,225,225,393
3,NA,NA,KOBALADZE George,NA,1976-05-24,NA,NA,A,+105 kg Men,0,1,189,165,170,-173,170,215,220,223,223,393
3,NA,NA,KOBALADZE George,NA,1976-05-24,NA,NA,A,+105 kg Men,0,1,189,165,170,-173,170,215,220,223,223,393
4,NA,NA,ARTEAGA GARCIA Julio Cesar,NA,1986-03-09,NA,NA,A,+105 kg Men,0,1,189,165,170,-173,170,210,220,-225,220,390
5,NA,NA,TERAN SATORRE Sertanis,NA,1984-08-10,NA,NA,A,+105 kg Men,0,1,189,168,174,-180,174,205,212,215,215,389
6,NA,NA,CARLOS MANUEL Campos Murillo,NA,1979-10-09,NA,NA,A,+105 kg Men,0,1,189,166,-170,-171,166,210,215,-224,215,381
7,NA,NA,LOPEZ BOBADILLA Christian Alberto,NA,1984-03-30,NA,NA,A,+105 kg Men,0,1,189,170,175,-180,175,-206,-206,206,206,381
8,NA,NA,MENDES Patrick Earth,NA,1990-04-22,NA,NA,A,+105 kg Men,0,1,189,170,175,-178,175,205,-210,-213,205,380
8,NA,NA,MENDES Patrick Earth,NA,1990-04-22,NA,NA,A,+105 kg Men,0,1,189,170,175,-178,175,205,-210,-213,205,380
9,NA,NA,RIZO GUIZAR Hector Francisco,NA,1984-05-13,NA,NA,A,+105 kg Men,0,1,189,-145,145,150,150,180,-185,NA,180,330
NA,NA,NA,RENTERIA Fredy Andres,NA,1983-11-16,NA,NA,A,+105 kg Men,0,1,189,-175,-175,-175,NA,NA,NA,NA,NA,NA
1,NA,NA,NIEVE ARROYO Oliba Seledina,NA,1977-11-25,NA,NA,A,+75 kg Women,0,1,189,107,111,113,113,137,-145,145,145,258
2,NA,NA,ESPINOSA Yaniuska Isabel,3820,1986-12-05,W,VEN,A,+75 kg Women,0,1,189,-105,105,109,109,133,136,-139,136,245
3,NA,NA,MASCORRO OSUNA Tania Guadalupe,NA,1988-11-24,NA,NA,A,+75 kg Women,0,1,189,105,109,-112,109,130,-135,135,135,244
4,NA,NA,SALADIN TOLENTINO Veronica Estela,NA,1992-05-21,NA,NA,A,+75 kg Women,0,1,189,-102,102,107,107,125,-127,-127,125,232
5,NA,NA,MATOS VILMA Rosa Emilia,NA,1990-03-09,NA,NA,A,+75 kg Women,0,1,189,90,95,98,98,118,125,-128,125,223
6,NA,NA,CAMPOSECO HERNANDEZ Astrid Roxana,NA,1991-04-27,NA,NA,A,+75 kg Women,0,1,189,-83,-83,83,83,110,115,-117,115,198
