total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,1,SALIMIKORDASIABI Behdad,NA,1989-12-08,NA,NA,A,+105 kg Men,0,1,25,181,190,195,195,222,228,-235,228,423
2,2,4,SUN Longfei,NA,1989-10-18,NA,NA,A,+105 kg Men,0,1,25,170,180,-186,180,210,220,-226,220,400
3,3,2,ELSAYED Abdelrahman Mohamed A. A.,NA,1989-05-19,NA,NA,A,+105 kg Men,0,1,25,175,-178,178,178,212,221,-226,221,399
4,4,3,TEGKAEV Yury,NA,1990-01-10,NA,NA,A,+105 kg Men,0,1,25,167,172,175,175,210,220,-227,220,395
5,5,7,SMORODINOV Denys,NA,1989-04-18,NA,NA,A,+105 kg Men,0,1,25,170,175,-178,175,200,205,-210,205,380
6,7,9,EL ADAWY Mahmoud,NA,1989-01-03,NA,NA,A,+105 kg Men,0,1,25,165,-170,-170,165,200,-205,-205,200,365
7,10,6,SEIFISHOURKAEI Mohammadhossein,NA,1989-09-16,NA,NA,A,+105 kg Men,0,1,25,-150,150,155,155,-208,-208,208,208,363
8,6,10,BONDARENKO Sergey,NA,1989-02-18,NA,NA,A,+105 kg Men,0,1,25,160,165,167,167,190,195,-200,195,362
9,9,8,CHAO Shih-Chieh,NA,1990-08-19,NA,NA,B,+105 kg Men,0,1,25,-158,-158,158,158,195,202,-206,202,360
10,8,11,MENSIKOVS Ilja,NA,1989-02-06,NA,NA,A,+105 kg Men,0,1,25,-155,155,161,161,193,-200,-200,193,354
11,11,13,WARD Caleb Walter,NA,1990-04-16,NA,NA,B,+105 kg Men,0,1,25,148,-153,153,153,185,-193,-193,185,338
12,13,14,VOMPU Prabhakar,NA,1991-12-29,NA,NA,B,+105 kg Men,0,1,25,123,128,131,131,162,-167,167,167,298
NA,12,NA,SLEVINSKIS Vincas,NA,1990-01-15,NA,NA,B,+105 kg Men,0,1,25,-140,140,145,145,-180,-180,-180,NA,NA
NA,NA,12,KOCHANSKI Martin,NA,1991-07-04,NA,NA,B,+105 kg Men,0,1,25,-155,-155,-155,NA,191,-201,-201,191,NA
NA,NA,5,ORSAG Jiri,NA,1989-01-05,NA,NA,A,+105 kg Men,0,1,25,-167,-167,-167,NA,211,-221,-222,211,NA
1,1,1,LEE Huisol,NA,1989-08-27,NA,NA,A,+75 kg Women,0,1,25,107,111,115,115,-141,141,150,150,265
2,2,2,KACHAEVA Yulia,NA,1990-11-29,NA,NA,A,+75 kg Women,0,1,25,100,105,110,110,130,135,138,138,248
3,3,4,ABIR ABDELRAHMAN Khalil Mahmoud Khalil,NA,1992-06-13,NA,NA,A,+75 kg Women,0,1,25,-106,106,-110,106,133,137,-142,137,243
4,4,3,AN Yunmo,NA,1993-05-10,NA,NA,A,+75 kg Women,0,1,25,105,-110,-110,105,130,135,138,138,243
5,7,5,YAO Chi-Ling,NA,1993-03-31,NA,NA,A,+75 kg Women,0,1,25,90,-94,-95,90,120,125,-130,125,215
6,6,6,AANEI Andreea,NA,1993-11-18,NA,NA,A,+75 kg Women,0,1,25,88,91,-94,91,107,112,117,117,208
7,5,7,VILIAMU Narita Janne Freda Tuga,NA,1989-07-04,NA,NA,A,+75 kg Women,0,1,25,85,90,93,93,115,-120,-121,115,208
8,8,9,SPYRA Sandra Wiktoria,NA,1989-12-27,NA,NA,A,+75 kg Women,0,1,25,87,-90,90,90,110,113,-118,113,203
9,13,8,MANGOLD Holley Elizabeth,NA,1989-12-22,NA,NA,A,+75 kg Women,0,1,25,-82,-82,82,82,107,113,115,115,197
10,9,13,MAGAT Krisztina,NA,1989-03-02,NA,NA,A,+75 kg Women,0,1,25,85,-90,90,90,100,105,-107,105,195
11,10,11,ALTINDAS Sibel,NA,1990-02-24,NA,NA,A,+75 kg Women,0,1,25,82,86,-89,86,-100,102,108,108,194
12,12,10,WYATT Karen Leigh,NA,1990-01-16,NA,NA,A,+75 kg Women,0,1,25,-84,84,-88,84,110,-115,-115,110,194
13,11,12,MOREAU Sarah,NA,1991-09-29,NA,NA,A,+75 kg Women,0,1,25,80,84,86,86,102,106,-110,106,192
14,14,14,ARCHANCO DOMINGUEZ Maria De Las M.,NA,1992-02-07,NA,NA,A,+75 kg Women,0,1,25,75,78,-81,78,95,-100,-100,95,173
15,15,15,KAINTURA Reena,NA,1991-01-15,NA,NA,A,+75 kg Women,0,1,25,70,-75,-75,70,83,87,-90,87,157
1,1,1,MEZHGIKHOV Eduard,NA,1989-01-19,NA,NA,A,105 kg Men,0,1,25,170,-175,175,175,200,207,220,220,395
2,2,3,TAGIROV Sergiy,NA,1989-01-02,NA,NA,A,105 kg Men,0,1,25,165,170,173,173,192,197,201,201,374
3,4,2,PLESNIEKS Arturs,NA,1992-01-21,NA,NA,A,105 kg Men,0,1,25,153,160,-164,160,194,200,206,206,366
4,2,4,ALDABERGENOV Aibol,NA,1989-07-22,NA,NA,A,105 kg Men,0,1,25,155,161,165,165,185,-192,194,194,359
5,5,5,SARAIVA REIS Fernando,NA,1990-03-10,NA,NA,A,105 kg Men,0,1,25,152,-157,-157,152,180,186,-190,186,338
6,7,6,FORD Donovan Sevon,NA,1990-01-05,NA,NA,A,105 kg Men,0,1,25,138,142,-145,142,179,183,-187,183,325
7,9,7,SHIRAISHI Hiroaki,NA,1989-10-24,NA,NA,A,105 kg Men,0,1,25,130,135,-140,135,175,182,-185,182,317
8,8,10,SIMONICS Erik,NA,1990-03-27,NA,NA,B,105 kg Men,0,1,25,135,140,-145,140,165,173,-180,173,313
9,10,9,SIDISKIS Arnas,NA,1990-07-05,NA,NA,B,105 kg Men,0,1,25,125,-135,135,135,165,173,-177,173,308
10,11,11,TAKAHASHI Ippei,NA,1990-08-11,NA,NA,B,105 kg Men,0,1,25,-115,115,120,120,160,-165,-165,160,280
NA,6,NA,MOULAEI Bahador,NA,1992-03-21,NA,NA,A,105 kg Men,0,1,25,140,145,150,150,-182,-182,-182,NA,NA
NA,NA,8,KOUVAKAS Alexandros,NA,1989-07-06,NA,NA,A,105 kg Men,0,1,25,-138,-138,-138,NA,170,175,-180,175,NA
NA,NA,8,KOUVAKAS Alexandros,NA,1989-07-06,NA,NA,A,105 kg Men,0,1,25,-138,-138,-138,NA,170,175,-180,175,NA
NA,NA,NA,ARMAK Anosh,NA,1990-04-23,NA,NA,A,105 kg Men,1,1,25,156,162,-166,NA,189,198,204,NA,NA
1,1,1,KHAMSRI Panida,NA,1989-01-13,NA,NA,A,48 kg Women,0,1,25,75,-78,78,78,96,99,NA,99,177
2,2,3,MERCADO VILLARREAL Katherin,NA,1990-05-20,NA,NA,A,48 kg Women,0,1,25,73,76,-79,76,93,96,-100,96,172
3,5,2,PHUPRUEM Thip-Amon,NA,1989-09-29,NA,NA,A,48 kg Women,0,1,25,70,73,-75,73,90,93,96,96,169
4,4,4,MERCADO VILLARREAL Margarita Rosa,NA,1991-12-13,NA,NA,A,48 kg Women,0,1,25,68,71,74,74,88,91,95,95,169
5,3,6,OKUR Saziye,NA,1992-02-23,NA,NA,A,48 kg Women,0,1,25,73,75,-77,75,88,91,93,93,168
6,6,5,CHANG Kai-Lin,NA,1991-07-22,NA,NA,A,48 kg Women,0,1,25,67,-70,-70,67,89,93,94,94,161
7,8,7,ANDRIES Elena Ramona,NA,1994-09-21,NA,NA,A,48 kg Women,0,1,25,62,-67,-67,62,80,84,86,86,148
8,7,8,GAIKWAD Diksha Pradeep,NA,1990-07-06,NA,NA,A,48 kg Women,0,1,25,60,-64,64,64,70,75,-79,75,139
9,9,9,RUEL Jessica,NA,1991-02-15,NA,NA,A,48 kg Women,0,1,25,-61,-61,61,61,-73,73,-78,73,134
10,10,10,SROKA Paulina,NA,1993-07-12,NA,NA,A,48 kg Women,0,1,25,-55,55,58,58,67,-70,70,70,128
1,1,2,HSU Shu-Ching,NA,1991-05-09,NA,NA,A,53 kg Women,0,1,25,80,-83,83,83,100,104,-107,104,187
2,2,1,CHEN Yatian,NA,1991-05-12,NA,NA,A,53 kg Women,0,1,25,-81,-81,81,81,101,105,-107,105,186
3,4,4,VERON Malvina Soledad,NA,1989-06-11,NA,NA,A,53 kg Women,0,1,25,74,77,-79,77,93,-97,97,97,174
4,3,6,GUSHIKEN Misaki,NA,1990-02-08,NA,NA,A,53 kg Women,0,1,25,77,-79,79,79,94,-97,-97,94,173
