total_rank,snatch_rank,cleanjerk_rank,name,athlete_id,birthday,gender,nation,group,category,dq,old_classes,event_id,snatch_lift1,snatch_lift2,snatch_lift3,snatch_best,cleanjerk_lift1,cleanjerk_lift2,cleanjerk_lift3,cleanjerk_best,total
1,1,2,ASAAD Man,NA,1993-11-20,NA,NA,A,+109 kg Men,0,0,445,180,185,188,188,-220,226,-237,226,414
2,2,1,AHMED Mohamed Abdelhamed,NA,1996-01-01,NA,NA,A,+109 kg Men,0,0,445,170,181,186,186,226,-235,-236,226,412
1,1,1,HARIDY Shaimaa Ahmed Khalaf,NA,1991-01-01,NA,NA,A,+87 kg Women,0,0,445,111,116,-120,116,140,150,-155,150,266
2,2,2,ABBAS Halima Abdelazim Sedky,NA,1995-05-05,NA,NA,A,+87 kg Women,0,0,445,110,115,-120,115,130,NA,NA,130,245
3,3,3,GUNAL Melike,NA,1998-04-05,NA,NA,A,+87 kg Women,0,0,445,96,-100,101,101,120,-127,-127,120,221
1,1,1,ABDELAZIZ Mohamed Abdelrahman M,NA,1998-04-07,NA,NA,A,102 kg Men,0,0,445,145,152,156,156,181,187,189,189,345
2,2,2,"NAZAROV Alish",NA,1999-11-26,NA,NA,A,102 kg Men,0,0,445,137,142,-145,142,160,167,-178,167,309
1,1,1,MOHAMED Gaber Ahmed Farhan,NA,1985-09-01,NA,NA,A,109 kg Men,0,0,445,165,170,-175,170,190,196,207,207,377
2,2,3,BACHA Aymen,NA,1999-10-26,NA,NA,A,109 kg Men,0,0,445,160,166,-171,166,185,191,195,195,361
3,4,2,NGADJA NYABEYEU Junior Periclex,NA,1993-06-16,NA,NA,A,109 kg Men,0,0,445,146,151,-155,151,187,-195,196,196,347
4,3,4,JUGHELI Ahed,NA,1982-10-10,NA,NA,A,109 kg Men,0,0,445,155,-161,-161,155,-190,191,-196,191,346
1,1,1,RANDAFIARISON Rosina,NA,1999-12-29,NA,NA,A,45 kg Women,0,0,445,-60,60,-65,60,75,80,-85,80,140
2,2,2,AKTHER Srity,NA,1994-12-07,NA,NA,A,45 kg Women,0,0,445,50,55,-60,55,61,65,68,68,123
1,1,1,ERDOGAN Saziye,NA,1992-02-23,NA,NA,A,49 kg Women,0,0,445,73,76,-79,76,93,-95,95,95,171
2,2,2,BAYAV Pelinsu,NA,2001-08-03,NA,NA,A,49 kg Women,0,0,445,65,68,72,72,85,88,92,92,164
3,3,3,AHMED Heba Saleh Mahmoud,NA,1996-07-03,NA,NA,A,49 kg Women,0,0,445,67,-70,-70,67,83,91,-93,91,158
4,4,4,BEN ISSA Yossra,NA,2001-09-16,NA,NA,A,49 kg Women,0,0,445,53,-58,-58,53,66,69,72,72,125
5,5,5,AREF Khawla Mohammad Abdulla M,NA,1999-10-08,NA,NA,A,49 kg Women,0,0,445,25,-27,27,27,35,-37,-37,35,62
1,1,2,SAHIN Muammer,NA,1994-02-05,NA,NA,A,55 kg Men,0,0,445,105,110,-112,110,-120,120,125,125,235
2,4,1,ANDRIANTSITOHAINA Eric Herman,NA,1991-07-21,NA,NA,A,55 kg Men,0,0,445,-95,95,-100,95,127,-132,136,136,231
3,2,3,AL SALEEM Mansour Abdulrahim M,NA,1988-03-16,NA,NA,A,55 kg Men,0,0,445,97,-102,102,102,110,120,-135,120,222
4,3,4,MUHAMMET Akkaya,NA,1999-05-10,NA,NA,A,55 kg Men,0,0,445,90,95,97,97,110,117,-120,117,214
1,1,1,"NABIEVA Muattar",NA,1996-06-02,NA,NA,A,55 kg Women,0,0,445,83,87,90,90,105,108,115,115,205
2,2,2,IBRAHIM Basma Emad Gouda Mohamed,NA,1995-06-27,NA,NA,A,55 kg Women,0,0,445,75,80,82,82,96,101,106,106,188
3,3,3,COBAN BASOL Aysegul,NA,1992-12-16,NA,NA,A,55 kg Women,0,0,445,70,-75,75,75,97,102,-107,102,177
4,4,4,KARAKOL Gamze,NA,1998-12-15,NA,NA,A,55 kg Women,0,0,445,70,72,-74,72,90,92,-94,92,164
1,1,1,BELKHIR Ghofrane,NA,2001-08-11,NA,NA,A,59 kg Women,0,0,445,86,88,92,92,104,107,114,114,206
2,2,2,CAKIN Aysegul,NA,1999-06-24,NA,NA,A,59 kg Women,0,0,445,83,87,-89,87,109,113,-115,113,200
3,3,3,SAID Neama Said Fahmi,NA,2002-11-15,NA,NA,A,59 kg Women,0,0,445,80,-85,-85,80,95,106,-110,106,186
1,1,2,HARDAL Ferdi,NA,1996-12-31,NA,NA,A,61 kg Men,0,0,445,120,125,-128,125,-145,145,-151,145,270
2,2,1,ALSALEEM Seraj Abdulrahim M,NA,1996-02-10,NA,NA,A,61 kg Men,0,0,445,110,-116,-116,110,141,146,-152,146,256
3,3,4,KARA Ramazan,NA,1999-06-19,NA,NA,A,61 kg Men,0,0,445,105,109,-113,109,140,-143,143,143,252
4,4,3,BOUHIJBHA Amine,NA,1996-02-28,NA,NA,A,61 kg Men,0,0,445,108,-113,-115,108,136,141,143,143,251
1,1,2,AHMED Esraa Elsayed Rashed Elsayed,NA,1998-11-21,NA,NA,A,64 kg Women,0,0,445,88,91,94,94,108,113,-116,113,207
2,2,3,FATTOUH Mahassen Hala,NA,1989-08-27,NA,NA,A,64 kg Women,0,0,445,86,89,92,92,109,113,-116,113,205
3,5,1,ALTUN Berfin,NA,1999-11-01,NA,NA,A,64 kg Women,0,0,445,85,-88,89,89,110,115,-119,115,204
4,4,4,FAYZULLAEVA Kumushkhon,NA,2002-01-20,NA,NA,A,64 kg Women,0,0,445,87,90,-92,90,110,-114,-114,110,200
5,3,5,LEVENT Nuray,NA,2000-05-08,NA,NA,A,64 kg Women,0,0,445,85,90,-93,90,108,-112,-112,108,198
6,6,7,RAVOLOLONIAINA Elisa Vania,NA,1992-02-24,NA,NA,A,64 kg Women,0,0,445,80,85,-91,85,97,-103,-103,97,182
7,8,6,ABIDI Yousra,NA,1998-08-02,NA,NA,A,64 kg Women,0,0,445,78,-81,-82,78,102,-106,-107,102,180
8,7,8,RAHMOUNI Chaima,NA,2001-03-25,NA,NA,A,64 kg Women,0,0,445,77,-81,81,81,-95,-95,95,95,176
1,2,1,AHMED Ahmed Saad,NA,1989-01-01,NA,NA,A,67 kg Men,0,0,445,126,-131,-131,126,160,167,-175,167,293
2,1,2,TALIB Talha,NA,1999-10-03,NA,NA,A,67 kg Men,0,0,445,-133,133,136,136,-155,155,-160,155,291
3,4,3,ALMAZYADI Nawaf Mohammed S,NA,2000-08-19,NA,NA,A,67 kg Men,0,0,445,117,122,-126,122,146,154,-159,154,276
NA,3,NA,HAMDAYI Sajjad Abbas Yaseen,NA,1995-07-15,NA,NA,A,67 kg Men,0,0,445,125,-130,-130,125,-158,-158,-160,NA,NA
1,1,1,MAHMOUD Rania Mohamed Ezzat,NA,2001-09-10,NA,NA,A,71 kg Women,0,0,445,82,88,91,91,103,110,116,116,207
2,2,2,AKTAR Mabia,NA,1999-10-07,NA,NA,A,71 kg Women,0,0,445,72,77,80,80,92,96,100,100,180
1,1,1,IBRAHIM Moustafa Wahid Shaaban,NA,1996-12-01,NA,NA,A,73 kg Men,0,0,445,135,-139,141,141,168,178,185,185,326
2,2,3,OKYAY Ahmet Turan,NA,1996-05-06,NA,NA,A,73 kg Men,0,0,445,133,136,140,140,157,163,-168,163,303
3,3,2,HAMEED Mohammed Qaddoori Hameed,NA,1994-05-30,NA,NA,A,73 kg Men,0,0,445,128,-132,132,132,160,164,-172,164,296
4,5,4,TUBAL Maraj S.Omer,NA,1994-01-10,NA,NA,A,73 kg Men,0,0,445,122,130,-133,130,150,157,-162,157,287
5,4,5,ILHAN Ramazan,NA,1998-12-20,NA,NA,A,73 kg Men,0,0,445,131,-134,-134,131,150,-155,-157,150,281
1,1,1,AHMED Sara Samir Elsayed Mohamed,NA,1998-01-01,NA,NA,A,76 kg Women,0,0,445,105,110,-113,110,132,140,-143,140,250
2,2,2,ROMANOVA Anastasiia,NA,1991-10-02,NA,NA,A,76 kg Women,0,0,445,95,100,105,105,115,121,125,125,230
3,4,3,"NARIN Dilara",NA,2002-03-17,NA,NA,A,76 kg Women,0,0,445,90,92,-95,92,117,-120,120,120,212
4,3,4,JABBOROVA Tursunoy,NA,2002-03-04,NA,NA,A,76 kg Women,0,0,445,91,94,-96,94,113,117,-120,117,211
5,5,5,EYENGA MBOOSI Jeanne Gaelle,NA,1999-01-24,NA,NA,A,76 kg Women,0,0,445,-81,81,-87,81,97,102,-107,102,183
6,6,6,UCAN Dilara,NA,2002-04-15,NA,NA,A,76 kg Women,0,0,445,80,-85,-85,80,100,-103,-103,100,180
